sector,founded,area_served,notes,name,headquarters,industry
durable household products,1845,,cookware manufacturer,fissler,idar-oberstein,consumer goods
aerospace,1937,,defunct helicopter manufacturer,focke-achgelis,hoykenkamp,industrials
aerospace,1923,,"aircraft manufacturer, defunct 1964",focke-wulf,bremen,industrials
clothing & accessories,2010,,backpacks,fond of bags,cologne,consumer goods
automobiles,1925,,"automobile manufacturer, part of ford motor company (us)",ford germany,cologne,consumer goods
automobiles,1967,,"automobile manufacturer, part of ford motor company (us)",ford of europe,cologne,consumer goods
-,1756,,family holding company,franz haniel & cie.,duisburg,conglomerates
transportation services,1924,,airports,fraport,frankfurt,industrials
fixed line telecommunications,2007,,telecommunications,freenet.de,büdelsdorf,telecommunications
health care providers,1912,,health care,fresenius,bad homburg vor der höhe,health care
health care providers,1996,,part of fresenius,fresenius medical care,bad homburg vor der höhe,health care
-,1849,,"consumer goods, telecommunications, industrials",freudenberg group,weinheim,conglomerates
food products,1905,,"frozen foods, foodservice, commercial catering",frosta,bremerhaven,consumer goods
speciality chemicals,1931,,lubricants,fuchs petrolub,mannheim,basic materials
durable household products,1961,,garden tools,gardena,ulm,consumer goods
industrial machinery,1881,,machinery and technology for refrigeration and livestock farming,gea group,düsseldorf,industrials
furnishings,1853,,furniture manufacturer,gebrüder thonet,frankenberg,consumer goods
airlines,2002,,part of lufthansa,germanwings,cologne,consumer services
beverages,1888,,mineral water,gerolsteiner brunnen,gerolstein,consumer goods
containers & packaging,1864,,packaging products,gerresheimer,düsseldorf,industrials
industrial suppliers,1935,,automotive parts,getrag,untergruppenbach,industrials
business support services,1934,,market research,gfk ag,nuremberg,industrials
biotechnology,1997,,biotechnology,gpc biotech,martinsried,health care
consumer electronics,1930,,"electronics, part of koç holding (turkey)",grundig,nuremberg,consumer goods
publishing,1965,,"publishing house, part of bertelsmann",gruner + jahr,hamburg,consumer services
consumer electronics,1923,,electronics,hama photo,monheim,consumer goods
marine transportation,1871,,shipping,hamburg süd,hamburg,industrials
aerospace,1933,,"aircraft manufacturer, defunct 1969",hamburger flugzeugbau,hamburg,industrials
reinsurance,1966,,reinsurance firm,hannover re,hanover,financials
marine transportation,1970,,shipping,hapag-lloyd,hamburg,industrials
food products,1920,,confectionery,haribo,bonn,consumer goods
defense,1948,,arms,heckler & koch,oberndorf am neckar,industrials
building materials & fixtures,1874,,building materials,heidelbergcement,heidelberg,industrials
industrial machinery,1850,,printing machines,heidelberger druckmaschinen,heidelberg,industrials
aerospace,1922,,"aircraft manufacturer, defunct 1965",heinkel,warnemünde,industrials
industrial suppliers,1899,,automotive parts,hella,lippstadt,industrials
-,1876,,"consumer goods, industrial goods",henkel,düsseldorf,conglomerates
industrial machinery,1851,,engineering,heraeus,hanau,industrials
industrial machinery,1975,,tunnel boring machines,herrenknecht,schwanau,industrials
heavy construction,1874,,construction,hochtief,essen,industrials
specialty chemicals,1863,,"chemicals, defunct 2004",hoechst,frankfurt,basic materials
,1871,,"mining, steel, defunct 1991",hoesch,dortmund,mining
automobiles,1899,,"defunct 1945, now part of audi",horch,köln-ehrenfeld cologne,consumer goods
business support services,1981,,management consulting,horváth & partners,stuttgart,industrials
commercial vehicles & trucks,1838,,shipbuilding,howaldtswerke-deutsche werft,kiel,industrials
publishing,1903,,publishing and mass media,hubert burda media,offenburg,consumer services
clothing & accessories,1924,,luxury fashion,hugo boss,metzingen,consumer goods
financial services,1998,,"finance and insurance, part of unicredit (italy)",hypovereinsbank,munich,financials
real estate,2003,,nationalized holding company,hypo real estate,munich,financials
industrial suppliers,1983,,automotive supplier,iav,berlin,industrials
commodity chemicals,1925,,defunct 2012,ig farben,frankfurt,basic materials
semiconductors,1999,,semiconductor manufacturer,infineon technologies,neubiberg,technology
specialty retailers,1962,,defunct 1990,intershop,berlin,consumer services
durable household products,1731,,kitchenware,j. a. henckels,solingen,consumer goods
industrial machinery,1910,,vacuum technology,j. schmalz,glatten,industrials
recreational products,1981,,camping and outdoor,jack wolfskin,idstein,consumer goods
clothing & accessories,1948,,shoes & sports apparel & accessories manufacturer,jako,mulfingen,consumer goods
industrial machinery,1991,,optoelectronics engineering,jenoptik,jena,industrials
clothing & accessories,1968,,fashion,jil sander,hamburg,consumer goods
clothing & accessories,1861,,watches,junghans,schramberg,consumer goods
aerospace,1895,,"aircraft manufacturer, defunct 1969",junkers,dessau,industrials
speciality chemicals,1889,,fertilisers,k+s,kassel,basic materials
waste & disposal services,1935,,cleaning equipment,kärcher,winnenden,industrials
food retailers,1972,,"sugar confectionery market, part of katjes group",katjes international,emmerich am rhein,market
food retailers & wholesalers,1985,,"hypermarket, part of schwarz gruppe",kaufland,neckarsulm,consumer services
speciality chemicals,1878,,paints,keimfarben,diedorf,basic materials
banks,1906,,financial services,kfw,frankfurt,financials
industrial machinery,1906,,metal distribution,klöckner & co se,duisburg,industrials
food products,1838,,"food brand, part of unilever (uk/netherlands)",knorr,heilbronn,consumer goods
industrial suppliers,1905,,braking systems,knorr-bremse,munich,industrials
industrial machinery,1817,,printing machines,koenig & bauer,würzburg,industrials
industrial machinery,1995,,mechanical engineering,körber,hamburg,industrials
industrial machinery,1931,,"mechanical engineering, part of chemchina (china)",krauss-maffei,munich,industrials
brewers,1803,,brewery,krombacher brauerei,kreuztal,consumer goods
industrial machinery,1951,,mechanical engineering,krones,neutraubling,industrials
industrial machinery,1871,,mechanical engineering,ksb company,frankenthal,industrials
industrial machinery,1898,,automation,kuka,augsburg,industrials
nondurable household products,1930,,writing instruments,lamy,heidelberg,consumer goods
speciality chemicals,2004,,chemicals,lanxess,cologne,basic materials
recreational products,1914,,optical imaging,leica camera,wetzlar,consumer goods
recreational products,1921,,"cameras, defunct 1962",leidolf,wetzlar,consumer goods
electrical components & equipment,1917,,cable and harnessing manufacturing,leoni ag,nuremberg,industrials
food retailers & wholesalers,1930,,part of schwarz gruppe,lidl,neckarsulm,consumer services
clothing & accessories,1985,,textile machinery,lindauer dornier,lindau,consumer goods
software,1996,,machine translation,linguatec,pasing,technology
recreational products,1887,,camera manufacturer,linhof,munich,consumer goods
consumer electronics,1923,,consumer electronics,loewe,kronach,consumer goods
brewers,1383,,"brewery, part of anheuser-busch inbev (belgium)",löwenbräu,munich,consumer goods
transportation services,1942,,"airline catering, part of lufthansa",lsg sky chefs,neu-isenburg,industrials
airlines,1955,,"leisure airline, defunct 2009",ltu international,düsseldorf,consumer services
airlines,1955,,largest german airline,lufthansa group,cologne,consumer services
commercial vehicles & trucks,1875,,shipyard,lürssen,bremen-vegesack,industrials
commercial vehicles & trucks,1866,,trucks and industrial vehicles,magirus,ulm,industrials
software,1994,,"software publisher, part of bellevue investments",magix,berlin,technology
industrial suppliers,1920,,automotive parts,mahle gmbh,stuttgart,industrials
commercial vehicles & trucks,1758,,"automotive, mechanical engineering, part of volkswagen group",man,munich,industrials
diversified industrials,1890,,"now part of vodafone, thyssenkrupp, siemens, salzgitter ag",mannesmann,düsseldorf,industrials
distillers & vintners,1878,,alcohol,mast-jägermeister,wolfenbüttel,consumer goods
clothing & accessories,1683,,shoes manufacturer,meindl,kirchanschöring,consumer goods
recreational products,1951,,musical instruments,meinl percussion,gutenstetten,consumer goods
recreational products,1810,,musical instruments,meinl-weston,geretsried,consumer goods
durable household products,1708,,porcelain,meissen porcelain,meissen,consumer goods
beverages,1908,,coffee,melitta,minden,consumer goods
electrical components & equipment,1935,,industrial plugs and connectors,mennekes,kirchhundem,industrials
automobiles,1967,,"automobile and engine manufacturing, part of daimler ag",mercedes-amg,affalterbach,consumer goods
automobiles,1883,,"automotive, part of daimler ag",mercedes-benz,stuttgart,consumer goods
pharmaceuticals,1668,,pharmaceuticals,merck,darmstadt,health care
aerospace,1938,,"aircraft manufacturer, defunct 1968",messerschmitt,augsburg,industrials
broadline retailers,1964,,diversified retailer,metro ag,düsseldorf,consumer services
consumer electronics,1938,,"electronics manufacturer, defunct 2014",metz,zirndorf,consumer goods
commercial vehicles & trucks,1795,,shipbuilding,meyer werft,papenburg,industrials
consumer electronics,1899,,domestic appliances,miele,gütersloh,consumer goods
nondurable household products,1906,,luxury goods,montblanc,hamburg,consumer goods
reinsurance,1880,,reinsurance,munich re,munich,financials
food products,1896,,dairy,müller,fischach,consumer goods
software,1963,,software,nemetschek,munich,technology
software,1995,,software,nero ag,karlsruhe,technology
food retailers & wholesalers,1984,,"supermarkets, part of edeka",netto marken-discount,maxhütte-haidhof,consumer services
food products,1997,,sugar,nordzucker,braunschweig,consumer goods
automobiles,1873,,"now part of audi, defunct",nsu motorenwerke,neckarsulm,consumer goods
automobiles,1862,,"automotive, part of groupe psa (france)",opel,rüsselsheim am main,consumer goods
industrial vehicles & trucks,1876,,defunct 1999,orenstein & koppel,berlin,industrials
building materials & fixtures,1919,,lighting,osram,munich,industrials
broadline retailers,1949,,mail order company,otto gmbh,hamburg,consumer services
medical equipment,1919,,"wheel chairs, prosthetics",otto bock,duderstadt,health care
brewers,1634,,"brewery, part of brau holding international",paulaner brewery,munich,consumer goods
speciality chemicals,1993,,"chemicals, energy, logistics",pcc se,duisburg,basic materials
food retailers & wholesalers,1973,,"supermarkets, part of rewe group",penny,cologne,consumer services
heavy construction,1849,,defunct 2002,philipp holzmann,frankfurt,industrials
industrial machinery,1923,,automation,phoenix contact,blomberg,industrials
food retailers & wholesalers,1972,,"part of edeka, defunct 2009",plus,mülheim,consumer services
automobiles,1931,,"high performance vehicles, part of volkswagen group",porsche,stuttgart,consumer goods
