00-avengers-headquarters_continent,02-GioPonSpiz-country,07-silvestri-country,08-slytherin-country
asia,south korea,,switzerland
europe,china,,usa
asia,italy,,china
asia,uk,,japan
americas,south korea,,usa
europe,sweden,,south korea
asia,south korea,,usa
americas,usa,,usa
americas,usa,,usa
asia,switzerland,,usa
americas,china,,singapore
asia,japan,,uk
asia,usa,,canada
europe,china,,australia
americas,bermuda,,germany
americas,usa,,new zealand
americas,usa,,china
oceania,usa,,china
americas,new zealand,,norway
europe,usa,,australia
asia,uk,,china
americas,canada,,usa
europe,singapore,,china
americas,germany,,china
oceania,usa,,denmark
americas,australia,,switzerland
asia,china,,sweden
europe,china,,sweden
asia,switzerland,,usa
americas,denmark,,usa
oceania,china,,taiwan
asia,china,,ireland
asia,australia,,japan
europe,usa,,china
europe,china,,china
asia,norway,,usa
europe,sweden,,china
asia,china,,china
europe,china,,japan
americas,usa,,china
asia,ireland,,france
americas,usa,,china
europe,japan,,south korea
americas,usa,,china
asia,sweden,,usa
asia,taiwan,,greece
asia,china,,denmark
asia,china,,china
asia,france,,china
asia,greece,,brazil
asia,usa,,israel
asia,china,,sweden
americas,china,,usa
europe,south korea,,usa
europe,china,,bermuda
asia,japan,,china
asia,china,,indonesia
europe,bermuda,,singapore
asia,china,,japan
americas,sweden,,uk
asia,brazil,,singapore
americas,usa,,china
americas,china,,china
europe,usa,,canada
asia,israel,,usa
americas,denmark,,thailand
asia,singapore,,usa
americas,thailand,,china
asia,japan,,netherlands
asia,china,,china
asia,uk,,australia
americas,canada,,chile
europe,singapore,,china
asia,indonesia,,usa
asia,china,,china
asia,usa,,usa
americas,usa,,china
asia,usa,,belgium
oceania,china,,usa
europe,china,,usa
americas,china,,uk
americas,usa,,south korea
asia,chile,,taiwan
asia,netherlands,,japan
asia,australia,,uk
americas,china,,norway
asia,south korea,,usa
asia,japan,,china
europe,usa,,china
europe,uk,,china
europe,usa,,china
asia,china,,usa
americas,norway,,china
europe,uk,,australia
americas,belgium,,usa
asia,taiwan,,sweden
americas,usa,,indonesia
asia,usa,,china
asia,china,,netherlands
americas,sweden,,hong kong
asia,australia,,japan
asia,china,,usa
oceania,china,,usa
europe,usa,,india
asia,china,,russia
americas,china,,usa
asia,indonesia,,china
asia,usa,,canada
europe,india,,india
europe,usa,,usa
asia,usa,,sweden
asia,hong kong,,china
americas,japan,,uk
americas,russia,,usa
asia,netherlands,,china
americas,china,,china
asia,china,,usa
americas,china,,china
americas,sweden,,sweden
asia,uk,,taiwan
asia,india,,mexico
americas,canada,,canada
asia,china,,hong kong
europe,china,,usa
europe,usa,,canada
asia,usa,,usa
americas,usa,,brazil
asia,usa,,usa
asia,canada,,taiwan
europe,usa,,uk
asia,canada,,japan
americas,mexico,,usa
americas,china,,south korea
americas,sweden,,usa
americas,hong kong,,turkey
americas,taiwan,,portugal
americas,brazil,,uk
americas,usa,,indonesia
europe,portugal,,poland
americas,south korea,,china
asia,turkey,,china
asia,taiwan,,france
asia,japan,,china
asia,usa,,india
europe,uk,,bermuda
americas,usa,,france
asia,india,,usa
europe,france,,netherlands
europe,france,,china
asia,china,,china
americas,china,,china
asia,china,,usa
asia,bermuda,,usa
asia,indonesia,,south korea
europe,poland,,usa
europe,uk,,india
asia,india,,uk
europe,china,,chile
asia,usa,,israel
americas,south korea,,china
americas,usa,,hong kong
asia,china,,usa
americas,usa,,usa
asia,usa,,usa
americas,china,,usa
asia,netherlands,,china
europe,uk,,indonesia
asia,usa,,japan
asia,usa,,uk
asia,usa,,china
asia,chile,,usa
americas,usa,,china
americas,china,,usa
americas,china,,japan
americas,hong kong,,china
americas,israel,,china
asia,indonesia,,china
asia,china,,thailand
asia,usa,,uk
asia,china,,usa
americas,china,,usa
europe,uk,,china
asia,usa,,china
asia,japan,,usa
americas,japan,,uk
asia,china,,uk
asia,china,,china
asia,uk,,china
europe,uk,,canada
americas,china,,usa
americas,china,,china
americas,usa,,usa
asia,usa,,norway
asia,usa,,taiwan
europe,uk,,china
europe,thailand,,usa
asia,china,,germany
americas,norway,,usa
americas,taiwan,,usa
americas,usa,,switzerland
asia,china,,italy
asia,china,,denmark
asia,china,,chile
americas,usa,,south korea
asia,usa,,uk
europe,canada,,usa
americas,chile,,uk
europe,south korea,,canada
europe,usa,,china
europe,uk,,china
americas,italy,,germany
americas,usa,,denmark
europe,usa,,china
europe,denmark,,china
americas,switzerland,,india
asia,germany,,south africa
europe,uk,,china
europe,south africa,,japan
asia,india,,china
americas,china,,china
asia,denmark,,uk
asia,china,,australia
europe,china,,japan
asia,canada,,uk
asia,china,,canada
africa,germany,,canada
americas,canada,,usa
americas,china,,japan
asia,uk,,usa
asia,china,,japan
asia,uk,,usa
oceania,australia,,usa
europe,china,,qatar
asia,japan,,china
europe,japan,,india
asia,canada,,sweden
americas,usa,,china
asia,japan,,usa
asia,sweden,,china
americas,qatar,,hong kong
asia,usa,,colombia
americas,usa,,usa
americas,japan,,china
asia,usa,,hong kong
europe,china,,canada
asia,india,,usa
asia,china,,china
asia,china,,monaco
americas,hong kong,,brazil
americas,usa,,china
americas,hong kong,,japan
americas,colombia,,china
asia,canada,,china
americas,usa,,china
asia,usa,,india
asia,china,,india
europe,monaco,,usa
asia,india,,uk
asia,india,,switzerland
asia,china,,usa
asia,china,,usa
americas,brazil,,usa
asia,china,,japan
asia,japan,,usa
asia,china,,italy
asia,china,,france
americas,usa,,israel
americas,usa,,usa
asia,usa,,usa
europe,france,,australia
americas,italy,,china
europe,uk,,usa
europe,usa,,canada
europe,switzerland,,china
americas,japan,,usa
americas,usa,,singapore
asia,china,,usa
asia,australia,,japan
americas,usa,,china
asia,usa,,japan
americas,china,,china
americas,usa,,denmark
asia,canada,,china
americas,israel,,thailand
americas,usa,,usa
oceania,singapore,,uk
europe,denmark,,china
americas,usa,,chile
asia,china,,israel
asia,japan,,china
europe,japan,,china
asia,thailand,,china
asia,uk,,germany
asia,china,,usa
asia,china,,south africa
americas,usa,,usa
americas,chile,,japan
americas,south africa,,china
asia,usa,,uk
asia,china,,thailand
europe,israel,,hong kong
asia,china,,argentina
asia,germany,,germany
asia,china,,china
americas,china,,usa
africa,usa,,china
asia,china,,south korea
europe,usa,,sweden
asia,argentina,,china
asia,china,,peru
asia,uk,,uk
asia,japan,,portugal
europe,hong kong,,china
asia,china,,china
americas,thailand,,canada
americas,germany,,usa
asia,south korea,,usa
americas,canada,,china
asia,china,,china
europe,sweden,,china
asia,portugal,,canada
americas,peru,,japan
europe,china,,usa
europe,uk,,usa
asia,china,,sweden
americas,usa,,usa
americas,usa,,italy
americas,usa,,luxembourg
asia,usa,,usa
asia,china,,singapore
asia,sweden,,spain
americas,canada,,china
europe,china,,japan
asia,china,,france
americas,japan,,usa
americas,usa,,saudi arabia
europe,france,,china
americas,usa,,china
europe,china,,china
asia,singapore,,qatar
europe,japan,,chile
europe,luxembourg,,china
asia,spain,,taiwan
asia,saudi arabia,,canada
asia,italy,,china
americas,usa,,indonesia
asia,china,,usa
americas,china,,hong kong
asia,china,,usa
americas,qatar,,india
asia,china,,brazil
asia,china,,usa
asia,taiwan,,japan
asia,canada,,usa
asia,indonesia,,china
asia,chile,,italy
americas,usa,,india
europe,japan,,usa
asia,usa,,china
americas,brazil,,china
asia,usa,,bermuda
asia,china,,china
americas,hong kong,,china
americas,usa,,china
americas,india,,philippines
asia,italy,,china
americas,usa,,canada
asia,philippines,,china
asia,china,,usa
asia,china,,china
americas,india,,china
asia,china,,china
asia,bermuda,,canada
asia,china,,japan
asia,china,,sweden
asia,china,,china
asia,china,,saudi arabia
americas,china,,china
asia,china,,germany
americas,china,,usa
europe,china,,taiwan
americas,usa,,usa
asia,sweden,,usa
asia,canada,,usa
asia,japan,,japan
asia,canada,,usa
asia,saudi arabia,,china
asia,usa,,china
europe,usa,,china
asia,usa,,china
asia,usa,,japan
americas,usa,,usa
americas,japan,,usa
americas,taiwan,,japan
americas,germany,,usa
americas,china,,uk
asia,china,,uk
asia,china,,china
asia,usa,,austria
asia,usa,,uk
americas,uk,,singapore
asia,china,,china
europe,usa,,canada
americas,japan,,usa
americas,japan,,usa
asia,china,,uk
asia,china,,china
europe,usa,,usa
asia,uk,,china
americas,china,,usa
americas,uk,,canada
europe,uk,,usa
europe,usa,,usa
asia,canada,,usa
europe,singapore,,china
americas,austria,,china
asia,china,,ireland
americas,china,,italy
americas,usa,,singapore
americas,china,,china
americas,usa,,usa
asia,china,,greece
americas,canada,,japan
asia,usa,,usa
americas,usa,,china
asia,usa,,india
europe,ireland,,australia
europe,greece,,india
asia,japan,,india
americas,china,,china
americas,china,,china
asia,singapore,,china
asia,usa,,israel
asia,usa,,usa
asia,india,,israel
europe,italy,,usa
oceania,australia,,usa
asia,israel,,italy
americas,israel,,italy
asia,china,,usa
asia,usa,,usa
asia,china,,usa
americas,india,,canada
asia,china,,israel
asia,usa,,usa
asia,india,,south korea
americas,usa,,usa
americas,south korea,,australia
europe,israel,,china
europe,usa,,china
americas,usa,,singapore
americas,usa,,usa
americas,canada,,china
americas,italy,,china
asia,italy,,canada
asia,usa,,uk
americas,usa,,china
oceania,usa,,thailand
asia,china,,usa
asia,canada,,indonesia
asia,uk,,usa
asia,china,,china
europe,china,,india
americas,china,,china
asia,singapore,,china
americas,australia,,china
asia,china,,china
asia,china,,china
asia,china,,usa
asia,indonesia,,usa
americas,usa,,belgium
asia,china,,china
americas,usa,,china
asia,india,,china
asia,china,,china
asia,thailand,,italy
asia,china,,china
asia,china,,channel islands
americas,china,,usa
asia,italy,,china
americas,china,,japan
europe,belgium,,china
asia,usa,,uk
europe,china,,south korea
asia,usa,,japan
asia,china,,sweden
asia,china,,china
americas,sweden,,taiwan
europe,japan,,hong kong
europe,japan,,china
asia,south korea,,india
asia,china,,canada
asia,china,,china
asia,uk,,taiwan
asia,channel islands,,hong kong
europe,usa,,italy
asia,taiwan,,usa
asia,china,,china
asia,taiwan,,china
asia,china,,israel
asia,italy,,china
americas,canada,,usa
europe,hong kong,,china
asia,india,,china
asia,china,,china
asia,hong kong,,hong kong
americas,usa,,usa
asia,usa,,south africa
asia,china,,hong kong
asia,china,,italy
asia,israel,,taiwan
asia,china,,usa
asia,china,,brazil
asia,china,,china
asia,china,,usa
americas,hong kong,,usa
asia,china,,slovenia
americas,brazil,,usa
americas,usa,,china
americas,italy,,china
africa,hong kong,,australia
asia,taiwan,,china
asia,south africa,,china
europe,usa,,china
americas,usa,,usa
americas,usa,,china
asia,china,,china
europe,china,,canada
asia,usa,,lithuania
asia,china,,switzerland
oceania,usa,,china
asia,china,,mexico
americas,australia,,hong kong
asia,china,,uk
americas,china,,china
asia,slovenia,,usa
asia,china,,uk
americas,usa,,germany
europe,china,,india
asia,uk,,switzerland
americas,china,,france
europe,lithuania,,india
asia,canada,,china
europe,hong kong,,greece
asia,switzerland,,japan
americas,mexico,,usa
asia,japan,,taiwan
americas,greece,,china
europe,france,,usa
asia,uk,,japan
europe,india,,usa
asia,china,,usa
asia,switzerland,,china
europe,india,,brazil
europe,germany,,brazil
europe,usa,,usa
americas,usa,,sweden
americas,usa,,bermuda
asia,china,,south korea
americas,china,,italy
americas,taiwan,,switzerland
americas,usa,,canada
asia,brazil,,japan
asia,usa,,taiwan
asia,japan,,china
americas,brazil,,belgium
americas,bermuda,,japan
europe,south korea,,usa
asia,sweden,,mexico
asia,taiwan,,malaysia
europe,belgium,,uk
americas,canada,,sweden
europe,italy,,israel
asia,china,,china
europe,japan,,new zealand
asia,switzerland,,china
oceania,new zealand,,usa
europe,malaysia,,uk
asia,china,,usa
asia,mexico,,usa
americas,sweden,,usa
asia,japan,,israel
europe,usa,,china
americas,china,,china
asia,israel,,turkey
asia,uk,,china
asia,israel,,usa
americas,china,,uk
europe,china,,usa
asia,usa,,china
americas,turkey,,india
americas,usa,,singapore
asia,usa,,china
americas,china,,japan
asia,uk,,taiwan
asia,usa,,south korea
americas,usa,,usa
asia,south korea,,china
americas,uk,,south korea
asia,china,,china
asia,japan,,taiwan
asia,singapore,,china
asia,china,,india
asia,taiwan,,japan
europe,usa,,japan
asia,india,,china
americas,usa,,canada
asia,japan,,japan
asia,china,,japan
asia,india,,usa
asia,taiwan,,denmark
asia,china,,japan
asia,china,,usa
asia,china,,usa
asia,south korea,,japan
asia,japan,,uk
americas,canada,,sweden
asia,uk,,india
europe,usa,,austria
asia,japan,,usa
americas,japan,,sweden
americas,usa,,usa
asia,usa,,china
asia,japan,,japan
americas,denmark,,indonesia
europe,japan,,canada
asia,japan,,china
europe,indonesia,,switzerland
asia,usa,,brazil
europe,usa,,japan
europe,india,,uk
americas,canada,,china
asia,sweden,,china
americas,austria,,australia
americas,china,,usa
asia,sweden,,china
asia,china,,taiwan
asia,usa,,china
europe,china,,china
americas,australia,,china
europe,china,,usa
asia,china,,switzerland
asia,uk,,japan
oceania,brazil,,taiwan
asia,switzerland,,saudi arabia
americas,japan,,japan
asia,china,,taiwan
asia,japan,,usa
europe,china,,taiwan
asia,usa,,norway
asia,taiwan,,switzerland
asia,saudi arabia,,usa
asia,japan,,luxembourg
americas,taiwan,,china
asia,switzerland,,usa
asia,china,,china
americas,usa,,south africa
europe,china,,china
americas,taiwan,,usa
asia,usa,,china
europe,norway,,usa
asia,china,,usa
europe,luxembourg,,canada
americas,taiwan,,usa
asia,usa,,usa
asia,switzerland,,china
africa,south africa,,usa
asia,china,,japan
americas,usa,,brazil
americas,usa,,japan
americas,china,,japan
americas,usa,,usa
asia,usa,,france
americas,usa,,hong kong
americas,canada,,japan
asia,china,,usa
americas,usa,,china
asia,usa,,australia
europe,usa,,uk
asia,brazil,,china
asia,japan,,china
asia,hong kong,,china
asia,japan,,taiwan
americas,japan,,singapore
americas,france,,china
americas,japan,,china
asia,china,,china
oceania,china,,turkey
europe,china,,usa
asia,china,,japan
asia,taiwan,,south korea
asia,china,,usa
asia,singapore,,china
asia,china,,china
asia,uk,,usa
asia,australia,,china
asia,china,,china
asia,china,,south korea
americas,usa,,taiwan
asia,china,,france
asia,china,,japan
americas,usa,,greece
asia,japan,,taiwan
asia,south korea,,canada
americas,usa,,poland
asia,turkey,,japan
asia,china,,china
asia,japan,,usa
europe,poland,,china
asia,canada,,india
europe,taiwan,,china
asia,taiwan,,canada
asia,greece,,china
americas,japan,,usa
europe,france,,china
asia,south korea,,china
asia,china,,china
americas,usa,,china
asia,china,,belgium
asia,china,,china
asia,china,,usa
americas,canada,,usa
asia,india,,mexico
asia,china,,japan
asia,china,,sweden
americas,usa,,singapore
asia,china,,uk
asia,sweden,,norway
europe,singapore,,israel
americas,mexico,,china
asia,usa,,china
asia,japan,,china
americas,china,,china
americas,belgium,,china
asia,usa,,china
europe,china,,taiwan
europe,uk,,germany
asia,taiwan,,finland
asia,china,,usa
asia,china,,usa
asia,china,,china
europe,norway,,south korea
asia,china,,china
asia,china,,japan
asia,china,,usa
asia,israel,,usa
europe,germany,,usa
asia,usa,,usa
europe,japan,,indonesia
americas,china,,taiwan
americas,china,,japan
americas,usa,,uk
asia,usa,,japan
asia,usa,,china
asia,finland,,india
americas,south korea,,japan
americas,usa,,finland
americas,japan,,usa
asia,china,,japan
asia,india,,uk
europe,japan,,india
asia,japan,,uk
asia,uk,,usa
asia,taiwan,,uk
asia,indonesia,,usa
asia,usa,,taiwan
europe,finland,,denmark
asia,taiwan,,israel
europe,usa,,china
europe,uk,,taiwan
americas,usa,,china
asia,india,,sweden
americas,usa,,china
europe,uk,,china
americas,uk,,china
asia,japan,,usa
americas,usa,,japan
europe,taiwan,,india
asia,china,,usa
europe,china,,china
asia,china,,australia
asia,china,,china
asia,israel,,finland
asia,sweden,,china
asia,china,,south korea
asia,denmark,,india
asia,china,,indonesia
asia,china,,uk
europe,south korea,,india
asia,china,,uk
asia,australia,,japan
americas,usa,,switzerland
oceania,india,,usa
asia,india,,china
asia,finland,,china
asia,japan,,germany
asia,china,,china
americas,japan,,usa
europe,uk,,france
asia,uk,,china
asia,india,,usa
europe,germany,,uk
asia,indonesia,,uk
europe,china,,germany
europe,switzerland,,brazil
asia,usa,,china
asia,china,,belgium
americas,china,,usa
europe,china,,germany
europe,uk,,mexico
europe,brazil,,hong kong
americas,usa,,india
americas,uk,,china
europe,germany,,usa
asia,france,,china
asia,usa,,usa
americas,usa,,usa
europe,hong kong,,china
asia,mexico,,china
europe,usa,,canada
americas,china,,egypt
asia,india,,china
asia,usa,,taiwan
americas,germany,,denmark
americas,china,,china
asia,belgium,,usa
americas,usa,,china
asia,usa,,uk
americas,china,,israel
europe,china,,australia
africa,taiwan,,china
asia,china,,china
asia,egypt,,australia
asia,canada,,usa
asia,denmark,,china
americas,china,,japan
asia,china,,thailand
oceania,israel,,usa
