02-GioPonSpiz-country,07-silvestri-country,08-slytherin-country,00-avengers-headquarters_country,03-gren-headquarters_country,04-iGMM-headquarters_country
usa,,indonesia,taiwan,usa,china
usa,,china,usa,usa,uk
financial services,,australia,usa,,usa
indonesia,,usa,uk,indonesia,japan
taiwan,,japan,china,taiwan,japan
china,,hong kong,uk,china,australia
china,,japan,china,china,china
uk,,uk,china,uk,hong kong
china,,singapore,taiwan,china,usa
uk,,australia,indonesia,uk,singapore
usa,,usa,,usa,australia
japan,,japan,japan,japan,china
japan,,china,india,japan,india
australia,,usa,china,australia,china
china,,china,australia,china,india
hong kong,,usa,singapore,hong kong,usa
usa,,india,usa,usa,usa
singapore,,usa,hong kong,singapore,china
australia,,china,china,australia,usa
china,,japan,australia,china,japan
india,,india,japan,india,japan
china,,japan,china,china,japan
india,,south korea,usa,india,usa
usa,,china,japan,usa,china
usa,,canada,japan,usa,canada
china,,peru,japan,china,china
usa,,china,usa,usa,taiwan
japan,,india,china,japan,peru
japan,,taiwan,usa,japan,china
japan,,china,usa,japan,south korea
usa,,usa,india,usa,india
china,,hong kong,china,china,usa
canada,,usa,china,canada,china
china,,china,usa,china,usa
taiwan,,germany,india,taiwan,hong kong
peru,,canada,south korea,peru,usa
china,,usa,china,china,canada
south korea,,china,peru,south korea,china
india,,china,taiwan,india,china
usa,,china,china,usa,china
china,,usa,canada,china,germany
usa,,usa,usa,usa,usa
hong kong,,usa,usa,hong kong,usa
usa,,israel,usa,usa,australia
canada,,usa,germany,canada,china
china,,australia,china,china,china
china,,china,china,china,china
china,,south korea,china,china,south korea
germany,,china,canada,germany,israel
usa,,china,usa,usa,usa
usa,,china,hong kong,usa,china
australia,,usa,australia,australia,usa
china,,japan,usa,china,usa
china,,usa,usa,china,china
china,,japan,china,china,japan
south korea,,usa,usa,south korea,taiwan
israel,,japan,israel,israel,japan
usa,,taiwan,south korea,usa,usa
china,,usa,china,china,japan
usa,,hong kong,china,usa,hong kong
usa,,china,china,usa,usa
china,,turkey,china,china,turkey
japan,,singapore,usa,japan,usa
taiwan,,thailand,turkey,taiwan,china
japan,,china,usa,japan,thailand
usa,,thailand,hong kong,usa,australia
japan,,usa,japan,japan,japan
hong kong,,romania,usa,hong kong,thailand
usa,,japan,japan,usa,singapore
turkey,,china,taiwan,turkey,romania
usa,,australia,japan,usa,china
china,,china,china,china,china
thailand,,usa,usa,thailand,usa
australia,,china,china,australia,china
japan,,china,china,japan,china
thailand,,usa,romania,thailand,china
singapore,,china,singapore,singapore,usa
romania,,china,thailand,romania,china
china,,china,japan,china,china
china,,usa,australia,china,usa
usa,,brazil,thailand,usa,brazil
china,,sweden,china,china,sweden
china,,uk,brazil,china,brazil
china,,usa,sweden,china,china
usa,,india,brazil,usa,usa
china,,china,usa,china,india
china,,china,china,china,china
usa,,usa,china,usa,china
brazil,,brazil,usa,brazil,usa
sweden,,usa,china,sweden,uk
brazil,,china,china,brazil,usa
china,,japan,china,china,turkey
usa,,turkey,china,usa,china
india,,usa,turkey,india,south africa
china,,china,usa,china,usa
china,,south africa,"['uk', 'guernsey']",china,china
usa,,china,usa,usa,china
uk,,usa,china,uk guernsey,usa
usa,,indonesia,china,usa,usa
turkey,,china,india,turkey,japan
china,,usa,usa,china,indonesia
south africa,,china,south africa,south africa,south korea
usa,,south korea,usa,usa,usa
china,,turkey,south korea,china,china
china,,usa,indonesia,china,usa
usa,,taiwan,japan,usa,austria
usa,,china,usa,usa,taiwan
japan,,usa,usa,japan,usa
indonesia,,austria,china,indonesia,china
south korea,,china,china,south korea,turkey
usa,,usa,usa,usa,china
china,,china,china,china,china
usa,,south korea,"['isle of man', 'uk']",usa,isle of man
austria,,china,china,austria,south korea
taiwan,,south korea,china,taiwan,india
usa,,china,turkey,usa,china
china,,south korea,china,china,uk
turkey,,isle of man,usa,turkey,china
china,,india,taiwan,china,south korea
china,,uk,austria,china,south korea
isle of man,,japan,usa,isle of man uk,japan
south korea,,greece,south korea,south korea,brazil
india,,usa,china,india,china
china,,brazil,brazil,china,china
uk,,usa,japan,uk,usa
china,,china,south korea,china,taiwan
south korea,,usa,south korea,south korea,greece
south korea,,china,china,south korea,usa
japan,,taiwan,uk,japan,china
brazil,,usa,china,brazil,usa
china,,china,india,china,usa
china,,usa,china,china,uk
usa,,uk,usa,usa,usa
taiwan,,usa,uk,taiwan,usa
greece,,usa,usa,greece,china
usa,,usa,usa,usa,canada
china,,japan,china,china,sweden
usa,,canada,usa,usa,usa
usa,,canada,greece,usa,japan
uk,,china,taiwan,uk,canada
usa,,sweden,usa,usa,usa
usa,,australia,usa,usa,india
china,,india,canada,china,canada
canada,,canada,india,canada,usa
sweden,,france,usa,sweden,brazil
usa,,china,canada,usa,australia
japan,,brazil,japan,japan,usa
canada,,usa,usa,canada,china
usa,,australia,sweden,usa,australia
india,,usa,canada,india,france
canada,,canada,china,canada,canada
usa,,usa,usa,usa,usa
brazil,,japan,china,brazil,china
australia,,china,usa,australia,brazil
usa,,japan,canada,usa,usa
china,,brazil,australia,china,usa
australia,,china,china,australia,uk
france,,usa,usa,france,japan
canada,,usa,france,canada,japan
usa,,uk,australia,usa,china
china,,uk,brazil,china,uk
brazil,,usa,usa,brazil,usa
usa,,china,usa,usa,usa
usa,,sweden,uk,usa,china
uk,,china,china,uk,uk
japan,,china,japan,japan,china
japan,,usa,japan,japan,usa
china,,uk,uk,china,china
uk,,usa,usa,uk,sweden
usa,,usa,usa,usa,usa
usa,,usa,brazil,usa,usa
china,,usa,china,china,usa
uk,,sweden,china,uk,china
china,,japan,usa,china,china
usa,,sweden,usa,usa,uk
china,,brazil,usa,china,sweden
sweden,,china,sweden,sweden,china
usa,,uk,china,usa,brazil
usa,,china,usa,usa,japan
usa,,japan,china,usa,japan
china,,china,uk,china,sweden
china,,usa,china,china,japan
usa,,japan,japan,uk,japan
uk,,china,japan,sweden,usa
sweden,,finland,sweden,china,usa
china,,india,japan,brazil,sweden
brazil,,uk,japan,japan,china
japan,,usa,brazil,japan,india
japan,,sweden,china,sweden,usa
sweden,,japan,sweden,japan,uk
japan,,usa,uk,japan,finland
japan,,thailand,usa,usa,thailand
usa,,china,china,usa,china
sweden,,china,thailand,sweden,china
china,,uk,finland,china,uk
india,,china,uk,india,china
usa,,china,usa,usa,china
uk,,china,india,uk,china
finland,,china,china,finland,china
thailand,,china,sweden,thailand,china
china,,china,usa,china,china
china,,italy,china,china,usa
uk,,japan,russia,uk,russia
china,,usa,usa,china,japan
china,,usa,china,china,usa
china,,russia,china,china,usa
china,,usa,china,china,india
china,,japan,china,china,russia
china,,sweden,china,china,japan
usa,,russia,china,usa,italy
russia,,india,uk,russia,sweden
japan,,usa,japan,japan,usa
usa,,japan,india,usa,india
usa,,switzerland,usa,usa,canada
india,,china,sweden,india,china
russia,,brazil,italy,russia,brazil
japan,,canada,japan,japan,switzerland
italy,,russia,russia,italy,india
sweden,,india,india,sweden,russia
usa,,india,usa,usa,uk
india,,uk,usa,india,japan
canada,,usa,canada,canada,usa
china,,new zealand,greece,china,greece
brazil,,greece,usa,brazil,mexico
switzerland,,mexico,japan,switzerland,china
india,,china,uk,india,india
russia,,south korea,russia,russia,usa
uk,,japan,india,uk,thailand
japan,,usa,switzerland,japan,new zealand
usa,,thailand,brazil,usa,japan
greece,,india,china,greece,south korea
mexico,,china,mexico,mexico,china
usa,,singapore,china,china,china
china,,china,china,india,usa
india,,china,south korea,usa,singapore
usa,,china,japan,thailand,china
thailand,,china,new zealand,new zealand,china
new zealand,,usa,thailand,japan,usa
thailand,,usa,usa,south korea,switzerland
denmark,,switzerland,india,china,china
france,,china,china,china,china
usa,,india,usa,usa,india
india,,usa,canada,singapore,canada
sweden,,china,india,china,sweden
germany,,singapore,china,china,hong kong
china,,japan,china,usa,japan
finland,,not found,switzerland,switzerland,sweden
japan,,hong kong,china,china,usa
south korea,,sweden,usa,china,china
china,,sweden,china,india,
china,,canada,singapore,canada,singapore
usa,,luxembourg,sweden,sweden,luxembourg
singapore,,china,usa,hong kong,usa
china,,usa,luxembourg,japan,china
china,,china,singapore,sweden,australia
usa,,china,,usa,usa
switzerland,,switzerland,china,china,china
china,,usa,usa,,china
china,,usa,sweden,singapore,switzerland
india,,australia,japan,luxembourg,usa
canada,,australia,hong kong,usa,australia
saudi arabia,,thailand,china,china,indonesia
china,,indonesia,china,australia,china
usa,,france,indonesia,usa,usa
china,,usa,australia,china,thailand
china,,denmark,usa,china,denmark
canada,,germany,switzerland,switzerland,france
china,,india,china,usa,usa
usa,,sweden,china,australia,india
usa,,china,usa,indonesia,sweden
india,,usa,australia,china,germany
sweden,,china,usa,usa,china
hong kong,,china,finland,thailand,finland
japan,,china,china,denmark,saudi arabia
sweden,,canada,germany,france,china
usa,,china,sweden,usa,usa
china,,usa,india,india,china
utilities,,usa,usa,sweden,china
singapore,,finland,france,germany,canada
luxembourg,,saudi arabia,denmark,china,china
usa,,china,thailand,finland,usa
netherlands,,usa,saudi arabia,saudi arabia,usa
south africa,,singapore,india,china,india
china,,austria,usa,usa,netherlands
russia,,hong kong,usa,china,south africa
singapore,,south africa,china,china,china
south africa,,china,canada,canada,russia
hong kong,,south africa,china,china,singapore
austria,,india,china,usa,south africa
taiwan,,russia,usa,usa,hong kong
south korea,,netherlands,china,india,austria
india,,taiwan,netherlands,netherlands,taiwan
china,,uk,south korea,south africa,south korea
china,,south africa,taiwan,china,india
china,,uk,austria,russia,china
uk,,chile,hong kong,singapore,china
australia,,brazil,south africa,south africa,uk
usa,,china,singapore,hong kong,south africa
china,,south korea,russia,austria,uk
china,,china,china,taiwan,brazil
switzerland,,india,south africa,south korea,chile
usa,,usa,india,india,usa
australia,,china,china,china,china
indonesia,,china,usa,china,china
china,,china,chile,uk,canada
south africa,,spain,brazil,south africa,france
uk,,france,uk,uk,china
brazil,,canada,south africa,brazil,spain
chile,,canada,uk,chile,canada
usa,,china,china,usa,china
china,,china,china,china,china
china,,indonesia,china,china,indonesia
canada,,brazil,china,canada,china
france,,usa,indonesia,france,india
china,,china,china,china,china
spain,,japan,china,spain,italy
canada,,india,canada,canada,brazil
china,,australia,spain,china,australia
china,,india,china,china,japan
indonesia,,italy,france,indonesia,usa
china,,china,canada,china,india
india,,israel,india,india,israel
china,,usa,india,china,india
italy,,india,israel,italy,china
brazil,,indonesia,india,brazil,china
australia,,china,usa,australia,indonesia
japan,,china,japan,japan,south korea
usa,,switzerland,australia,usa,japan
india,,china,brazil,india,switzerland
israel,,japan,italy,israel,usa
india,,south korea,china,india,china
china,,spain,china,china,uk
china,,china,china,china,china
indonesia,,uk,uk,indonesia,hong kong
south korea,,india,china,south korea,china
japan,,hong kong,usa,japan,thailand
switzerland,,japan,switzerland,switzerland,china
usa,,china,japan,usa,china
china,,thailand,south korea,china,japan
uk,,china,indonesia,uk,india
china,,china,china,china,spain
hong kong,,usa,hong kong,hong kong,uk
china,,china,saudi arabia,china,saudi arabia
thailand,,china,uk,thailand,china
china,,usa,spain,china,china
china,,china,india,china,usa
japan,,china,japan,japan,china
india,,uk,china,india,usa
spain,,usa,china,spain,usa
uk,,saudi arabia,thailand,uk,china
saudi arabia,,china,china,saudi arabia,china
china,,china,china,china,china
china,,china,sweden,china,sweden
usa,,usa,china,usa,usa
china,,spain,china,china,usa
usa,,usa,china,usa,japan
usa,,japan,usa,usa,usa
china,,usa,usa,china,spain
china,,china,china,china,usa
china,,usa,usa,china,china
sweden,,sweden,china,sweden,china
usa,,france,usa,usa,china
usa,,china,usa,usa,usa
japan,,usa,china,japan,china
usa,,usa,china,usa,australia
spain,,new zealand,china,spain,usa
usa,,australia,usa,usa,taiwan
china,,usa,spain,china,new zealand
china,,taiwan,usa,china,france
china,,china,japan,china,usa
usa,,usa,usa,usa,usa
china,,china,china,china,china
australia,,romania,usa,australia,usa
usa,,india,china,usa,china
taiwan,,usa,usa,taiwan,china
new zealand,,china,usa,new zealand,china
france,,switzerland,france,france,china
usa,,china,new zealand,usa,usa
usa,,china,taiwan,usa,india
china,,china,usa,china,romania
usa,,usa,australia,usa,switzerland
china,,thailand,china,china,usa
china,,china,china,china,thailand
china,,saudi arabia,thailand,china,new zealand
china,,sweden,usa,china,china
usa,,spain,switzerland,usa,saudi arabia
india,,china,romania,india,spain
romania,,china,india,romania,sweden
switzerland,,new zealand,usa,switzerland,japan
usa,,usa,china,usa,china
thailand,,japan,china,thailand,china
new zealand,,hong kong,new zealand,new zealand,china
china,,usa,china,china,china
saudi arabia,,japan,china,saudi arabia,china
spain,,brazil,china,spain,usa
sweden,,usa,china,sweden,brazil
japan,,japan,japan,japan,japan
china,,china,sweden,china,japan
china,,china,spain,china,usa
china,,china,saudi arabia,china,hong kong
china,,hong kong,china,china,hong kong
china,,usa,china,china,usa
usa,,china,japan,usa,japan
brazil,,usa,usa,brazil,india
japan,,india,hong kong,japan,usa
japan,,china,hong kong,japan,china
usa,,india,usa,usa,india
hong kong,,japan,japan,hong kong,sweden
hong kong,,qatar,japan,hong kong,china
usa,,china,brazil,usa,qatar
japan,,sweden,usa,japan,china
india,,germany,india,india,germany
usa,,india,japan,usa,japan
china,,japan,germany,china,usa
india,,china,china,india,japan
sweden,,south korea,qatar,sweden,usa
china,,usa,china,china,china
qatar,,japan,sweden,qatar,france
china,,france,india,china,austria
germany,,usa,china,germany,south korea
japan,,austria,usa,japan,india
usa,,usa,usa,usa,usa
japan,,china,china,japan,china
usa,,china,usa,usa,china
china,,switzerland,india,china,kazakhstan
france,,italy,south korea,france,bermuda
austria,,usa,austria,austria,china
south korea,,bermuda,france,south korea,usa
india,,kazakhstan,china,india,hong kong
usa,,china,usa,usa,italy
china,,hong kong,japan,china,switzerland
china,,china,china,china,france
kazakhstan,,ireland,india,kazakhstan,india
bermuda,,netherlands,france,bermuda,china
china,,japan,switzerland,china,netherlands
usa,,china,italy,usa,japan
hong kong,,france,hong kong,hong kong,ireland
italy,,uk,usa,italy,uk
switzerland,,uk,china,switzerland,uk
france,,china,bermuda,france,china
india,,india,kazakhstan,india,china
china,,china,china,china,china
netherlands,,china,china,netherlands,china
japan,,spain,china,japan,canada
ireland,,china,china,ireland,spain
uk,,usa,china,uk,china
uk,,thailand,uk,uk,usa
china,,south korea,uk,china,denmark
china,,china,ireland,china,thailand
china,,canada,japan,china,south korea
china,,denmark,netherlands,china,china
canada,,usa,canada,canada,turkey
spain,,uk,hong kong,spain,hong kong
china,,japan,turkey,china,usa
usa,,turkey,china,usa,japan
denmark,,usa,south korea,denmark,uk
thailand,,hong kong,thailand,thailand,usa
south korea,,usa,denmark,south korea,usa
china,,usa,usa,china,usa
turkey,,china,china,turkey,china
hong kong,,usa,spain,hong kong,usa
usa,,usa,usa,usa,usa
japan,,germany,japan,japan,japan
uk,,singapore,usa,uk,brazil
usa,,germany,usa,usa,luxembourg
usa,,japan,china,usa,germany
usa,,saudi arabia,usa,usa,saudi arabia
china,,singapore,usa,china,germany
usa,,luxembourg,usa,usa,japan
usa,,japan,uk,usa,singapore
japan,,brazil,japan,japan,singapore
brazil,,usa,brazil,brazil,usa
luxembourg,,china,china,luxembourg,china
germany,,china,usa,germany,italy
saudi arabia,,italy,singapore,saudi arabia,israel
germany,,israel,singapore,germany,china
japan,,india,japan,japan,india
singapore,,india,germany,singapore,india
singapore,,uk,saudi arabia,singapore,usa
usa,,usa,germany,usa,uk
china,,usa,luxembourg,china,usa
italy,,usa,italy,italy,china
israel,,china,uk,israel,uk
china,,japan,china,china,usa
india,,hong kong,usa,india,japan
india,,singapore,uk,india,hong kong
usa,,uk,usa,usa,china
uk,,israel,india,uk,singapore
usa,,usa,india,usa,china
china,,china,china,china,usa
uk,,china,israel,uk,israel
usa,,usa,usa,usa,taiwan
japan,,thailand,canada,japan,canada
hong kong,,china,taiwan,hong kong,usa
china,,usa,israel,china,sweden
singapore,,sweden,usa,singapore,uk
china,,china,china,china,china
usa,,usa,singapore,usa,thailand
israel,,uk,china,israel,china
taiwan,,canada,hong kong,taiwan,usa
canada,,taiwan,japan,canada,usa
usa,,china,usa,usa,china
sweden,,uk,china,sweden,china
uk,,usa,china,uk,usa
china,,poland,usa,china,china
thailand,,china,china,thailand,indonesia
china,,argentina,usa,china,argentina
usa,,indonesia,thailand,usa,philippines
usa,,philippines,china,usa,poland
china,,china,uk,china,uk
china,,usa,sweden,china,usa
usa,,usa,usa,usa,usa
china,,china,japan,china,japan
indonesia,,usa,usa,indonesia,germany
argentina,,germany,usa,argentina,usa
philippines,,usa,uk,philippines,south korea
