,name,trade_name,address_name,postalcode,city,state,country,location_type
2346,,,,,,,,
2347,CORDUSIO SOCIETA' FIDUCIARIA PER AZIONI IN FORMA ABBREVIATO CORDUSIO FIDUCIARIA SPA,,VIA ALESSANDRO MANZONI 9,20121,MILANO,ITALY,ITALY,Headquarter
2348,SABIC INNOVATIVE PLASTICS US LLC,SABIC,2500 CITYWEST BLVD STE 100,770423038,HOUSTON,Texas(TX),UNITED STATES,Headquarter
2349,HONEYWELL SAFETY PRODUCTS INTERNATIONAL LTD.,,HONEYWELL HOUSE SKIMPED HILL LANE,              RG12 1EB,BRACKNELL,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2350,MANULI RUBBER INDUSTRIES SPA,,VIA PIETRO PALEOCAPA 7,20121,MILANO,ITALY,ITALY,Headquarter
2351,LSI CORPORATION,BROADCOM,1320 RIDDER PARK DR,951312313,SAN JOSE,California(CA),UNITED STATES,Headquarter
2352,FARFETCH UK LIMITED,FARFETCH,211c Old Street the Bower,              EC1V 9NR,LONDON,UNITED KINGDOM,UNITED KINGDOM,
2353,OW ITALY SRL,,VIA ROBERTO LEPETIT 8/10,20124,MILANO,ITALY,ITALY,Single address
2354,,,,,,,,
2355,,,,,,,,
2356,LVMH WATCH & JEWELRY ITALY SPA,,VIA ALBERICO ALBRICCI 8,20122,MILANO,ITALY,ITALY,Headquarter
2357,,,,,,,,
2358,FIS CAPITAL MARKETS UK LIMITED,,25 Canada Square,              E14 5LQ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2359,LVMH ITALIA SPA,,LARGO AUGUSTO 8,20122,MILANO,ITALY,ITALY,Headquarter
2360,,,,,,,,
2361,COYOTE LOGISTICS UK LIMITED,,Maybrook House Queens Gardens,              CT17 9AH,DOVER,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2362,AGENZIA DELLE ENTRATE,,VIA GIORGIONE 106,147,ROMA,ITALY,ITALY,Headquarter
2363,,,,,,,,
2364,ONTIME AUTOMOTIVE LIMITED,,E P S Industrial Estate Appletree Road Chipping Warden,              OX17 1LL,BANBURY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2365,FABBRICA DALLARA SRL,,VIA GUGLIELMO MARCONI 18,43040,VARANO DE' MELEGARI,ITALY,ITALY,Headquarter
2366,,,,,,,,
2367,RUSSELL HOBBS LIMITED,,Fir Street,              M35 0HS,MANCHESTER,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2368,ENGINEERING - INGEGNERIA INFORMATICA SPA,,PIAZZALE DELL'AGRICOLTURA 24,144,ROMA,ITALY,ITALY,Headquarter
2369,,,,,,,,
2370,SPECTRUM BRANDS (UK) LIMITED,RAYOVAC  GEORGE FOREMAN RUSSELL HOBBS,Regent Mill,              M35 0HS,MANCHESTER,UNITED KINGDOM,UNITED KINGDOM,
2371,CONSORZIO OPERATIVO GRUPPO MONTEPASCHI SCPA,,VIA BETTINO RICASOLI 60,53100,SIENA,ITALY,ITALY,Headquarter
2372,,,,,,,,
2373,MAVIGA LIMITED,,The Granary 1 Downs Court,              ME18 6AL,MAIDSTONE,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2374,CORAL SPA CENTRO OPERATIVO RISANAMENTO AMBIENTALE,,CORSO EUROPA 597,10088,VOLPIANO,ITALY,ITALY,Single address
2375,STATE STREET GLOBAL ADVISORS TRUST COMPANY,,1 IRON ST,22101641,BOSTON,Massachusetts(MA),UNITED STATES,Single address
2376,HBG LIMITED,,11-15 Seaton Place St Helier,              JE4 0QH,JERSEY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2377,IRIS CERAMICA GROUP SPA,,VIA CANALINO 16,41121,MODENA,ITALY,ITALY,Headquarter
2378,PIPER SANDLER & CO.,,800 NICOLLET MALL STE 900,554022553,MINNEAPOLIS,Minnesota(MN),UNITED STATES,Headquarter
2379,CISCO INTERNATIONAL LIMITED,CISCO,9-11 New Square Bedfont Lakes,              TW14 8HA,FELTHAM,UNITED KINGDOM,UNITED KINGDOM,
2380,BERTAGNI 1882 SPA,,LOCALITA\' CAMPAGNOLE 1,38063,AVIO (BORGHETTO ALL\'ADIGE ),ITALY,ITALY,Headquarter
2381,,,,,,,,
2382,KELTBRAY LIMITED,,St. Andrews House Portsmouth Road,              KT10 9TA,ESHER,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2383,MARSILIO ARTE SRL,,SANTA MARTA FABBRICATO 17,30123,VENEZIA,ITALY,ITALY,Headquarter
2384,ANDERSON SHAPIRO EYE SURGEONS S C,,1200 JOHN Q HAMMNS DR STE 100,537171967,MADISON,Wisconsin(WI),UNITED STATES,Headquarter
2385,KELTBRAY ENVIRONMENTAL MATERIALS MANAGEMENT LIMITED,,ST ANDREWS HOUSE PORTSMOUTH ROAD,              KT10 9TA,ESHER,UNITED KINGDOM,UNITED KINGDOM,Single address
2386,BIOFARMA SRL,,VIA CASTELLIERE 2,33036,MERETO DI TOMBA,ITALY,ITALY,Headquarter
2387,,,,,,,,
2388,KELTBRAY GROUP (HOLDINGS) LIMITED,KELTBRAY,St. Andrews House Portsmouth Road,              KT10 9TA,ESHER,UNITED KINGDOM,UNITED KINGDOM,
2389,SPAL AUTOMOTIVE SRL,,VIA CARPI 26/B,42015,CORREGGIO,ITALY,ITALY,Headquarter
2390,,,,,,,,
2391,KELTBRAY BUILT ENVIRONMENT LIMITED,KELTBRAY,ST ANDREW?S HOUSE PORTSMOUTH ROAD,              KT10 9TA,ESHER,UNITED KINGDOM,UNITED KINGDOM,
2392,MONDORA SRL SOCIETA' BENEFIT,,VIALE TUNISIA 4,20124,MILANO,ITALY,ITALY,Single address
2393,SAINT-GOBAIN PERFORMANCE PLASTICS CORPORATION,SAINT-GOBAIN,31500 SOLON RD OHIO,441393528,SOLON,Ohio(OH),UNITED STATES,Headquarter
2394,Ocorian Limited,,26 New Street St Helier,              JE2 3RA,JERSEY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2395,ALLIANZ BANK FINANCIAL ADVISORS SPA,,LARGO UGO IRNERI 1,34123,TRIESTE,ITALY,ITALY,Headquarter
2396,PETSMART LLC,PETSMART RISK MANAGEMENT,19601 N 27TH AVE,850274010,PHOENIX,Arizona(AZ),UNITED STATES,Headquarter
2397,WAVIN LIMITED,,WAVIN EDLINGTON LANE EDLINGTON,              DN12 1BY,DONCASTER,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2398,ANGELONI GROUP SRL,,VIA ABBATE TOMMASO 72 A/5,30020,QUARTO D'ALTINO,ITALY,ITALY,Headquarter
2399,,,,,,,,
2400,SUNBELT RENTALS LIMITED,,102 Dalton Avenue Birchwood,              WA3 6YE,WARRINGTON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2401,ALTESSE SRL,,VIA TORINO 61,20123,MILANO,ITALY,ITALY,Single address
2402,,,,,,,,
2403,,,,,,,,
2404,CEAM COSTRUZIONI ELETTROMECCANICHE ASCENSORI E MONTACARICHI SRL,,VIA TRATTATI COMUNITARI EUROPEI 1957 2007 57/07 9,40127,BOLOGNA,ITALY,ITALY,Headquarter
2405,,,,,,,,
2406,ASHTEAD GROUP PUBLIC LIMITED COMPANY,,100 Cheapside,              EC2V 6DT,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2407,BOLTON MANITOBA SPA,,VIA GIOVANNI BATTISTA PIRELLI 19,20124,MILANO,ITALY,ITALY,Headquarter
2408,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,,1 STATE FARM PLZ,617100001,BLOOMINGTON,Illinois(IL),UNITED STATES,Headquarter
2409,ASHTEAD FINANCING LIMITED,,100 CHEAPSIDE,              EC2V 6DT,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2410,AMAZON WEB SERVICES EMEA SARL,,VIALE MONTE GRAPPA 3/5,20124,MILANO,ITALY,ITALY,Headquarter
2411,,,,,,,,
2412,LAND FINANCE & MORTGAGE CORPORATION LIMITED(THE),,84 MARKET PLACE,              RM1 3JE,ROMFORD,UNITED KINGDOM,UNITED KINGDOM,Single address
2413,VETRALLA SRL,,PIAZZA WALTHER VON DER VOGELWEIDE 8,39100,BOLZANO (STUDIO ROEDL&PARTNER ),ITALY,ITALY,Single address
2414,,,,,,,,
2415,,,,,,,,
2416,INVIBES ITALY SRL,,VIA GIOSUE' CARDUCCI 31,20123,MILANO,ITALY,ITALY,Headquarter
2417,NP DURANGO LLC,,1505 S PAVILION CTR DR,891351403,LAS VEGAS,Nevada(NV),UNITED STATES,Single address
2418,,,,,,,,
2419,DOLCE & GABBANA SRL,,VIA CARLO GOLDONI 10,20129,MILANO,ITALY,ITALY,Headquarter
2420,,,,,,,,
2421,CARBON LINK LIMITED,C P L Activated Carbons,16 Beecham Court,              WN3 6PR,WIGAN,UNITED KINGDOM,UNITED KINGDOM,
2422,IN.PRO.DI INGHIRAMI PRODUZIONE DISTRIBUZIONE SPA,,VIA MASSIMO INGHIRAMI 1/3,52037,SANSEPOLCRO,ITALY,ITALY,Headquarter
2423,,,,,,,,
2424,GE POWER UK,ALSTOM POWER AUTOMATION AND CONTROLS (PAC),Newbold Road,              CV21 2NH,RUGBY,UNITED KINGDOM,UNITED KINGDOM,
2425,FINANZIARIA INGHIRAMI SRL,,CORSO DI PORTA ROMANA 3,20122,MILANO,ITALY,ITALY,Headquarter
2426,,,,,,,,
2427,THE AUTOMATED TECHNOLOGY GROUP LIMITED,Wood Automation And Control,Wrest Park Silsoe,              MK45 4HS,BEDFORD,UNITED KINGDOM,UNITED KINGDOM,
2428,FIS SG ITALIA SRL,,VIA AMEDEI 15,20123,MILANO,ITALY,ITALY,Single address
2429,,,,,,,,
2430,HILCO CAPITAL LIMITED,,80 New Bond Street,              W1S 1SB,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2431,GRAPE HOSPITALITY ROME VATICAN SRL,,VIA LUIGI RIZZO 20,136,ROMA,ITALY,ITALY,Single address
2432,,,,,,,,
2433,EISL UK LTD,,Old Anglo House Mitton Street,              DY13 9AQ,STOURPORT-ON-SEVERN,UNITED KINGDOM,UNITED KINGDOM,Single address
2434,POLI COSTRUZIONE MATERIALI TRAZIONE SRL,,VIA FONTANELLA 11,26010,CAMISANO,ITALY,ITALY,Headquarter
2435,,,,,,,,
2436,TOKIO MARINE KILN INSURANCE LIMITED,,20 Fenchurch Street,              EC3M 3BY,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2437,ZIGNAGO VETRO SPA,,VIALE ITA MARZOTTO 8,30025,FOSSALTA DI PORTOGRUARO,ITALY,ITALY,Headquarter
2438,,,,,,,,
2439,TENECOM LIMITED,,BIRCHIN COURT 20 BIRCHIN LANE,              EC3V 9DU,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2440,BANCO BPM SPA,,PIAZZA NOGARA 2,37121,VERONA,ITALY,ITALY,Headquarter
2441,,,,,,,,
2442,BPP INTERNATIONAL LIMITED,,Aldine House 142 144 Uxbridge Road,              W12 8AA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2443,D LINK MEDITERRANEO SRL,,VIA NEGROLI 35,20133,MILANO,ITALY,ITALY,Headquarter
2444,TREK BICYCLE CORPORATION,,801 W MADISON ST,535941379,WATERLOO,Wisconsin(WI),UNITED STATES,Headquarter
2445,BPP HOLDINGS LIMITED,,Aldine House 142-144 Uxbridge Road,              W12 8AA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2446,POLITECNICO DI TORINO,,CORSO DUCA DEGLI ABRUZZI 24,10129,TORINO,ITALY,ITALY,Headquarter
2447,,,,,,,,
2448,NEXT RETAIL LIMITED,Aubin,Desford Road Enderby,              LE19 4AT,LEICESTER,UNITED KINGDOM,UNITED KINGDOM,
2449,SERIOPLAST GLOBAL SERVICES SPA,,VIA COMONTE 15,24068,SERIATE,ITALY,ITALY,Headquarter
2450,,,,,,,,
2451,RENISHAW P L C,,New Mills,              GL12 8JR,WOTTON-UNDER-EDGE,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2452,RAYBAN AIR,,FRAZIONE VALCOZZENA 10,32021,AGORDO,ITALY,ITALY,Headquarter
2453,ADVENTIST HEALTH SYSTEM SUNBELT HEALTHCARE CORPORATION,ADVENTHEALTH,900 HOPE WAY,327141502,ALTAMONTE SPRINGS,Florida(FL),UNITED STATES,Headquarter
2454,,,,,,,,
2455,TOTAL SOLUTION INTERIORS SRL,,VIA SPLUGA 52,22063,CANTU',ITALY,ITALY,Headquarter
2456,,,,,,,,
2457,SCIENCE GROUP PLC,,Harston Mill Harston,              CB22 7GG,CAMBRIDGE,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2458,SPT SRL,,VIA MONTEVEGLIO 61,40053,VALSAMOGGIA (BAZZANO ),ITALY,ITALY,Headquarter
2459,CELANESE HOLDINGS LLC,,1601 LYNDON B JOHNSON FWY,752346512,DALLAS,Texas(TX),UNITED STATES,Headquarter
2460,ANSYS UK LIMITED,,97 Jubilee Avenue Milton,              OX14 4RW,ABINGDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2461,FATER SPA,ACE,VIA MARE ADRIATICO 122,65010,SPOLTORE,ITALY,ITALY,
2462,CELANESE INTERNATIONAL CORPORATION,,222 LAS COLINAS BLVD W STE 900N,750395467,IRVING,Texas(TX),UNITED STATES,Single address
2463,,,,,,,,
2464,FINE FOOD GROUP SPA,,VIA BIAGIO PETROCELLI 228,173,ROMA,ITALY,ITALY,Headquarter
2465,CELANESE LTD.,,222 W LAS COLINAS BLVD STE 900N,750395467,IRVING,Texas(TX),UNITED STATES,Headquarter
2466,SKI FRANCE PREMIUM CHALETS LIMITED,,48 Bathurst Mews,              W2 2SB,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
2467,MEDIOCREDITO CENTRALE BANCA DEL MEZZOGIORNO SPA,,VIALE AMERICA 351,144,ROMA,ITALY,ITALY,Headquarter
2468,CELANESE CORPORATION,,222 W LAS COLINAS BLVD STE 900N,750395467,IRVING,Texas(TX),UNITED STATES,Headquarter
2469,CLOSERSTILL CLOUD EXPO EUROPE FRANCE LIMITED,,EXHIBITION HOUSE ADDISON BRIDGE PLACE,              W14 8XP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
2470,DIGITALGO SPA,,PIAZZALE KONRAD ADENAUER 3,144,ROMA,ITALY,ITALY,Headquarter
2471,UNITED SPECIALTY INSURANCE COMPANY,,1900 L DON DODSON DRIVE,760218222,BEDFORD,Texas(TX),UNITED STATES,Single address
2472,FUJIKURA EUROPE LIMITED,,C51 Barwell Business Park Leatherhead Road,              KT9 2NY,CHESSINGTON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2473,PENGO SPA,,VIA ANTONIO PIGAFETTA 3,36061,BASSANO DEL GRAPPA,ITALY,ITALY,Headquarter
2474,LAZARD ASSET MANAGEMENT LLC,,30 ROCKEFELLER PLZ 57TH FLOOR,101120015,NEW YORK,New York(NY),UNITED STATES,Headquarter
2475,PROVIDENT PERSONAL CREDIT LIMITED,GLO,1 Godwin Street,              BD1 2SU,BRADFORD,UNITED KINGDOM,UNITED KINGDOM,
2476,FINPENGO SPA,,VIA DEL BASTION 49 INT 4,36061,BASSANO DEL GRAPPA,ITALY,ITALY,Headquarter
2477,,,,,,,,
2478,PAYS SERVICES UK LIMITED,,Floor 27 25 Canada Square,              E14 5LQ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2479,MONDOFFICE SRL,,VIA PER GATTINARA 17,13851,CASTELLETTO CERVO,ITALY,ITALY,Headquarter
2480,,,,,,,,
2481,SOLAR CENTURY HOLDINGS LIMITED,,90 Union Street,              SE1 0NW,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2482,EDIZIONI CONDE' NAST SPA,,PIAZZALE LUIGI CADORNA 5,20123,MILANO,ITALY,ITALY,Headquarter
2483,,,,,,,,
2484,ASSOCIATED PRESS LIMITED(THE),,The Interchange Oval Road,              NW1 7DZ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2485,RHENUS LOGISTICS SPA,,VIA DELLE AZALEE 6,20090,BUCCINASCO,ITALY,ITALY,Headquarter
2486,,,,,,,,
2487,,,,,,,,
2488,BOSTON TAPES SPA,,STRADA PROVINCIALE CELLOLE PIEDIMONTE SN,81037,SESSA AURUNCA,ITALY,ITALY,Headquarter
2489,,,,,,,,
2490,KENNEDYS LAW LLP,Kennedys,25 Fenchurch Avenue,              EC3M 5AD,LONDON,UNITED KINGDOM,UNITED KINGDOM,
2491,DB CARGO ITALY SRL,,VIA GIOVANNI SPADOLINI 12,20026,NOVATE MILANESE,ITALY,ITALY,Headquarter
2492,,,,,,,,
2493,AIRBUS DEFENCE AND SPACE LIMITED,,GUNNELS WOOD ROAD,              SG1 2AS,STEVENAGE,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2494,BTICINO SPA,,VIALE LUIGI BORRI 231,21100,VARESE (BIZZOZZERO ),ITALY,ITALY,Headquarter
2495,,,,,,,,
2496,THALES ALENIA SPACE UK LIMITED,,350 Longwater Avenue Green Park,              RG2 6GF,READING,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2497,FIERA MILANO CONGRESSI SPA,,PIAZZALE CARLO MAGNO 1,20149,MILANO,ITALY,ITALY,Headquarter
2498,HQ GLOBAL WORKPLACES LLC,,200 CONTINENTAL DR STE 401,197134337,NEWARK,Delaware(DE),UNITED STATES,Single address
2499,UK SPACE AGENCY,,Polaris House North Star Avenue,              SN2 1SZ,SWINDON,UNITED KINGDOM,UNITED KINGDOM,Single address
2500,ENTE AUTONOMO FIERA INTERNAZIONALE DI MILANO,FIERA DI MILANO,LARGO DOMODOSSOLA 1,20145,MILANO,ITALY,ITALY,
2501,,,,,,,,
2502,25 MOORGATE LIMITED,Smith & Williamson,45 Gresham Street,              EC2V 7BG,LONDON,UNITED KINGDOM,UNITED KINGDOM,
2503,ASICS ITALIA SRL,,VIA FRATELLI CEIRANO 3/A,12100,CUNEO,ITALY,ITALY,Headquarter
2504,ORGENESIS MARYLAND INC,,20271 GOLDENROD LN,208764064,GERMANTOWN,Maryland(MD),UNITED STATES,Headquarter
2505,TRAFIGURA LIMITED,,14 St. George Street,              W1S 1FE,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2506,H.M.C. ITALIA SRL,,VIA ROBERTO BRACCO 6,20159,MILANO,ITALY,ITALY,Single address
2507,,,,,,,,
2508,QBE UNDERWRITING LIMITED,,Plantation Place 30 Fenchurch Street,              EC3M 3BD,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2509,CHUBB EUROPEAN GROUP SE,,VIA FABIO FILZI 29,20124,MILANO,ITALY,ITALY,Headquarter
2510,LINDE GAS & EQUIPMENT INC.,,10 RIVERVIEW DR,68106268,DANBURY,Connecticut(CT),UNITED STATES,Headquarter
2511,,,,,,,,
2512,BOMBARDIER TRANSPORTATION ITALY SPA,,VIA CERCHIARA 125,131,ROMA,ITALY,ITALY,Headquarter
2513,MACQUARIE INC.,MACQUIRE GROUP LIMITED,125 W 55TH ST,100195369,NEW YORK,New York(NY),UNITED STATES,Headquarter
2514,INSPIRED GAMING (UK) LIMITED,INSPIRED,First Floor 107 Station Street,              DE14 1SZ,BURTON-ON-TRENT,UNITED KINGDOM,UNITED KINGDOM,
2515,LA INTERNATIONAL COOPERATION SRL,,VIA DOMENICO CIMAROSA 4,20144,MILANO,ITALY,ITALY,Headquarter
2516,BROOKFIELD OFFICE PROPERTIES INC,,250 VESEY ST FL 11,102811065,NEW YORK,New York(NY),UNITED STATES,Headquarter
2517,DOWDING AND MILLS LIMITED,,Camp Hill,              B12 0JJ,BIRMINGHAM,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2518,OCTORATE SRL,,VIA FILIPPO CARUSO 23,173,ROMA,ITALY,ITALY,Single address
2519,,,,,,,,
2520,CENTURA FOODS LIMITED,,BRIDGE ROAD LONG SUTTON,              PE12 9EQ,SPALDING,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2521,EL.EN. SPA,,VIA BALDANZESE 17,50041,CALENZANO,ITALY,ITALY,Headquarter
2522,,,,,,,,
2523,HOTEL CO 51 UK LIMITED,,804-834 Bath Road,              TW5 9UH,HOUNSLOW,UNITED KINGDOM,UNITED KINGDOM,Single address
2524,HANON SYSTEMS ITALIA BENEVENTO SRL,,LOC. OLIVOLA VIA E. FERRARI SNC,82100,BENEVENTO,ITALY,ITALY,Single address
2525,,,,,,,,
2526,,,,,,,,
2527,YOROI SRL,,PIAZZA SALLUSTIO 9,187,ROMA,ITALY,ITALY,Headquarter
2528,,,,,,,,
2529,ASCOT INSURANCE SERVICES LIMITED,,20 Fenchurch Street,              EC3M 3BY,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
2530,ALBEA COSMETICS ITALY SRL,,VIALE INDUSTRIA 69,24040,BOTTANUCO,ITALY,ITALY,Headquarter
2531,,,,,,,,
2532,ASCOT INSURANCE HOLDINGS LIMITED,,20 Fenchurch Street,              EC3M 3BY,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
2533,ALBEA TUBES ITALY SRL,,STRADA STATALE PER ALESSANDRIA 9/A,15057,TORTONA,ITALY,ITALY,Headquarter
2534,,,,,,,,
2535,,,,,,,,
2536,TEKSID SPA,,VIA UMBERTO II 5,10022,CARMAGNOLA,ITALY,ITALY,Headquarter
2537,,,,,,,,
2538,SOLSTAD OFFSHORE UK LIMITED,,The Exchange 62 Market Street,              AB11 5PJ,ABERDEEN,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2539,ALSA SRL,,VIA DELL'ARCOVEGGIO 74,40129,BOLOGNA,ITALY,ITALY,Headquarter
2540,,,,,,,,
2541,MTCE LIMITED,,20 Fison Way,              IP24 1HJ,THETFORD,UNITED KINGDOM,UNITED KINGDOM,Single address
2542,A.I.A. AGRICOLA ITALIANA ALIMENTARE SPA,AEQUILIBRIUM,VIA VALPANTENA 18/G,37142,VERONA (QUINTO ),ITALY,ITALY,
2543,VIANT TECHNOLOGY LLC,,2722 MICHELSON DR STE 100,926128905,IRVINE,California(CA),UNITED STATES,Headquarter
2544,DEALAB GROUP LIMITED,,4385,              CF14 8LH,CARDIFF,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2545,KT - KINETICS TECHNOLOGY SPA,,VIALE CASTELLO DELLA MAGLIANA 27,148,ROMA,ITALY,ITALY,Headquarter
2546,,,,,,,,
2547,DEALAB CAPITAL MANAGEMENT LIMITED,,4385,              CF14 8LH,CARDIFF,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2548,TECNIMONT SPA,,VIA GAETANO DE CASTILLIA 6/A,20124,MILANO,ITALY,ITALY,Headquarter
2549,,,,,,,,
2550,BUREAU VERITAS UK LIMITED,,Fort Dunlop Suite 206 Fort Parkway,              B24 9FD,BIRMINGHAM,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2551,MAIRE TECNIMONT SPA,,VIA GAETANO DE CASTILLIA 6/A,20124,MILANO,ITALY,ITALY,Headquarter
2552,,,,,,,,
2553,CLARION EVENTS GROUP LIMITED,,Bedford House 69-79 Fulham High Street,              SW6 3JW,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2554,PAYBYPHONE ITALIA SRL,,VIA CANTON 11,37055,RONCO ALL'ADIGE,ITALY,ITALY,Single address
2555,,,,,,,,
2556,PRIDE TOPCO LIMITED,,10th Floor 123 Victoria Street,              SW1E 6DE,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
2557,VIARO SRL,,VIALE VICENZA 14,36063,MAROSTICA,ITALY,ITALY,Headquarter
2558,INFOPRO DIGITAL USA LLC,,55 BROAD ST,100042511,NEW YORK,New York(NY),UNITED STATES,Headquarter
2559,HAVAS MEDIA LIMITED,,The Hkx Building 3 Pancras Square,              N1C 4AG,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
2560,HOLDING 504 SRL,,PIAZZA GIOVANNI BOVIO 8,80133,NAPOLI,ITALY,ITALY,Single address
2561,,,,,,,,
2562,,,,,,,,
2563,PI-VI RICAMBI SRL,,VIA GIOVANNI GENTILE 7,20157,MILANO,ITALY,ITALY,Headquarter
2564,,,,,,,,
2565,SKYBRIDGE GROUP LIMITED,Havas,3 Pancras Square,              N1C 4AG,LONDON,UNITED KINGDOM,UNITED KINGDOM,
2566,GRUPPO VILLA MARIA SPA,,VIA GARIBALDI 11,48022,LUGO,ITALY,ITALY,Headquarter
2567,,,,,,,,
2568,HAVAS HELIA LIMITED,,3 Pancras Square,              N1C 4AG,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2569,VENTIS SRL,,VIA MARECCHIESE 275/C,47922,RIMINI,ITALY,ITALY,Headquarter
2570,,,,,,,,
2571,HAVAS PEOPLE LIMITED,,The Hkx Building 3 Pancras Square,              N1C 4AG,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2572,IF-IDEE EDITORIALI FELTRINELLI SRL,,VIA TUCIDIDE 56,20134,MILANO,ITALY,ITALY,Headquarter
2573,,,,,,,,
2574,HAVAS STUDIOS UK LIMITED,,HAVAS HOUSE HERMITAGE COURT HERMITAGE LANE,              ME16 9NT,MAIDSTONE,UNITED KINGDOM,UNITED KINGDOM,Single address
2575,LIBRERIE FELTRINELLI SRL,,VIA TUCIDIDE 56,20134,MILANO,ITALY,ITALY,Headquarter
2576,,,,,,,,
2577,,,,,,,,
2578,THAI AIRWAYS INTERNATIONAL PUBLIC COMPANY LIMITED,,VIA BARBERINI 50,187,ROMA,ITALY,ITALY,Headquarter
2579,TK ELEVATOR AMERICAS CORPORATION,,788 CIRCLE 75 PKWY SE STE 500,303394454,ATLANTA,Georgia(GA),UNITED STATES,Headquarter
2580,TRISTAN CAPITAL PARTNERS ASSET MANAGEMENT LIMITED,,BERKELEY SQUARE HOUSE 8TH FLOOR BERKELEY SQUARE,              W1J 6DB,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2581,ENI INTERNATIONAL RESOURCES LIMITED,,VIA SAN SALVATORE SALVO 1,20097,SAN DONATO MILANESE,ITALY,ITALY,Headquarter
2582,,,,,,,,
2583,,,,,,,,
2584,CHEBANCA! SPA,,VIALE LUIGI BODIO 37,20158,MILANO,ITALY,ITALY,Headquarter
2585,,,,,,,,
2586,VODAFONE LIMITED,,Vodafone House The Connection,              RG14 2FN,NEWBURY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2587,MAW MEN AT WORK AGENZIA PER IL LAVORO SPA,,VIA PIETRO NENNI 18,25124,BRESCIA,ITALY,ITALY,Headquarter
2588,,,,,,,,
2589,VODAFONE CORPORATE LIMITED,,Vodafone House The Connection,              RG14 2FN,NEWBURY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
2590,INDUSTRIE DE NORA SPA,,VIA LEONARDO BISTOLFI 35,20134,MILANO,ITALY,ITALY,Headquarter
2591,,,,,,,,
2592,,,,,,,,
2593,DE NORA WATER TECHNOLOGIES ITALY SRL,,VIA LEONARDO BISTOLFI 35,20134,MILANO,ITALY,ITALY,Headquarter
2594,USI INSURANCE SERVICES LLC,NATIONWIDE,100 SUMMIT LAKE DR 400,105951362,VALHALLA,New York(NY),UNITED STATES,Headquarter
2595,SITA INFORMATION NETWORKING COMPUTING UK LIMITED,SITA,1 London Gate 252-254 Blyth Road,              UB3 1HA,HAYES,UNITED KINGDOM,UNITED KINGDOM,
2596,AEROPORTI DI ROMA SPA,,VIA PIERPAOLO RACCHETTI 1,54,FIUMICINO,ITALY,ITALY,Headquarter
2597,USI SERVICE CORPORATION,USI INSURANCE SERVICES,100 SUMMIT LAKE DR STE 400,105951362,VALHALLA,New York(NY),UNITED STATES,Headquarter
