,INDEX,URL,Name,Trade Name,Address Name,Postalcode,City,State,Country,Location type
1879,1880,https://www.info-clipper.com/en/company/united-kingdom/rochling-industrial-limited.gbd4wcwv1.html,RÃƒâ€“CHLING INDUSTRIAL (UK) LIMITED,,BOWDEN HEY ROAD CHAPEL-EN-LE-FRITH,              SK23 0QZ,HIGH PEAK,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1880,1881,https://www.info-clipper.com/en/company/italy/freud-spa.itd73i2ce.html,FREUD SPA,,VIA REMIGIO SOLARI 7,33050,PAVIA DI UDINE,ITALY,ITALY,Headquarter
1881,1882,https://www.info-clipper.com/en/company/united-states/bitrode-corporation.usd1bkqub.html,BITRODE CORPORATION,,9787 GREEN PARK INDUSTRIAL DR,631237259,SAINT LOUIS,Missouri(MO),UNITED STATES,Headquarter
1882,1883,https://www.info-clipper.com/en/company/united-kingdom/gs-verde-communications-limited.gbd3pj85o.html,GS VERDE COMMUNICATIONS LIMITED,,The Maltings East Tyndall Street,              CF24 5EZ,CARDIFF,UNITED KINGDOM,UNITED KINGDOM,Single address
1883,1884,https://www.info-clipper.com/en/company/italy/lego-spa.itd8i7iat.html,LEGO SPA,,VIA GIOACHINO ROSSINI 1/A,20045,LAINATE,ITALY,ITALY,Single address
1884,1885,https://www.info-clipper.com/en/company/united-states/ebsco-industries-inc.usd20skg.html,"EBSCO INDUSTRIES, INC.",EBSCO INFORMATION SERVICES,5724 HWY 280 EAST,352426818,BIRMINGHAM,Alabama(AL),UNITED STATES,Headquarter
1885,1886,https://www.info-clipper.com/en/company/united-kingdom/clyde-union-limited.gbd3mpjzb.html,CLYDE UNION LIMITED,SPXFLOW,149 Newlands Road,              G44 4EX,GLASGOW,UNITED KINGDOM,UNITED KINGDOM,
1886,1887,https://www.info-clipper.com/en/company/italy/fin-01-spa.itd773pjw.html,FIN 01 SPA,,PIAZZA GALEAZZO ALESSI 1,16128,GENOVA,ITALY,ITALY,Headquarter
1887,1888,https://www.info-clipper.com/en/company/united-states/hpd-llc.usd2imy9m.html,"HPD, LLC",,23563 W MAIN ST RTE 126,605447660,PLAINFIELD,Illinois(IL),UNITED STATES,Single address
1888,1889,https://www.info-clipper.com/en/company/united-kingdom/spx-flow-europe-limited.gbd3krfkd.html,SPX FLOW EUROPE LIMITED,,Ocean House Towers Business Park Wilmslow Road,              M20 2LY,MANCHESTER,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1889,1890,https://www.info-clipper.com/en/company/italy/tim-retail-srl.itdaf6rlg.html,TIM RETAIL SRL,,VIA NIZZA 262/72,10126,TORINO,ITALY,ITALY,Headquarter
1890,1891,https://www.info-clipper.com/en/company/united-states/nippon-steel-trading-americas-inc.usd5pojl.html,"NIPPON STEEL TRADING AMERICAS, INC.",,200 N MARTINGALE RD STE 801,601732040,SCHAUMBURG,Illinois(IL),UNITED STATES,Headquarter
1891,1892,https://www.info-clipper.com/en/company/united-kingdom/urban-outfitters-uk-limited.gbd3i0fo3.html,URBAN OUTFITTERS UK LIMITED,URBAN OUTFITTERS,1 Finsbury Circus,              EC2M 7SH,LONDON,UNITED KINGDOM,UNITED KINGDOM,
1892,1893,https://www.info-clipper.com/en/company/italy/telecontact-center-spa.itd5lt951.html,TELECONTACT CENTER SPA,,CENTRO DIREZIONALE ISOLA F 7 0SNC,80143,NAPOLI,ITALY,ITALY,Headquarter
1893,1894,https://www.info-clipper.com/en/company/united-states/cultech-inc.usdu0f26.html,CULTECH INC.,,3500 HADLEY RD,70801152,SOUTH PLAINFIELD,New Jersey(NJ),UNITED STATES,Single address
1894,1895,https://www.info-clipper.com/en/company/united-kingdom/praxisifm-group-limited.gbd3lv7ot.html,PRAXISIFM GROUP LIMITED,,"Sarnia House, Le Truchot St Peter Port",              GY1 4NA,GUERNSEY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1895,1896,https://www.info-clipper.com/en/company/italy/olivetti-spa-societa-benefit.itd738h6h.html,OLIVETTI SPA SOCIETA' BENEFIT,,STRADA MONTE NAVALE 2/C,10015,IVREA,ITALY,ITALY,Headquarter
1896,1897,https://www.info-clipper.com/en/company/united-states/complexcare-solutions-llc.usdk1ast.html,"COMPLEXCARE SOLUTIONS, LLC",,55 BROAD ST FL 21,100042541,NEW YORK,New York(NY),UNITED STATES,Headquarter
1897,1898,https://www.info-clipper.com/en/company/united-kingdom/aflex-hose-limited.gbd3iypj6.html,AFLEX HOSE LIMITED,,Spring Bank Industrial Estate Watson Mill Lane,              HX6 3BW,SOWERBY BRIDGE,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1898,1899,https://www.info-clipper.com/en/company/italy/zim-italia-srl.itdaf2dsk.html,ZIM ITALIA SRL,,VIA ANGELO SCARSELLINI 119 TORRE B 119,16149,GENOVA,ITALY,ITALY,Headquarter
1899,1900,https://www.info-clipper.com/en/company/united-states/aspentech-corporation.usdr3iun.html,ASPENTECH CORPORATION,,20 CROSBY DR,17301402,BEDFORD,Massachusetts(MA),UNITED STATES,Headquarter
1900,1901,https://www.info-clipper.com/en/company/united-kingdom/lucozade-ribena-suntory-limited.gbd3mp2ic.html,LUCOZADE RIBENA SUNTORY LIMITED,,2 Longwalk Road Stockley Park Stockley Park,              UB11 1BA,UXBRIDGE,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1901,1902,https://www.info-clipper.com/en/company/italy/datasensing-srl.itd79dvfq.html,DATASENSING SRL,,STRADA SANTA CATERINA 235,41122,MODENA,ITALY,ITALY,Headquarter
1902,1903,https://www.info-clipper.com/en/company/united-states/cec-educational-services-llc.usdfx9a4d.html,"CEC EDUCATIONAL SERVICES, LLC",CAREER EDUCATION,231 N MARTINGALE RD STE 100,601732007,SCHAUMBURG,Illinois(IL),UNITED STATES,Single address
1903,1904,https://www.info-clipper.com/en/company/united-kingdom/hanover-communications-international-limited.gbd3wa1d6.html,HANOVER COMMUNICATIONS INTERNATIONAL LIMITED,,Verulam Gardens 70 Gray's Inn Road,              WC1X 8BT,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1904,1905,https://www.info-clipper.com/en/company/italy/renner-italia-spa.itde66mq9.html,RENNER ITALIA SPA,,VIA RONCHI INFERIORE 34,40061,MINERBIO,ITALY,ITALY,Headquarter
1905,1906,https://www.info-clipper.com/en/company/united-states/godaddycom-llc.usdg06ngv.html,"GODADDY.COM, LLC",,2150 E WARNER RD,852843401,TEMPE,Arizona(AZ),UNITED STATES,Headquarter
1906,1907,https://www.info-clipper.com/en/company/united-kingdom/ntl-limited.gbd3tm1v7.html,NTL (B) LIMITED,,Caxton Way Watford Business Pk,              WD18 8UA,WATFORD,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1907,1908,https://www.info-clipper.com/en/company/italy/sicc-srl.itd739f16.html,S.I.C.C. SRL,,VIALE PORTA PO 91,45100,ROVIGO,ITALY,ITALY,Single address
1908,1909,https://www.info-clipper.com/en/company/united-states/godaddy-inc.usd1bagko.html,GODADDY INC.,,2155 E GODADDY WAY,85284,TEMPE,Arizona(AZ),UNITED STATES,Headquarter
1909,1910,https://www.info-clipper.com/en/company/united-kingdom/synamedia-limited.gbd845jw6.html,SYNAMEDIA LIMITED,,1 London Road,              TW18 4EX,STAINES-UPON-THAMES,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1910,1911,https://www.info-clipper.com/en/company/italy/sicce-italia-srl.itd768dbv.html,SICCE ITALIA SRL,,VIA VITTORIO EMANUELE ORLANDO 115,36100,VICENZA,ITALY,ITALY,Headquarter
1911,1912,https://www.info-clipper.com/en/company/united-states/godaddy-msh-inc.usdxl2p8.html,GODADDY MSH INC.,,14455 N HAYDEN RD,852606947,SCOTTSDALE,Arizona(AZ),UNITED STATES,Single address
1912,1913,https://www.info-clipper.com/en/company/united-kingdom/evraz-plc.gbd3lh2zc.html,EVRAZ PLC,,2 PORTMAN STREET,              W1H 6DU,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1913,1914,https://www.info-clipper.com/en/company/italy/trafik-spa.itd736rnk.html,TRAFIK SPA,,VIA EMILIA 7,29010,PONTENURE,ITALY,ITALY,Single address
1914,1915,https://www.info-clipper.com/en/company/united-states/delaware-capital-holdings-inc.usd37zoo7.html,"DELAWARE CAPITAL HOLDINGS, INC.",,501 SILVERSIDE RD STE 5,198091375,WILMINGTON,Delaware(DE),UNITED STATES,Headquarter
1915,1916,https://www.info-clipper.com/en/company/united-kingdom/activum-sg-feeder-fund-iii-l-p.gbd3ogtrl.html,ACTIVUM SG FEEDER FUND III L P,,"ORDNANCE HOUSE 31 PIER ROAD, ST HELIER",              JE4 8PW,JERSEY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1916,1917,https://www.info-clipper.com/en/company/italy/fata-spa.itd9cg0dq.html,FATA SPA,FATA HUNTER Division of FATA SpA,STRADA STATALE 24,10044,PIANEZZA,ITALY,ITALY,
1917,1918,https://www.info-clipper.com/en/company/united-states/ashly-audio-inc.usd17v24q.html,"ASHLY AUDIO, INC.",,847 HOLT RD,145809193,WEBSTER,New York(NY),UNITED STATES,Single address
1918,1919,https://www.info-clipper.com/en/company/united-kingdom/wine-lister-limited.gbd3mxljj.html,WINE LISTER LIMITED,,Douglas Houghton House 231 Vauxhall Bridge Road,              SW1V 1AD,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
1919,1920,https://www.info-clipper.com/en/company/italy/roger-vivier-spa.itd76mv7r.html,ROGER VIVIER SPA,,VIA FILIPPO DELLA VALLE 1,63811,SANT'ELPIDIO A MARE,ITALY,ITALY,Headquarter
1920,1921,https://www.info-clipper.com/en/company/united-states/genpact-process-solutions-llc.usd9yrfv2.html,GENPACT PROCESS SOLUTIONS LLC,,42 OLD RIDGEBURY RD STE 1,68105247,DANBURY,Connecticut(CT),UNITED STATES,Headquarter
1921,1922,https://www.info-clipper.com/en/company/united-kingdom/bought-by-many-ltd.gbd3qlgtu.html,BOUGHT BY MANY LTD,,1-10 Summers Street,              EC1R 5BD,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
1922,1923,https://www.info-clipper.com/en/company/italy/one-underwriting-srl.itd76yb6v.html,ONE UNDERWRITING SRL,,VIA DELLA CHIUSA 15,20123,MILANO,ITALY,ITALY,Headquarter
1923,1924,https://www.info-clipper.com/en/company/united-states/merz-north-america-inc.usd29mts9.html,"MERZ NORTH AMERICA, INC.",,6501 SIX FORKS RD,276156515,RALEIGH,North Carolina(NC),UNITED STATES,Headquarter
1924,1925,https://www.info-clipper.com/en/company/united-kingdom/baker-baker-products-uk-limited.gbd4t94uq.html,BAKER & BAKER PRODUCTS UK LIMITED,CSM BAKERY SOLUTIONS,Stadium Road,              CH62 3NU,WIRRAL,UNITED KINGDOM,UNITED KINGDOM,
1925,1926,https://www.info-clipper.com/en/company/italy/kiko-spa.itd8i1c06.html,KIKO SPA,,VIA GIORGIO E GUIDO PAGLIA 1/D,24122,BERGAMO,ITALY,ITALY,Headquarter
1926,1927,https://www.info-clipper.com/en/company/united-states/bank-leumi-usa.usdwgulk.html,BANK LEUMI USA,,579 5TH AVE FL 5,100171917,NEW YORK,New York(NY),UNITED STATES,Single address
1927,1928,https://www.info-clipper.com/en/company/united-kingdom/chime-communications-limited.gbd4wkn0w.html,CHIME COMMUNICATIONS LIMITED,CSM,Po Box 70693 10a Greencoat Place,              SW1P 9ZP,LONDON,UNITED KINGDOM,UNITED KINGDOM,
1928,1929,https://www.info-clipper.com/en/company/italy/centro-dell-anziano-srl.itd7cjb8j.html,CENTRO DELL' ANZIANO SRL,RSA VILLA CENACOLO,PIAZZA SAN VITO 3/33,20823,LENTATE SUL SEVESO,ITALY,ITALY,
1929,1930,https://www.info-clipper.com/en/company/united-states/chapter-4-corp.usdfbiyoy.html,CHAPTER 4 CORP.,SUPREME,62 KING ST STE 3,100144807,NEW YORK,New York(NY),UNITED STATES,Headquarter
1930,1931,https://www.info-clipper.com/en/company/united-kingdom/csm-sport-and-entertainment-international-limited.gbd3m6lo0.html,CSM SPORT AND ENTERTAINMENT INTERNATIONAL LIMITED,,Po Box 70693 10a Greencoat Place,              SW1P 9ZP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1931,1932,https://www.info-clipper.com/en/company/italy/pernod-ricard-italia-spa.itd735r16.html,PERNOD RICARD ITALIA SPA,,VIA GAETANO DE CASTILLIA 23,20124,MILANO,ITALY,ITALY,Headquarter
1932,1933,https://www.info-clipper.com/en/company/united-states/linode-limited-liability-company.usd383yqm.html,LINODE LIMITED LIABILITY COMPANY,,249 ARCH ST,191061915,PHILADELPHIA,Pennsylvania(PA),UNITED STATES,Single address
1933,1934,https://www.info-clipper.com/en/company/united-kingdom/bridon-international-ltd.gbd3ivwvl.html,BRIDON INTERNATIONAL LTD.,,"Icon Firstpoint, Balby Carr Bank",              DN4 5JQ,DONCASTER,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1934,1935,https://www.info-clipper.com/en/company/italy/marcegaglia-holding-spa.itd77iqby.html,MARCEGAGLIA HOLDING SPA,,VIA BRESCIANI 16,46040,GAZOLDO DEGLI IPPOLITI,ITALY,ITALY,Headquarter
1935,1936,https://www.info-clipper.com/en/company/united-states/simcorp-usa-inc.usd1u689h.html,SIMCORP USA INC.,,ONE STATE STREET PLAZA 1 STATE ST 29TH FL,100041561,NEW YORK,New York(NY),UNITED STATES,Headquarter
1936,1937,https://www.info-clipper.com/en/company/united-kingdom/howden-joinery-properties-limited.gbd5rj62r.html,HOWDEN JOINERY PROPERTIES LIMITED,HOWDENS,"Unit 6 Ionic Business Park, Birmingham New Road Ionic Park",              DY1 4SR,DUDLEY,UNITED KINGDOM,UNITED KINGDOM,
1937,1938,https://www.info-clipper.com/en/company/italy/marcegaglia-steel-spa.itd77izb8.html,MARCEGAGLIA STEEL SPA,,VIA BRESCIANI 16,46040,GAZOLDO DEGLI IPPOLITI,ITALY,ITALY,Headquarter
1938,1939,https://www.info-clipper.com/en/company/united-states/associated-industries-insurance-company-inc.usd2n9ilm.html,ASSOCIATED INDUSTRIES INSURANCE COMPANY INC,,901 NW 51ST ST,334314412,BOCA RATON,Florida(FL),UNITED STATES,Single address
1939,1940,https://www.info-clipper.com/en/company/united-kingdom/costain-limited.gbd3hapja.html,COSTAIN LIMITED,,Costain House Vanwall Road,              SL6 4UB,MAIDENHEAD,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1940,1941,https://www.info-clipper.com/en/company/italy/marcegaglia-specialties-spa.itd77i63y.html,MARCEGAGLIA SPECIALTIES SPA,,VIA BRESCIANI 16,46040,GAZOLDO DEGLI IPPOLITI,ITALY,ITALY,Headquarter
1941,1942,https://www.info-clipper.com/en/company/united-states/general-electric-international-operations-company-inc.usdfnyqvj.html,"GENERAL ELECTRIC INTERNATIONAL OPERATIONS COMPANY, INC.",,191 ROSA PARKS ST,452022573,CINCINNATI,Ohio(OH),UNITED STATES,Headquarter
1942,1943,https://www.info-clipper.com/en/company/united-kingdom/costain-group-plc.gbd3hxt1o.html,COSTAIN GROUP PLC,,Costain House Vanwall Road,              SL6 4UB,MAIDENHEAD,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1943,1944,https://www.info-clipper.com/en/company/italy/harman-becker-automotive-systems-italy-srl.itd74y7xy.html,HARMAN BECKER AUTOMOTIVE SYSTEMS ITALY SRL,,VIA GIUSEPPE BARETTI 3,20122,MILANO,ITALY,ITALY,Headquarter
1944,1945,https://www.info-clipper.com/en/company/united-states/bp-alternative-energy-north-america-inc.usdd4rxbd.html,BP ALTERNATIVE ENERGY NORTH AMERICA INC.,,700 LOUISIANA ST STE 3300,770022823,HOUSTON,Texas(TX),UNITED STATES,Headquarter
1945,1946,https://www.info-clipper.com/en/company/united-kingdom/aberdeen-corporate-services-limited.gbdc87sev.html,ABERDEEN CORPORATE SERVICES LIMITED,,1 George Street,              EH2 2LL,EDINBURGH,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1946,1947,https://www.info-clipper.com/en/company/italy/alva-spa.itd739jpu.html,ALVA SPA,,VIA EMILIA 428/442,40064,OZZANO DELL'EMILIA (C/O IMA  SPA ),ITALY,ITALY,Headquarter
1947,1948,https://www.info-clipper.com/en/company/united-states/shell-energy-north-america-lp.usddunxpo.html,"SHELL ENERGY NORTH AMERICA (US), L.P.",,1000 MAIN ST,770026336,HOUSTON,Texas(TX),UNITED STATES,Headquarter
1948,1949,https://www.info-clipper.com/en/company/united-kingdom/wood-group-uk-limited.gbd5rsuy0.html,WOOD GROUP UK LIMITED,,15 JUSTICE MILL LANE,              AB11 6EQ,ABERDEEN,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1949,1950,https://www.info-clipper.com/en/company/italy/riello-spa.itdafc2ja.html,RIELLO SPA,,VIA INGEGNER PILADE RIELLO 7,37045,LEGNAGO,ITALY,ITALY,Headquarter
1950,1951,https://www.info-clipper.com/en/company/united-states/nielsen-consumer-llc.usdzu0ms.html,NIELSEN CONSUMER LLC,,200 W JACKSON BLVD STE 2600,606066943,CHICAGO,Illinois(IL),UNITED STATES,Headquarter
1951,1952,https://www.info-clipper.com/en/company/united-kingdom/asco-uk-limited.gbd3kgtg7.html,ASCO UK LIMITED,,"Unit A 11 Harvest Avenue D2 Business Park, Dyce",              AB21 0BQ,ABERDEEN,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1952,1953,https://www.info-clipper.com/en/company/italy/rps-spa.itdattv1j.html,RPS SPA,RIELLO,VIALE EUROPA 7,37045,LEGNAGO,ITALY,ITALY,
1953,1954,https://www.info-clipper.com/en/company/united-states/martin-retail-group-llc.usddn824k.html,"MARTIN RETAIL GROUP, LLC",,2801 UNIVERSITY BLVD STE 200,352332860,BIRMINGHAM,Alabama(AL),UNITED STATES,Headquarter
1954,1955,https://www.info-clipper.com/en/company/united-kingdom/abrdn-plc.gbd5qjeu8.html,ABRDN PLC,,Standard Life House 30 Lothian Road,              EH1 2DH,EDINBURGH,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1955,1956,https://www.info-clipper.com/en/company/italy/witors-spa.itd793ri1.html,WITOR'S SPA,,VIA LEVATA 2,26010,CORTE DE' FRATI (ASPICE ),ITALY,ITALY,Headquarter
1956,1957,https://www.info-clipper.com/en/company/united-states/new-balance-athletics-inc.usdz24p7.html,"NEW BALANCE ATHLETICS, INC.",,100 GUEST ST,21352088,BOSTON,Massachusetts(MA),UNITED STATES,Headquarter
1957,1958,https://www.info-clipper.com/en/company/united-kingdom/standard-life-assurance-limited.gbd5qjeug.html,STANDARD LIFE ASSURANCE LIMITED,,Standard Life House 30 Lothian Road,              EH1 2DH,EDINBURGH,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1958,1959,https://www.info-clipper.com/en/company/italy/italpizza-spa.itd5lid7b.html,ITALPIZZA SPA,,STRADA GHERBELLA 454/A,41126,MODENA (SAN DONNINO ),ITALY,ITALY,Headquarter
1959,1960,https://www.info-clipper.com/en/company/united-states/saucony-inc.usdmdpp.html,"SAUCONY, INC.",HYDE ATHLETIC INDUSTRIES,500 TOTTEN POND RD STE 1,24511927,WALTHAM,Massachusetts(MA),UNITED STATES,Headquarter
1960,1961,https://www.info-clipper.com/en/company/united-kingdom/abrdn-investment-management-limited.gbd8cpa6i.html,ABRDN INVESTMENT MANAGEMENT LIMITED,,Investment House 1 George Street,              EH2 2LL,EDINBURGH,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1961,1962,https://www.info-clipper.com/en/company/italy/rinaldone-srl.itd79t2wd.html,RINALDONE SRL,,VIA GUIDO D'AREZZO 15,20145,MILANO,ITALY,ITALY,Single address
1962,1963,https://www.info-clipper.com/en/company/united-states/magna-powertrain-usa-inc.usd2qm2vj.html,"MAGNA POWERTRAIN USA, INC.",,1870 TECHNOLOGY DR,480834232,TROY,Michigan(MI),UNITED STATES,Headquarter
1963,1964,https://www.info-clipper.com/en/company/united-kingdom/abrdn-private-equity-limited.gbd3w41wt.html,ABRDN PRIVATE EQUITY (EUROPE) LIMITED,Aberdeen Standard Investments,Investment House 1 George Street,              EH2 2LL,EDINBURGH,UNITED KINGDOM,UNITED KINGDOM,
1964,1965,https://www.info-clipper.com/en/company/italy/itnet-srl.itd7eh9l8.html,ITNET SRL,,VIA DEL BOSCO RINNOVATO 8,20057,"ASSAGO (MILANOFIORI NORD, PALAZZO U4 )",ITALY,ITALY,Headquarter
1965,1966,https://www.info-clipper.com/en/company/united-states/texas-united-corporation.usduw6df.html,TEXAS UNITED CORPORATION,,4800 SAN FELIPE,770563908,HOUSTON,Texas(TX),UNITED STATES,Headquarter
1966,1967,https://www.info-clipper.com/en/company/united-kingdom/abrdn-european-logistics-income-plc.gbd3p1dj5.html,ABRDN EUROPEAN LOGISTICS INCOME PLC,,Bow Bells House 1 Bread Street,              EC4M 9HH,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1967,1968,https://www.info-clipper.com/en/company/italy/cadlog-group-srl.itd5lg4wc.html,CADLOG GROUP SRL,,VIA DERNA 26,20132,MILANO,ITALY,ITALY,Headquarter
1968,1969,https://www.info-clipper.com/en/company/united-states/aac-technologies-holdings-inc.usd1ecico.html,AAC TECHNOLOGIES HOLDINGS INC,,20380 TOWN CENTER LANE,950143210,CUPERTINO,California(CA),UNITED STATES,Headquarter
1969,1970,https://www.info-clipper.com/en/company/united-kingdom/creditsafe-business-solutions-limited.gbd3xylcz.html,CREDITSAFE BUSINESS SOLUTIONS LIMITED,,"Unit 3 A Bryn House, 3 Caerphilly Business Park",              CF83 3GR,CAERPHILLY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1970,1971,https://www.info-clipper.com/en/company/italy/bitron-industrie-spa.itdaeoqj7.html,BITRON INDUSTRIE SPA,,STRADA DEL PORTONE 95,10095,GRUGLIASCO,ITALY,ITALY,Headquarter
1971,1972,https://www.info-clipper.com/en/company/united-states/forest-river-inc.usddvf3ql.html,"FOREST RIVER, INC.",,900 CO RD 1 N,465148992,ELKHART,Indiana(IN),UNITED STATES,Headquarter
1972,1973,https://www.info-clipper.com/en/company/united-kingdom/blatchford-limited.gbd3klzj7.html,BLATCHFORD LIMITED,,Unit D Bond Close,              RG24 8PZ,BASINGSTOKE,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1973,1974,https://www.info-clipper.com/en/company/italy/solidus-bidco-spa.itd7b4div.html,SOLIDUS BIDCO SPA,,VIA ALESSANDRO MANZONI 38,20121,MILANO,ITALY,ITALY,Headquarter
1974,1975,https://www.info-clipper.com/en/company/united-states/semiconductor-components-industries-llc.usdqa9v6.html,"SEMICONDUCTOR COMPONENTS INDUSTRIES, LLC",,5005 E MCDOWELL RD,850084229,PHOENIX,Arizona(AZ),UNITED STATES,Headquarter
1975,1976,https://www.info-clipper.com/en/company/united-kingdom/blatchford-group-limited.gbd3qaa48.html,BLATCHFORD GROUP LIMITED,,28 Esplanade St Helier,              JE2 3QA,JERSEY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1976,1977,https://www.info-clipper.com/en/company/italy/mileway-italy-2021-bidco-srl.itd7bczoh.html,MILEWAY ITALY 2021 BIDCO SRL,,VIA CORDUSIO 1,20123,MILANO,ITALY,ITALY,Headquarter
1977,1978,https://www.info-clipper.com/en/company/united-states/revolut-technologies-inc.usd1ce3et.html,REVOLUT TECHNOLOGIES INC.,,33 IRVING PL,100032332,NEW YORK,New York(NY),UNITED STATES,Single address
1978,1979,https://www.info-clipper.com/en/company/united-kingdom/morgan-stanley-co-international-plc.gbd4xt3x4.html,MORGAN STANLEY & CO. INTERNATIONAL PLC,,25 Cabot Square,              E14 4QA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
