address_name,city,country,name,location_type,postalcode,state,trade_name
3810 shutterfly rd ste 900,charlotte,united states,"scentair technologies, llc",headquarter,282173071,north carolina(nc),
misbourne court rectory way,amersham,united kingdom,halma public limited company,headquarter,              hp7 0de,united kingdom,
via melette 16,milano,italy,nadella srl,single address,20128,italy,
620 crossroads blvd,cary,united states,"epic games, inc.",headquarter,275186965,north carolina(nc),
misbourne court rectory way,amersham,united kingdom,halma international limited,headquarter,              hp7 0de,united kingdom,
via melette 16,milano,italy,nadella spa,headquarter,20128,italy,
12 e 49th st fl 11,new york,united states,"spring nyc, inc.",single address,100171012,new york(ny),SPRING
pollards wood nightingales lane,chalfont st. giles,united kingdom,ge healthcare limited,headquarter,              hp8 4sp,united kingdom,
via dell'artigianato 347,villamarzana,italy,isoplus mediterranean srl,headquarter,45030,italy,
3351 michelson dr ste 100,irvine,united states,ingram micro americas inc.,headquarter,926120697,california(ca),
"sovereign house vision park chivers way, histon",cambridge,united kingdom,asymptote limited,,              cb24 9bz,united kingdom,GE Healthcare
piazza statuto c/o servetto 14,torino,italy,oralia srl,single address,10121,italy,
1780 pond run,auburn hills,united states,"dura automotive systems, llc",single address,483262752,michigan(mi),DURA
"brooklands house, marlborough road",lancing,united kingdom,esp ltd,single address,              bn15 8af,united kingdom,
via statale 20/a,cento (corporeno ),italy,apicom spa,headquarter,44042,italy,
1900 the alameda ste 400,san jose,united states,"qolsys, inc.",headquarter,951261437,california(ca),
unit g2 valiant way,wolverhampton,united kingdom,era home security limited,,              wv9 5gb,united kingdom,ERA
via statale 20,cento (corporeno ),italy,apicom service srl,single address,44042,italy,
2635 n berkeley lake rd nw,duluth,united states,"duravit usa, inc.",single address,300963096,georgia(ga),
1-9 brook street academy place,brentwood,united kingdom,intertek testing services holdings limited.,headquarter,              cm14 5nq,united kingdom,
via cernaia 8/10,milano,italy,amundi real estate italia societa' di gestione del risparmio spa,,20121,italy,PIONEER INVESTMENT MANAGEMENT SGR SPA
460 w 50 n ste 500,salt lake city,united states,"salty dot, inc.",single address,841011025,utah(ut),
22 bishopsgate,london,united kingdom,verisk analytics limited,headquarter,              ec2n 4bq,united kingdom,
via san paolo 7,milano,italy,savills investment management societa' di gestione del risparmio spa,,20121,italy,SAVILLS INVESTMENT MANAGEMENT SGR
510 atlantic ave,boston,united states,intercontinental boston,single address,22102210,massachusetts(ma),
16 st. james's street,london,united kingdom,eisler capital (uk) ltd,headquarter,              sw1a 1er,united kingdom,
piazza lina bo bardi 3,milano,italy,bnp paribas investment partners societa' di gestione del risparmi o spa in forma abbreviato bnp par,single address,20124,italy,
731 lexington ave,new york,united states,bloomberg l.p.,headquarter,100221331,new york(ny),
16 st james's street,london,united kingdom,eisler capital (ts) ltd,single address,              sw1a 1er,united kingdom,
via san giuseppe cottolengo 15,milano,italy,mediolanum farmaceutici spa,headquarter,20143,italy,
452 5th ave fl 25,new york,united states,lombard odier asset management (usa) corp,single address,100182777,new york(ny),
16 st james's street,london,united kingdom,eisler capital (hc) ltd,single address,              sw1a 1er,united kingdom,
via francesco sforza 3,"basiglio (milano 3, palazzo meucci )",italy,banca mediolanum spa,headquarter,20080,italy,
141 s highland ave,pittsburgh,united states,numo llc,single address,152063932,pennsylvania(pa),
great marlings butterfield,luton,united kingdom,eaton electric limited,headquarter,              lu2 8dl,united kingdom,
strada paravera 16,aosta,italy,cogne acciai speciali spa,headquarter,11100,italy,
60 wall st lbby 1,new york,united states,deutsche bank u.s financial markets holding corp,headquarter,100052858,new york(ny),DEUTSCHE BANK A G
20 greenhill crescent,watford,united kingdom,eaton electrical systems limited,single address,              wd18 8ja,united kingdom,
via enrico stendhal 36,milano,italy,levitas spa,single address,20144,italy,
200 somerset corporate blvd ste 7000,bridgewater,united states,"messer north america, inc.",headquarter,88072882,new jersey(nj),
"abbey park southampton road, titchfield",fareham,united kingdom,eaton limited,headquarter,              po14 4qa,united kingdom,
via val d'aosta 4,poggibonsi (fosci ),italy,s.e.a. societa' europea autocaravan spa,headquarter,53036,italy,
4850 l b mcleod rd,orlando,united states,"suddath relocation systems of orlando, inc",single address,328116410,florida(fl),UNITED VAN LINES
"rockingham house wentworth park industrial estate, wentworth way, tankersley",barnsley,united kingdom,company shop limited,headquarter,              s75 3dh,united kingdom,
strada 3 palazzo b3,assago (milanofiori ),italy,fbh spa,headquarter,20090,italy,
410 terry ave n,seattle,united states,"amazon.com.ca, inc.",single address,981095210,washington(wa),AMAZON
"8th floor finwell house, 26 finsbury square",london,united kingdom,virtusa uk limited,,              ec2a 1ds,united kingdom,Virtusa
via casalino 5/h,bergamo,italy,geostock societe' par actions semplifiee,single address,24121,italy,
440 terry ave n,seattle,united states,amazon corporate llc,single address,981095210,washington(wa),
exchequer court 33 st. mary axe,london,united kingdom,qualis u.k. limited,headquarter,              ec3a 8aa,united kingdom,
via portico 17,orio al serio,italy,rotork instruments italy srl,single address,24050,italy,
410 terry ave n,seattle,united states,"amazon.com.dedc, llc",single address,981095210,washington(wa),AMAZON
2nd floor 117 jermyn street,london,united kingdom,ithaca energy developments uk limited,headquarter,              sw1y 6hh,united kingdom,
via nettunense,aprilia,italy,catalent italy spa,headquarter,4011,italy,
410 terry ave n,seattle,united states,amazon corporate llc,single address,981095210,washington(wa),
"building 2 chiswick park, 566 chiswick high road",london,united kingdom,play sports network limited,single address,              w4 5yb,united kingdom,
via nettunense km. 20 100,aprilia (presso catalent italy spa ),italy,catalent italy holding srl,headquarter,4011,italy,
515 westlake ave n,seattle,united states,amazon,single address,981095191,washington(wa),
12 throgmorton avenue,london,united kingdom,blackrock uk holdco 2 limited,single address,              ec2n 2dl,united kingdom,
strada provinciale 12 casilina  41,anagni (fontana del ceraso ),italy,catalent anagni srl,single address,3012,italy,
9 w 57th st,new york,united states,"sculptor capital management, inc.",headquarter,100192701,new york(ny),
"second floor salisbury house, london wall",london,united kingdom,international power ltd.,headquarter,              ec2m 5sq,united kingdom,
viale luigi cadorna 56/a,legnano,italy,tamini trasformatori srl,headquarter,20025,italy,
3535 travis st ste 300,dallas,united states,"austin industries, inc.",headquarter,752041444,texas(tx),
4 elstree way,borehamwood,united kingdom,jrl plant and logistics limited,single address,              wd6 1rn,united kingdom,
via dante alighieri 5,trieste,italy,fratelli cosulich spa,headquarter,34122,italy,
105 corporate center blvd,greensboro,united states,"vf services, llc",headquarter,274083194,north carolina(nc),V F
southport road scarisbrick,ormskirk,united kingdom,northburn oils ltd,single address,              l40 9rq,united kingdom,
regione catena rossa 18,piobesi d'alba,italy,onnivan srl,single address,12040,italy,
200 exelon way,kennett square,united states,"constellation energy generation, llc",headquarter,193482442,pennsylvania(pa),
one edmund street eleven,birmingham,united kingdom,gateley omega limited,single address,              b3 2hj,united kingdom,
corso riddone 88,corneliano d'alba,italy,onnicar srl,headquarter,12040,italy,
1551 wewatta st,denver,united states,"vf outdoor, llc",headquarter,802026173,colorado(co),
"4th floor, nova south 160 victoria street",london,united kingdom,vitol services limited,,              sw1e 5lb,united kingdom,VITOL
via john fitzgerald kennedy 3,rodano (millepini ),italy,ceva freight italy srl,headquarter,20053,italy,
1551 wewatta st,denver,united states,v.f. corporation,headquarter,802026173,colorado(co),
11-15 seaton place st helier,jersey,united kingdom,vitol investment partnership ii limited,headquarter,              je4 0qh,united kingdom,
via germano gasparini 8,gualtieri (santa vittoria ),italy,embassy freight services spa,headquarter,42044,italy,
1177 avenue of the americas,new york,united states,tradeweb llc,single address,100362714,new york(ny),
"6th floor portland house, bressenden place",london,united kingdom,kelkoo.com (uk) limited,,              sw1e 5bh,united kingdom,Kelkoo.Com
via di francia 76/r,genova,italy,bcube connect srl,headquarter,16149,italy,
3207 grey hawk ct,carlsbad,united states,"3e company environmental, ecological and engineering",headquarter,920106662,california(ca),
5 canada square,london,united kingdom,thomson reuters (professional) uk limited,,              e14 5aq,united kingdom,THOMSON REUTERS
via modena 18,ciserano (zingonia ),italy,regal beloit italy spa,headquarter,24040,italy,
550 carnegie st,manteca,united states,eco.logic brands inc.,headquarter,953376141,california(ca),
five canada square canary wharf,london,united kingdom,thomson reuters group limited,,              e14 5aq,united kingdom,THOMSON REUTERS
via benedetto da foiano 14,firenze,italy,la villa spa,,50125,italy,RSA BOTTICELLI
30 west 21st st 14th fl,new york,united states,"reaktor, inc.",single address,100107026,new york(ny),
greater london house hampstead road,london,united kingdom,asos.com limited,headquarter,              nw1 2jp,united kingdom,
via giovanni amendola 46,roma,italy,arsenale express spa,single address,185,italy,
412 mount kemble ave ste 200s,morristown,united states,"arxada, llc",headquarter,79606666,new jersey(nj),
greater london house hampstead road,london,united kingdom,asos plc,,              nw1 7fb,united kingdom,As Seen On Screen
via luigi bernardo salvoni 60,piacenza (quarto ),italy,telema spa,headquarter,29122,italy,
2200 mission college blvd,santa clara,united states,intel corporation,headquarter,950541549,california(ca),
4 beacon way,hull,united kingdom,den hartogh dry bulk logistics limited,headquarter,              hu3 4ae,united kingdom,
via luigi bernardo salvoni 60,piacenza,italy,telema holding srl,headquarter,29122,italy,
1001 louisiana st,houston,united states,el paso holdco llc,headquarter,770025089,texas(tx),
olympus park gloucester technical centre quedgeley,gloucester,united kingdom,arrk product development group limited,headquarter,              gl2 4nf,united kingdom,
via ambrogio bergognone 38,milano,italy,giorgio armani spa,,20144,italy,ARMANI
one cb&i plz 2103 research forest dr,the woodlands,united states,cbi holdco two inc.,headquarter,773802612,texas(tx),
governors house 5 laurence pountney hill,london,united kingdom,m&g investment management limited,headquarter,              ec4r 0hh,united kingdom,
via ambrogio bergognone 38,milano,italy,giorgio armani retail srl,headquarter,20144,italy,
10201 s main st,houston,united states,"mattress holdco, inc.",headquarter,770255229,texas(tx),
25 farringdon street,london,united kingdom,kldiscovery limited,headquarter,              ec4a 4ab,united kingdom,
piazzale biancamano 8,milano,italy,axway srl,headquarter,20121,italy,
75 fountain st,providence,united states,"virgin pulse, inc.",headquarter,29020050,rhode island(ri),
quilter house portland terrace,southampton,united kingdom,quilter life & pensions limited,,              so14 7ej,united kingdom,Quilter
via livorno 60,torino,italy,carl international s.a.,single address,10144,italy,
