,index,address_name,city,country,name,location_type,postalcode,state,trade_name
2385,2385,st andrews house portsmouth road,esher,united kingdom,keltbray environmental materials management limited,single address,              kt10 9ta,united kingdom,
2386,2386,via castelliere 2,mereto di tomba,italy,biofarma srl,headquarter,33036,italy,
2387,2387,50 fremont st ste 300,san francisco,united states,"mulesoft, inc.",single address,941052231,california(ca),
2388,2388,st. andrews house portsmouth road,esher,united kingdom,keltbray group (holdings) limited,,              kt10 9ta,united kingdom,KELTBRAY
2389,2389,via carpi 26/b,correggio,italy,spal automotive srl,headquarter,42015,italy,
2390,2390,415 mission st,san francisco,united states,"mulesoft, llc",single address,941052533,california(ca),
2391,2391,st andrew?s house portsmouth road,esher,united kingdom,keltbray built environment limited,,              kt10 9ta,united kingdom,KELTBRAY
2392,2392,viale tunisia 4,milano,italy,mondora srl societa' benefit,single address,20124,italy,
2393,2393,31500 solon rd ohio,solon,united states,saint-gobain performance plastics corporation,headquarter,441393528,ohio(oh),SAINT-GOBAIN
2394,2394,26 new street st helier,jersey,united kingdom,ocorian limited,headquarter,              je2 3ra,united kingdom,
2395,2395,largo ugo irneri 1,trieste,italy,allianz bank financial advisors spa,headquarter,34123,italy,
2396,2396,19601 n 27th ave,phoenix,united states,petsmart llc,headquarter,850274010,arizona(az),PETSMART RISK MANAGEMENT
2397,2397,wavin edlington lane edlington,doncaster,united kingdom,wavin limited,headquarter,              dn12 1by,united kingdom,
2398,2398,via abbate tommaso 72 a/5,quarto d'altino,italy,angeloni group srl,headquarter,30020,italy,
2399,2399,2040 n lincoln st,burbank,united states,"california ram, inc.",single address,915043333,california(ca),REYNOLDS ADVANCED MATERIALS
2400,2400,102 dalton avenue birchwood,warrington,united kingdom,sunbelt rentals limited,headquarter,              wa3 6ye,united kingdom,
2401,2401,via torino 61,milano,italy,altesse srl,single address,20123,italy,
2402,2402,13530 dulles technology dr ste 500,herndon,united states,"constellis holdings, llc",headquarter,201714642,virginia(va),
2403,2403,"ashtead house discovery drive, arnhall business park",westhill,united kingdom,ashtead technology limited,headquarter,              ab32 6fg,united kingdom,
2404,2404,via trattati comunitari europei 1957 2007 57/07 9,bologna,italy,ceam costruzioni elettromeccaniche ascensori e montacarichi srl,headquarter,40127,italy,
2405,2405,13530 dulles technology dr ste 500,herndon,united states,"constellis, llc",headquarter,201714642,virginia(va),
2406,2406,100 cheapside,london,united kingdom,ashtead group public limited company,headquarter,              ec2v 6dt,united kingdom,
2407,2407,via giovanni battista pirelli 19,milano,italy,bolton manitoba spa,headquarter,20124,italy,
2408,2408,1 state farm plz,bloomington,united states,state farm mutual automobile insurance company,headquarter,617100001,illinois(il),
2409,2409,100 cheapside,london,united kingdom,ashtead financing limited,headquarter,              ec2v 6dt,united kingdom,
2410,2410,viale monte grappa 3/5,milano,italy,amazon web services emea sarl,headquarter,20124,italy,
2411,2411,7919 st andrews ave,san diego,united states,"performance plastics, inc.",single address,921548224,california(ca),
2412,2412,84 market place,romford,united kingdom,land finance & mortgage corporation limited(the),single address,              rm1 3je,united kingdom,
2413,2413,piazza walther von der vogelweide 8,bolzano (studio roedl&partner ),italy,vetralla srl,single address,39100,italy,
2414,2414,600 s airport rd,mansfield,united states,"gorman-rupp company, the",headquarter,449037831,ohio(oh),
2415,2415,"unit 32 deluxe house, perivale park horsenden lane south, perivale",greenford,united kingdom,deluxe media europe ltd,headquarter,              ub6 7rh,united kingdom,
2416,2416,via giosue' carducci 31,milano,italy,invibes italy srl,headquarter,20123,italy,
2417,2417,1505 s pavilion ctr dr,las vegas,united states,np durango llc,single address,891351403,nevada(nv),
2418,2418,"purton treatment works riddle street, purton",berkeley,united kingdom,purton carbons limited,single address,              gl13 9hn,united kingdom,
2419,2419,via carlo goldoni 10,milano,italy,dolce & gabbana srl,headquarter,20129,italy,
2420,2420,1056 s governors ave,dover,united states,"developmental disabilities services, delaware division of",headquarter,199046920,delaware(de),
2421,2421,16 beecham court,wigan,united kingdom,carbon link limited,,              wn3 6pr,united kingdom,C P L Activated Carbons
2422,2422,via massimo inghirami 1/3,sansepolcro,italy,in.pro.di inghirami produzione distribuzione spa,headquarter,52037,italy,
2423,2423,47 discovery ste 250,irvine,united states,"pro-pipe, inc.",headquarter,926183206,california(ca),
2424,2424,newbold road,rugby,united kingdom,ge power uk,,              cv21 2nh,united kingdom,ALSTOM POWER AUTOMATION AND CONTROLS (PAC)
2425,2425,corso di porta romana 3,milano,italy,finanziaria inghirami srl,headquarter,20122,italy,
2426,2426,6255 sunset blvd ste 19,los angeles,united states,"national research group, inc.",single address,900287420,california(ca),
2427,2427,wrest park silsoe,bedford,united kingdom,the automated technology group limited,,              mk45 4hs,united kingdom,Wood Automation And Control
2428,2428,via amedei 15,milano,italy,fis sg italia srl,single address,20123,italy,
2429,2429,2650 mccormick dr,clearwater,united states,"amerilife group, llc",headquarter,337591005,florida(fl),
2430,2430,80 new bond street,london,united kingdom,hilco capital limited,headquarter,              w1s 1sb,united kingdom,
2431,2431,via luigi rizzo 20,roma,italy,grape hospitality rome vatican srl,single address,136,italy,
2432,2432,3200 lionshead ave ste 100,carlsbad,united states,"sound technologies, inc.",single address,920104712,california(ca),
2433,2433,old anglo house mitton street,stourport-on-severn,united kingdom,eisl uk ltd,single address,              dy13 9aq,united kingdom,
2434,2434,via fontanella 11,camisano,italy,poli costruzione materiali trazione srl,headquarter,26010,italy,
2435,2435,1716 locust st,des moines,united states,"hawkeye acquisition, inc.",headquarter,503093038,iowa(ia),MEREDITH
2436,2436,20 fenchurch street,london,united kingdom,tokio marine kiln insurance limited,headquarter,              ec3m 3by,united kingdom,
2437,2437,viale ita marzotto 8,fossalta di portogruaro,italy,zignago vetro spa,headquarter,30025,italy,
2438,2438,5885 hollis st ste 100,emeryville,united states,"amyris, inc.",headquarter,946082405,california(ca),
2439,2439,birchin court 20 birchin lane,london,united kingdom,tenecom limited,headquarter,              ec3v 9du,united kingdom,
2440,2440,piazza nogara 2,verona,italy,banco bpm spa,headquarter,37121,italy,
2441,2441,30 e broad st,columbus,united states,"administrative services, ohio department of",headquarter,432153414,ohio(oh),
2442,2442,aldine house 142 144 uxbridge road,london,united kingdom,bpp international limited,headquarter,              w12 8aa,united kingdom,
2443,2443,via negroli 35,milano,italy,d link mediterraneo srl,headquarter,20133,italy,
2444,2444,801 w madison st,waterloo,united states,trek bicycle corporation,headquarter,535941379,wisconsin(wi),
2445,2445,aldine house 142-144 uxbridge road,london,united kingdom,bpp holdings limited,headquarter,              w12 8aa,united kingdom,
2446,2446,corso duca degli abruzzi 24,torino,italy,politecnico di torino,headquarter,10129,italy,
2447,2447,579 s chipeta way,salt lake city,united states,"actavis laboratories ut, inc.",single address,841081222,utah(ut),
2448,2448,desford road enderby,leicester,united kingdom,next retail limited,,              le19 4at,united kingdom,Aubin
2449,2449,via comonte 15,seriate,italy,serioplast global services spa,headquarter,24068,italy,
2450,2450,900 hope way,altamonte springs,united states,"adventist health system/sunbelt, inc.",headquarter,327141502,florida(fl),ADVENTHEALTH
2451,2451,new mills,wotton-under-edge,united kingdom,renishaw p l c,headquarter,              gl12 8jr,united kingdom,
2452,2452,frazione valcozzena 10,agordo,italy,rayban air,headquarter,32021,italy,
2453,2453,900 hope way,altamonte springs,united states,adventist health system sunbelt healthcare corporation,headquarter,327141502,florida(fl),ADVENTHEALTH
2454,2454,"unit 5 ansty park pilot way, ansty",coventry,united kingdom,dunlop aerospace group limited,headquarter,              cv7 9ju,united kingdom,
2455,2455,via spluga 52,cantu',italy,total solution interiors srl,headquarter,22063,italy,
2456,2456,100 fairway ct,northvale,united states,"gea mechanical equipment us, inc.",headquarter,76472401,new jersey(nj),
2457,2457,harston mill harston,cambridge,united kingdom,science group plc,headquarter,              cb22 7gg,united kingdom,
2458,2458,via monteveglio 61,valsamoggia (bazzano ),italy,spt srl,headquarter,40053,italy,
2459,2459,1601 lyndon b johnson fwy,dallas,united states,celanese holdings llc,headquarter,752346512,texas(tx),
2460,2460,97 jubilee avenue milton,abingdon,united kingdom,ansys uk limited,headquarter,              ox14 4rw,united kingdom,
2461,2461,via mare adriatico 122,spoltore,italy,fater spa,,65010,italy,ACE
2462,2462,222 las colinas blvd w ste 900n,irving,united states,celanese international corporation,single address,750395467,texas(tx),
2463,2463,"top floor linkline house, 65 church road",hove,united kingdom,ski france limited,headquarter,              bn3 6bd,united kingdom,
2464,2464,via biagio petrocelli 228,roma,italy,fine food group spa,headquarter,173,italy,
2465,2465,222 w las colinas blvd ste 900n,irving,united states,celanese ltd.,headquarter,750395467,texas(tx),
2466,2466,48 bathurst mews,london,united kingdom,ski france premium chalets limited,single address,              w2 2sb,united kingdom,
2467,2467,viale america 351,roma,italy,mediocredito centrale banca del mezzogiorno spa,headquarter,144,italy,
2468,2468,222 w las colinas blvd ste 900n,irving,united states,celanese corporation,headquarter,750395467,texas(tx),
2469,2469,exhibition house addison bridge place,london,united kingdom,closerstill cloud expo europe france limited,single address,              w14 8xp,united kingdom,
2470,2470,piazzale konrad adenauer 3,roma,italy,digitalgo spa,headquarter,144,italy,
2471,2471,1900 l don dodson drive,bedford,united states,united specialty insurance company,single address,760218222,texas(tx),
2472,2472,c51 barwell business park leatherhead road,chessington,united kingdom,fujikura europe limited,headquarter,              kt9 2ny,united kingdom,
2473,2473,via antonio pigafetta 3,bassano del grappa,italy,pengo spa,headquarter,36061,italy,
2474,2474,30 rockefeller plz 57th floor,new york,united states,lazard asset management llc,headquarter,101120015,new york(ny),
2475,2475,1 godwin street,bradford,united kingdom,provident personal credit limited,,              bd1 2su,united kingdom,GLO
2476,2476,via del bastion 49 int 4,bassano del grappa,italy,finpengo spa,headquarter,36061,italy,
2477,2477,1441 e 17th st rank_a,santa ana,united states,"hull & company, inc.",single address,927058505,california(ca),
2478,2478,floor 27 25 canada square,london,united kingdom,pays services uk limited,headquarter,              e14 5lq,united kingdom,
2479,2479,via per gattinara 17,castelletto cervo,italy,mondoffice srl,headquarter,13851,italy,
2480,2480,14805 49th st n,clearwater,united states,"new nautical coatings, inc.",headquarter,337622809,florida(fl),
2481,2481,90 union street,london,united kingdom,solar century holdings limited,headquarter,              se1 0nw,united kingdom,
2482,2482,piazzale luigi cadorna 5,milano,italy,edizioni conde' nast spa,headquarter,20123,italy,
2483,2483,354 oyster point blvd,south san francisco,united states,"stripe, inc.",headquarter,940801912,california(ca),
2484,2484,the interchange oval road,london,united kingdom,associated press limited(the),headquarter,              nw1 7dz,united kingdom,
2485,2485,via delle azalee 6,buccinasco,italy,rhenus logistics spa,headquarter,20090,italy,
2486,2486,354 oyster point blvd,south san francisco,united states,"stripe heavy industries, inc.",headquarter,940801912,california(ca),STRIPE
2487,2487,"unit 4 ebbsfleet business park, northfleet",gravesend,united kingdom,bouygues energies & services,single address,              da11 9dz,united kingdom,
2488,2488,strada provinciale cellole piedimonte sn,sessa aurunca,italy,boston tapes spa,headquarter,81037,italy,
2489,2489,1 liberty plz fl 8,new york,united states,"insider, inc.",headquarter,100061431,new york(ny),
2490,2490,25 fenchurch avenue,london,united kingdom,kennedys law llp,,              ec3m 5ad,united kingdom,Kennedys
2491,2491,via giovanni spadolini 12,novate milanese,italy,db cargo italy srl,headquarter,20026,italy,
2492,2492,401 k st,san diego,united states,"lho san diego one lessee, inc.",single address,921016929,california(ca),
2493,2493,gunnels wood road,stevenage,united kingdom,airbus defence and space limited,headquarter,              sg1 2as,united kingdom,
2494,2494,viale luigi borri 231,varese (bizzozzero ),italy,bticino spa,headquarter,21100,italy,
