,index,address,headquarters,industry,market_cap,name,number_of_employees,revenue,telephone,website
3348,3348,"no.52 wusi street, xining, qinghai, 810001",china,metals and mining,doll_4.0 b,western mining co ltd,"5,851",doll_6.0 b,86 971 6108188,www.westmining.com
3349,3349,"tobelbader strasse 30, premstaetten, unterpremstaetten, 8141",austria,technology and communications,doll_2.7 b,ams ag,"23,000",doll_6.0 b,43 3136 5000,www.ams.com
3350,3350,"1-9-2, marunouchi, chiyoda, tokyo, 1006606",japan,chemicals,0,showa denko materials co ltd,"22,989",doll_6.0 b,81 3 55337000,www.hitachi-chem.co.jp
3351,3351,"1-5-1, kiba, koto-ku, tokyo, 135-8512",japan,industrial goods and machinery,doll_2.2 b,fujikura ltd,"52,434",doll_6.0 b,81 3 56061030,www.fujikura.co.jp
3352,3352,"naver green factory, 6, buljeong-ro, bundang-gu, seongnam, 13561",south korea,technology and communications,doll_25.9 b,naver corp,"2,397",doll_6.0 b,82 2 15883830,www.navercorp.com
3353,3353,"5-36-11, shimbashi, minato-ku, tokyo, 105-8685",japan,automotive,doll_2.7 b,the yokohama rubber co ltd,"27,222",doll_6.0 b,81 3 54004582,www.y-yokohama.com
3354,3354,"calzada legaria no. 549 torre 2, piso 11, col. 10 de abril, mexico, d.f., 11250",mexico,metals and mining,doll_6.1 b,industrias penoles sab de cv,"16,844",doll_6.0 b,52 55 52793000,www.penoles.com.mx
3355,3355,"888 brannan st., san francisco, california, 94103",united states of america,leisure and arts,doll_64.0 b,airbnb inc,"6,132",doll_6.0 b,1 415 8005959,www.airbnb.co.in
3356,3356,"lg twin tower, 128, yeoui-daero, yeongdeungpo-gu, seoul, 07336",south korea,technology and communications,doll_10.5 b,lg corp,111,doll_6.0 b,82 2 37731114,www.lg.co.kr
3357,3357,"zone industrielle saint laurent, cs 50925, sable-sur-sarthe, 72302",france,consumer packaged goods,doll_2.1 b,societe ldc sa,"23,489",doll_6.0 b,33 2 43627000,www.ldc.fr
3358,3358,"2200 s 75th ave, phoenix, arizona, 85043-7410",united states of america,transport and logistics,doll_9.0 b,knight-swift transportation holdings inc,"27,400",doll_6.0 b,1 602 2699700,knight-swift.com
3359,3359,"810 great south road, penrose, auckland, 1061",new zealand,construction,doll_2.5 b,fletcher building ltd,"4,181",doll_6.0 b,61 3 94154083,fletcherbuilding.com
3360,3360,"no. 6 dongzhimenwai street, dongcheng district, beijing",china,energy and utilities,doll_4.5 b,cnooc energy technology & services ltd,"14,925",doll_6.0 b,86 10 84528003,cenertech.cnooc.com.cn
3361,3361,"625 westport parkway, grapevine, texas, 76051",united states of america,retailing,doll_6.3 b,gamestop corp,"12,000",doll_6.0 b,1 817 4242000,www.gamestop.com
3362,3362,"2001 theurer blvd, winona, minnesota, 55987-1500",united states of america,wholesale,doll_27.2 b,fastenal co,"19,519",doll_6.0 b,1 507 4545374,www.fastenal.com
3363,3363,"level 30, 175 liverpool street, sydney, new south wales, 2000",australia,construction,doll_5.8 b,seven group holdings ltd,"4,300",doll_6.0 b,61 287 77574,www.sevengroup.com.au
3364,3364,"no. 1, zhengtai road, zhengtai industrial park, beibaixiang town, yueqing, zhejiang, 325603",china,power,doll_10.5 b,zhejiang chint electrics co ltd,"30,391",doll_6.0 b,86 400 1177797,www.chint.net
3365,3365,"gf securities building, no.26 machang road, tianhe district, guangzhou, guangdong, 510627",china,financial services,doll_18.4 b,gf securities co ltd,"14,387",doll_6.0 b,86 20 87550265,www.gf.com.cn
3366,3366,"3-3-1, futabanosato, higashi-ku, hiroshima-shi, 732-0057",japan,retailing,doll_1.6 b,izumi co ltd,"4,399",doll_6.0 b,81 82 2643211,www.izumi.co.jp
3367,3367,"12c rue guillaume kroll, luxembourg, 1882",luxembourg,metals and mining,doll_3.1 b,aperam sa,"10,600",doll_6.0 b,352  273627144,www.aperam.com
3368,3368,"3003 tasman dr, santa clara, california, 95054",united states of america,financial services,doll_14.9 b,svb financial group,"7,743",doll_6.0 b,1 408 6547400,www.svb.com
3369,3369,"27-01 queens plaza north, long island city, new york, 11101",united states of america,transport and logistics,doll_2.7 b,jetblue airways corp,"19,868",doll_6.0 b,1 718 2867900,www.jetblue.com
3370,3370,"plot no. 1, phase – iii, rajiv gandhi infotech park, hinjewadi, pune, maharashtra, 411057",india,technology and communications,doll_12.5 b,tech mahindra ltd,"151,173",doll_6.0 b,91 20 42250000,www.techmahindra.com
3371,3371,"building a, no. 1289 yishan road, shanghai, 200233",china,pharmaceuticals and healthcare,doll_13.3 b,shanghai fosun pharmaceutical (group) co ltd,"36,279",doll_6.0 b,86 21 33987870,www.fosunpharma.com
3372,3372,"1-25, kanda nishiki-cho, chiyoda-ku, tokyo, 101-8441",japan,consumer packaged goods,doll_3.8 b,nisshin seifun group inc,"8,918",doll_6.1 b,81 3 52826666,www.nisshin.com
3373,3373,"marienstrasse 7, nuernberg, 90402",germany,industrial goods and machinery,doll_209.3 m,leoni ag,"95,905",doll_6.1 b,49 911 20230,www.leoni.com
3374,3374,"121 seaport blvd, boston, massachusetts, 02210-2050",united states of america,pharmaceuticals and healthcare,0,alexion pharmaceuticals inc,"3,837",doll_6.1 b,1 475 2302596,alexion.com
3375,3375,"1-12-15, shiba daimon, minato-ku, tokyo, 105-8585",japan,industrial goods and machinery,doll_1.6 b,nok corp,"37,613",doll_6.1 b,81 3 34324211,www.nok.co.jp
3376,3376,"mtr headquarters building, telford plaza, kowloon bay, hong kong",hong kong,transport and logistics,doll_33.5 b,mtr corp ltd,"32,077",doll_6.1 b,852  29932111,www.mtr.com.hk
3377,3377,"19f, nre tennozu bldg., 2-4-11, higashi-shinagawa, shinagawa-ku, tokyo, 140-8637",japan,transport and logistics,doll_8.9 b,japan airlines co ltd,"35,423",doll_6.1 b,81 3 54605747,www.jal.co.jp
3378,3378,"41 south high street, columbus, ohio, 43287",united states of america,financial services,doll_20.3 b,huntington bancshares inc,"19,866",doll_6.1 b,1 617 3467200,www.huntington.com
3379,3379,"400 cote-vertu road west, montreal, quebec, h4s1y9",canada,aerospace and defense,doll_4.6 b,bombardier inc,"13,400",doll_6.1 b,1 514 8619481,www.bombardier.com
3380,3380,"serco house, bartley way,16 bartley wood business prk, hook, rg279uy",united kingdom,business and consumer services,doll_2.2 b,serco group plc,"50,884",doll_6.1 b,44 1256 745900,www.serco.com
3381,3381,"kungstradgardsgatan 2, stockholm, 10670",sweden,financial services,doll_20.8 b,svenska handelsbanken ab,"10,880",doll_6.1 b,46 8 7011000,www.handelsbanken.se
3382,3382,"5455 e high st ste 111, phoenix, arizona, 85054-5464",united states of america,retailing,doll_3.3 b,sprouts farmers market inc,"31,000",doll_6.1 b,1 480 8148016,www.sprouts.com
3383,3383,"726 saint-joseph st, valcourt, quebec, j0e2l0",canada,automotive,doll_6.2 b,brp inc,"19,500",doll_6.1 b,1 450 5322211,www.brp.com
3384,3384,"one m&t plaza 5th floor, c/o corporate reporting, buffalo, new york, 14203",united states of america,financial services,doll_25.2 b,m&t bank corp,"17,115",doll_6.1 b,1 716 8425390,www.mtb.com
3385,3385,"absberggasse 47, wien, 1100",austria,construction,doll_563.8 m,porr ag,"20,181",doll_6.1 b,43 50 6260,porr-group.com
3386,3386,"4 rue de presbourg, paris, 75116",france,media,doll_3.2 b,lagardere sca,"21,591",doll_6.1 b,33 1 40691600,www.lagardere.com
3387,3387,"telkom landmark tower,  jl. jend. gatot subroto kav. 52, south jakarta, 12710",indonesia,technology and communications,0,pt telekomunikasi selular,"5,535",doll_6.1 b,62 21 5240811,www.telkomsel.com
3388,3388,"no. 72, kunming lake south road, haidian district, beijing, 100044",china,transport and logistics,doll_11.9 b,china shipbuilding industry co ltd,"33,509",doll_6.1 b,86 10 88508596,www.csicl.com.cn
3389,3389,"100-1700 75th ave w, vancouver, british columbia, v6p6g2",canada,agriculture and forestry,doll_2.0 b,canfor corp,"7,391",doll_6.1 b,1 604 6615241,www.canfor.com
3390,3390,"10706 beaver dam rd, hunt valley, maryland, 21030",united states of america,media,doll_1.3 b,sinclair broadcast group inc,"11,500",doll_6.1 b,1 410 5681500,sbgi.net
3391,3391,"2045 east innovation circle, tempe, arizona, 85284",united states of america,technology and communications,doll_7.3 b,amkor technology inc,"30,400",doll_6.1 b,1 480 8215000,www.amkor.com
3392,3392,"miguel de cervantes saavedra no. 255, col. ampliacion granada, mexico, d.f., 11529",mexico,construction,doll_11.0 b,grupo carso sa de cv,"93,686",doll_6.1 b,52 55 52498900,www.carso.com.mx
3393,3393,"3-6-4, hon-machi, chuo-ku, osaka-shi, 541-0053",japan,energy and utilities,doll_2.5 b,iwatani corp,"10,163",doll_6.1 b,81 6 76373131,www.iwatani.co.jp
3394,3394,"3400 cumberland boulevard se, atlanta, georgia, 30339",united states of america,business and consumer services,0,hd supply inc,"11,500",doll_6.1 b,1 770 8529000,www.hdsupply.com
3395,3395,"4900 e dublin granville rd, columbus, ohio, 43081-7651",united states of america,retailing,doll_495.2 m,big lots inc,"10,500",doll_6.2 b,1 614 2786800,www.biglots.com
3396,3396,"menara bca, grand jalan mh thamrin no. 1, jakarta pusat, 10310",indonesia,financial services,doll_66.8 b,pt bank central asia tbk,"24,955",doll_6.2 b,62 21 23588000,www.bca.co.id
3397,3397,"6-1-55, uehon-machi, tennoji-ku, osaka-shi, 543-8585",japan,transport and logistics,doll_6.2 b,kintetsu group holdings co ltd,"26,605",doll_6.2 b,81 6 67753465,www.kintetsu-g-hd.co.jp
3398,3398,"nakanoshima festival tower, 2-3-18, nakanoshima, kita-ku, osaka-shi, 530-8288",japan,chemicals,doll_1.7 b,kaneka corp,"11,335",doll_6.2 b,81 6 62265050,www.kaneka.co.jp
3399,3399,"nishi-shimbashi square, 1-3-1, nishi shimbashi, minato-ku, tokyo, 105-8676",japan,consumer packaged goods,doll_1.3 b,nissui corp,"9,662",doll_6.2 b,81 3 62067000,www.nissui.co.jp
3400,3400,"19300 international blvd, seattle, washington, 98188",united states of america,transport and logistics,doll_6.3 b,alaska air group inc,"20,550",doll_6.2 b,1 206 3925040,investor.alaskaair.com
3401,3401,"no. 1 of gangcheng avenue, economic dvlpmnt zn,chngsh dist, chongqing, 401258",china,metals and mining,doll_2.0 b,chongqing iron & steel co ltd,"6,734",doll_6.2 b,86 23 68873311,www.cqgt.cn
3402,3402,"powerlong tower, no.1399 xinzhen road, minhang district, shanghai, 201101",china,construction,doll_874.1 m,powerlong real estate holdings ltd,"11,450",doll_6.2 b,86 21 51759999,www.powerlong.com
3403,3403,"20f, tower c, star city, beijing, 100015",china,media,doll_1.9 b,bluefocus communication group co ltd,"2,885",doll_6.2 b,86 10 56478871,www.bluefocusgroup.com
3404,3404,"two reston overlook, 12021 sunset hills road, virginia, 20190",united states of america,technology and communications,doll_6.7 b,caci international inc,"22,000",doll_6.2 b,1 703 8417800,www.caci.com
3405,3405,"wilhelminakade 123, rotterdam, 3072ap",netherlands,technology and communications,doll_13.1 b,koninklijke kpn nv,"9,699",doll_6.2 b,31 70 3434343,www.kpn.com
3406,3406,"2150-1, ogawara, shinagawa-ku, tokyo, 141-8643",japan,retailing,doll_4.0 b,lawson inc,"10,362",doll_6.2 b,81 3 66353963,www.lawson.co.jp
3407,3407,"7 world trade ctr, new york, 10007-2140",united states of america,financial services,doll_58.0 b,moody's corp,"14,571",doll_6.2 b,1 212 5530300,www.moodys.com
3408,3408,"650 madison ave, new york, 10022-1029",united states of america,consumer packaged goods,doll_7.8 b,ralph lauren corp,"13,500",doll_6.2 b,1 212 3187000,investor.ralphlauren.com
3409,3409,"no. 33 kefeng road, science city, guangzhou hi-tech indstrl dvlpmnt zn, guangdong, 510663",china,chemicals,doll_3.9 b,kingfa science and technology co ltd,"9,728",doll_6.2 b,86 20 66818881,www.kingfa.com.cn
3410,3410,"herrjarva torg 4, solna, 17067",sweden,construction,doll_1.1 b,ncc ab,"12,551",doll_6.2 b,46 8 58551000,www.ncc.se
3411,3411,"avenida barbacena, 1200, 16 / b1, santo agostinho, belo horizonte, 30.190-131",brazil,power,doll_5.7 b,companhia energetica de minas gerais sa,"5,025",doll_6.2 b,55 31 35065026,novoportal.cemig.com.br
3412,3412,"floor 10, energy complex, building a, 555/1 wiphawadirangsit road, chatuchak, bangkok, 10260",thailand,energy and utilities,doll_1.5 b,bangchak corporation pcl,"1,103",doll_6.2 b,66 23 358888,www.bangchak.co.th
3413,3413,"286, pangyo-ro, bundang-gu, seongnam, 13494",south korea,automotive,doll_3.3 b,hankook tire & technology co ltd,"7,019",doll_6.2 b,82 31 51787000,www.hankooktire.com/kr
3414,3414,"11th floor, avenue do contorno, 6594, savassi, belo horizonte, minas gerais, 30110-044",brazil,metals and mining,doll_2.0 b,usinas siderurgicas de minas gerais sa,"51,182",doll_6.3 b,55 31 34998110,www.usiminas.com.br
3415,3415,"axiata tower, 9 jalan stesen sentral 5, kuala lumpur, 50470",malaysia,technology and communications,doll_6.4 b,axiata group bhd,"13,181",doll_6.3 b,60 3 22638822,www.axiata.com
3416,3416,"petrom city, strada coralilor, nr. 22, sector 1, bucuresti, 013329",romania,energy and utilities,doll_6.1 b,omv petrom sa,"7,768",doll_6.3 b,40 21 4022201,www.omvpetrom.com
3417,3417,"757 n eldridge parkway, houston, texas, 77079-4527",united states of america,energy and utilities,0,mcdermott international inc,"42,600",doll_6.3 b,1 281 8705000,www.mcdermott.com
3418,3418,"400 - 1818 cornwall avenue, vancouver, british columbia, v6j1c7",canada,retailing,doll_40.6 b,lululemon athletica inc,"29,000",doll_6.3 b,1 604 7326124,shop.lululemon.com
3419,3419,"pb no: 5555, 254-260, avvai shanmugam salai, royapettah, chennai, 600014",india,financial services,doll_4.3 b,indian bank,"39,803",doll_6.3 b,91 44 28134076,www.indianbank.in
3420,3420,"2-44-1, hatagaya, shibuya-ku, tokyo, 151-0072",japan,medical equipment,doll_21.9 b,terumo corp,"28,294",doll_6.3 b,81 3 33748111,www.terumo.co.jp
3421,3421,"uniphos house, c. d. marg, 11th roard, madhu park, mumbai, 400052",india,chemicals,doll_6.7 b,upl ltd,"13,054",doll_6.3 b,91 22 26468008,www.upl-ltd.com
3422,3422,"express towers, nariman point, mumbai, 400051",india,financial services,doll_4.5 b,bank of india,"45,613",doll_6.3 b,91 22 66684444,www.bankofindia.co.in
3423,3423,"p.o. box 789, ruwi, muscat, 112",oman,technology and communications,doll_1.8 b,oman telecommunications co saog,"2,240",doll_6.3 b,968 24 242424,www.omantel.om
3424,3424,"9348 civic center dr, beverly hills, california, 90210",united states of america,media,doll_17.0 b,live nation entertainment inc,"10,200",doll_6.3 b,1 310 8677200,www.livenationentertainment.com
3425,3425,"bechtle platz 1, neckarsulm, 74172",germany,technology and communications,doll_5.1 b,bechtle ag,"13,199",doll_6.3 b,49 7132 9810,www.bechtle.com
3426,3426,"mitsubishi bldg., 2-5-2, marunouchi, chiyoda-ku, tokyo, 100-8324",japan,chemicals,doll_3.1 b,mitsubishi gas chemical co inc,"9,888",doll_6.3 b,81 3 32835000,www.mgc.co.jp
3427,3427,"ste 901, 2665 s bayshore dr, coconut grove, florida, 33133",united states of america,industrial goods and machinery,doll_10.6 b,watsco inc,"6,850",doll_6.3 b,1 305 7144100,www.watsco.com
3428,3428,"carrera 43 a rank_ 5 a - 113 pisos 13, 14 y 15 torre norte edificio, one plaza, medellin",colombia,financial services,doll_4.4 b,grupo de inversiones suramericana s.a.,"20,690",doll_6.3 b,57 4 4447231,www.gruposura.com
3429,3429,"228 manhattan beach boulevard, california, 90266",united states of america,retailing,doll_7.1 b,skechers usa inc,"6,200",doll_6.3 b,1 310 3183100,www.skechers.com
3430,3430,"newenham house, northern cross, malahide road, dublin, d17ay61",ireland,business and consumer services,doll_34.7 b,experian plc,"20,394",doll_6.3 b,353 1 8469100,www.experianplc.com
3431,3431,"100 e. rodriguez jr. avenue (c-5 road), barangay ugong, pasig , metro, manila, 1604",philippines,consumer packaged goods,doll_4.6 b,san miguel food and beverage inc,"10,371",doll_6.3 b,63 2 3175000,www.sanmiguelfoods.com
3432,3432,"bunkyo garden gate tower, 1-1-1, koishikawa, bunkyo-ku, tokyo, 112-8503",japan,construction,doll_2.0 b,taiheiyo cement corp,"12,542",doll_6.3 b,81 3 58010333,www.taiheiyo-cement.co.jp
3433,3433,"viale piero e alberto pirelli n. 25, milano, 20126",italy,automotive,doll_5.1 b,pirelli & c spa,"31,247",doll_6.3 b,39 02 64421,www.pirelli.com
3434,3434,"lodge way house, harlestone road, lodge way, northampton, nn57ug",united kingdom,retailing,doll_2.7 b,travis perkins plc,"18,833",doll_6.3 b,44 1604 752424,www.travisperkinsplc.co.uk
3435,3435,"24 schilling road, hunt valley, maryland, 21031",united states of america,consumer packaged goods,doll_20.7 b,mccormick & co inc,"14,000",doll_6.3 b,1 410 7717301,www.mccormick.com
3436,3436,"395 king street, aberdeen, ab245rp",united kingdom,transport and logistics,doll_997.8 m,firstgroup plc,"30,810",doll_6.3 b,44 1224 650100,www.firstgroupplc.com
3437,3437,"3060 olsen drive, san jose, california, 95128",united states of america,technology and communications,doll_14.0 b,netapp inc,"12,000",doll_6.3 b,1 408 8226000,www.netapp.com
3438,3438,"agustinas 1343, santiago",chile,paper and packaging,doll_4.6 b,empresas cmpc sa,"22,259",doll_6.3 b,56 2 24412000,www.cmpc.com
3439,3439,"honthorststraat 19, amsterdam, 1071dc",netherlands,chemicals,doll_7.4 b,oci nv,"3,715",doll_6.3 b,31 20 7234500,www.oci.nl
3440,3440,"15-1, naeshiro-cho, mizuho-ku, nagoya-shi, aichi, 467-8561",japan,consumer packaged goods,doll_3.9 b,brother industries ltd,"41,215",doll_6.3 b,81 52 8242511,www.brother.co.jp
3441,3441,"abema towers, 40-1, udagawa-cho, shibuya-ku, tokyo, 150-0042",japan,media,doll_4.8 b,cyberagent inc,"5,944",doll_6.3 b,81 3 54590202,www.cyberagent.co.jp
3442,3442,"shangrao economic development zone, 1 jingke road, jiangxi, 334100",china,alternative energy,doll_2.9 b,jinkosolar holding co ltd,"31,030",doll_6.3 b,86 793 8469699,www.jinkosolar.com
3443,3443,"8020 katy freeway, houston, texas, 77024",united states of america,technology and communications,doll_62.9 b,crown castle inc,"5,000",doll_6.3 b,1 713 5703000,www.crowncastle.com
3444,3444,"1007 market st, wilmington, delaware, 19898-1100",united states of america,chemicals,doll_5.0 b,chemours co,"6,400",doll_6.3 b,1 302 7731000,www.chemours.com
