,name,world_rank,marketValue,marketCap,CEO,country
4475,NSK,"4,244",3.611 Billion USD,3.633 Billion USD,,Japan
4476,"CHINA NATIONAL GOLD GROUP GOLD JEWELLERY CO.,LTD.","4,245",3.612 Billion USD,3.581 Billion USD,,China
4477,JET2 PLC,"4,246",3.610 Billion USD,3.529 Billion USD,,UK
4478,BLACKBAUD,"4,247",3.610 Billion USD,3.407 Billion USD,,USA
4479,LAKALA PAYMENT CORPORATION,"4,248",3.612 Billion USD,3.301 Billion USD,,China
4480,BOOT BARN HOLDINGS,"4,249",3.607 Billion USD,2.636 Billion USD,,USA
4481,FIVERR INTERNATIONAL,"4,250",3.604 Billion USD,6.434 Billion USD,,Israel
4482,"INNER MONGOLIA DAZHONG MINING CO., LTD.","4,251",3.601 Billion USD,4.506 Billion USD,,China
4483,LEGEND HOLDINGS CORPORATION,"4,252",3.601 Billion USD,4.411 Billion USD,,China
4484,"ACADEMY SPORTS & OUTDOORS, INC.","4,253",3.601 Billion USD,4.077 Billion USD,,USA
4485,SHANGHAI BAILIAN (GROUP),"4,254",3.604 Billion USD,3.582 Billion USD,,China
4486,C&S PAPER,"4,255",3.600 Billion USD,3.464 Billion USD,,China
4487,SPX FLOW,"4,256",3.597 Billion USD,3.352 Billion USD,,USA
4488,VISTAJET,"4,256","4,256","4,256",,Malta
4489,AXOS FINANCIAL,"4,257",3.601 Billion USD,2.878 Billion USD,,USA
4490,JILIN ELECTRIC POWER,"4,258",3.603 Billion USD,2.566 Billion USD,,China
4491,INNER MONGOLIA MENGDIAN HUANENG THERMAL POWER CORPORATION,"4,259",3.600 Billion USD,2.161 Billion USD,,China
4492,LIBERTY FINANCIAL GROUP LIMITED,"4,260",3.596 Billion USD,1.639 Billion USD,,Australia
4493,RESIDEO TECHNOLOGIES,"4,261",3.588 Billion USD,4.648 Billion USD,,USA
4494,IMERYS,"4,262",3.592 Billion USD,3.959 Billion USD,,France
4495,NAVIENT CORPORATION,"4,263",3.588 Billion USD,3.896 Billion USD,,USA
4496,GUOCO GROUP,"4,264",3.586 Billion USD,3.850 Billion USD,,Hong Kong
4497,VISTRY GROUP,"4,265",3.592 Billion USD,3.737 Billion USD,,UK
4498,INSTALLED BUILDING PRODUCTS,"4,266",3.589 Billion USD,3.688 Billion USD,,USA
4499,BANK OF SUZHOU,"4,267",3.588 Billion USD,3.445 Billion USD,,China
4500,YIFAN PHARMACEUTICAL,"4,268",3.593 Billion USD,2.806 Billion USD,,China
4501,YIXINTANG PHARMACEUTICAL GROUP,"4,269",3.594 Billion USD,2.803 Billion USD,,China
4502,NEWMARKET CORPORATION,"4,270",3.584 Billion USD,3.822 Billion USD,,USA
4503,NATIONAL INDUSTRIALIZATION COMPANY,"4,271",3.575 Billion USD,3.785 Billion USD,,Saudi Arabia
4504,DOOSAN BOBCAT,"4,272",3.575 Billion USD,3.682 Billion USD,,South Korea
4505,FIRSTCASH,"4,273",3.579 Billion USD,3.466 Billion USD,,USA
4506,BROOKFIELD BUSINESS PARTNERS,"4,274",3.575 Billion USD,3.351 Billion USD,,Bermuda
4507,AEROJET ROCKETDYNE HOLDINGS,"4,275",3.577 Billion USD,3.334 Billion USD,,USA
4508,STEVEN MADDEN,"4,276",3.576 Billion USD,3.316 Billion USD,,USA
4509,NANYANG TOPSEC TECHNOLOGIES GROUP,"4,277",3.582 Billion USD,3.181 Billion USD,,China
4510,CATHAY GENERAL BANCORP,"4,278",3.575 Billion USD,3.109 Billion USD,,USA
4511,LIANCHUANG ELECTRONIC TECHNOLOGY,"4,279",3.579 Billion USD,2.567 Billion USD,,China
4512,POLA ORBIS HOLDINGS,"4,280",3.573 Billion USD,4.894 Billion USD,,Japan
4513,SOPRA STERIA GROUP SA,"4,281",3.572 Billion USD,4.177 Billion USD,,France
4514,YUNNAN COPPER,"4,282",3.574 Billion USD,3.949 Billion USD,,China
4515,AMADA HOLDINGS,"4,283",3.566 Billion USD,3.622 Billion USD,,Japan
4516,CHIMERA INVESTMENT CORPORATION,"4,284",3.567 Billion USD,3.616 Billion USD,,USA
4517,"INFOVISION OPTOELECTRONICS (KUNSHAN) CO., LTD.","4,285",3.573 Billion USD,3.530 Billion USD,,China
4518,CALIFORNIA WATER SERVICE GROUP,"4,286",3.568 Billion USD,3.275 Billion USD,,USA
4519,PT TRANSCOAL PACIFIC TBK,"4,287",3.570 Billion USD,2.905 Billion USD,,Indonesia
4520,NEWMARK GROUP,"4,288",3.573 Billion USD,2.646 Billion USD,,USA
4521,"CLEARWATER ANALYTICS HOLDINGS, INC.","4,289",3.574 Billion USD,,,USA
4522,TURKIYE GARANTI BANKASI,"4,290",3.559 Billion USD,4.959 Billion USD,,Turkey
4523,ROSTELECOM,"4,291",3.556 Billion USD,4.479 Billion USD,,Russia
4524,ABC-MART,"4,292",3.561 Billion USD,4.462 Billion USD,,Japan
4525,INTERROLL HOLDING AG,"4,293",3.564 Billion USD,3.769 Billion USD,,Switzerland
4526,XI'AN INTERNATIONAL MEDICAL INVESTMENT COMPANY,"4,294",3.563 Billion USD,3.567 Billion USD,,China
4527,ALLETE,"4,295",3.561 Billion USD,3.524 Billion USD,,USA
4528,CENTER INTERNATIONAL GROUP,"4,296",3.564 Billion USD,3.257 Billion USD,,China
4529,CRESCENT POINT ENERGY,"4,297",3.558 Billion USD,2.089 Billion USD,,Canada
4530,NATIONAL VISION HOLDINGS,"4,298",3.554 Billion USD,4.911 Billion USD,,USA
4531,ISS A/S,"4,299",3.545 Billion USD,4.315 Billion USD,,Denmark
4532,ZENSHO HOLDINGS,"4,300",3.547 Billion USD,3.837 Billion USD,,Japan
4533,REINET INVESTMENTS,"4,301",3.545 Billion USD,3.609 Billion USD,,Luxembourg
4534,SHENZHEN H&T INTELLIGENT CONTROL,"4,302",3.552 Billion USD,3.175 Billion USD,,China
4535,"CHINA HAINAN RUBBER INDUSTRY GROUP CO., LTD.","4,303",3.554 Billion USD,3.158 Billion USD,,China
4536,COPA HOLDINGS,"4,304",3.554 Billion USD,3.135 Billion USD,,Panama
4537,PATTERN ENERGY GROUP,"4,304","4,304","4,304",,USA
4538,JIANGSU LINYANG ENERGY,"4,305",3.554 Billion USD,3.129 Billion USD,,China
4539,HAINAN POLY PHARM,"4,306",3.546 Billion USD,2.589 Billion USD,,China
4540,PHARMABLOCK SCIENCES (NANJING),"4,307",3.535 Billion USD,5.023 Billion USD,,China
4541,SINOCHEM INTERNATIONAL CORPORATION,"4,308",3.544 Billion USD,4.423 Billion USD,,China
4542,MLS,"4,309",3.540 Billion USD,3.689 Billion USD,,China
4543,"BAIYIN NONFERROUS GROUP CO., LTD.","4,310",3.539 Billion USD,3.599 Billion USD,,China
4544,SOJITZ CORPORATION,"4,311",3.544 Billion USD,3.521 Billion USD,,Japan
4545,PACIFIC SECURITIES CO. LTD,"4,312",3.535 Billion USD,3.435 Billion USD,,China
4546,MERIDA INDUSTRY,"4,313",3.539 Billion USD,3.380 Billion USD,,Taiwan
4547,TONGHUA DONGBAO PHARMACEUTICAL,"4,314",3.535 Billion USD,3.240 Billion USD,,China
4548,ISRAEL CORPORATION,"4,315",3.540 Billion USD,2.289 Billion USD,,Israel
4549,IDORSIA LTD,"4,316",3.531 Billion USD,4.019 Billion USD,,Switzerland
4550,HSBC TRINKAUS & BURKHARDT AG,"4,316","4,316",2.968 Billion USD,,Germany
4551,CAPITAL POWER CORPORATION,"4,317",3.526 Billion USD,3.929 Billion USD,,Canada
4552,ATLAS CORP.,"4,318",3.530 Billion USD,3.707 Billion USD,,Hong Kong
4553,FUKUOKA FINANCIAL GROUP,"4,319",3.532 Billion USD,3.610 Billion USD,,Japan
4554,CSSC OFFSHORE & MARINE ENGINEERING (GROUP) COMPANY,"4,320",3.528 Billion USD,3.361 Billion USD,,China
4555,RELIANCE WORLDWIDE CORPORATION,"4,321",3.534 Billion USD,3.279 Billion USD,,USA
4556,XIANGTAN ELECTRIC MANUFACTURING,"4,322",3.529 Billion USD,2.756 Billion USD,,China
4557,C.P. POKPHAND,"4,323",3.525 Billion USD,2.751 Billion USD,,Hong Kong
4558,K+S,"4,324",3.534 Billion USD,2.732 Billion USD,,Germany
4559,ANTARCHILE,"4,325",3.521 Billion USD,4.147 Billion USD,,Chile
4560,SUNDARAM FINANCE,"4,326",3.515 Billion USD,4.006 Billion USD,,India
4561,SUNOCO LP,"4,327",3.519 Billion USD,3.671 Billion USD,,USA
4562,ROSHOW TECHNOLOGY,"4,328",3.523 Billion USD,2.961 Billion USD,,China
4563,AMERESCO,"4,329",3.506 Billion USD,3.554 Billion USD,,USA
4564,SEALAND SECURITIES,"4,330",3.506 Billion USD,3.446 Billion USD,,China
4565,INTRA-CELLULAR THERAPIES,"4,331",3.505 Billion USD,2.701 Billion USD,,USA
4566,IQIYI,"4,332",3.497 Billion USD,7.151 Billion USD,,China
4567,REDFIN CORPORATION,"4,333",3.496 Billion USD,5.143 Billion USD,,USA
4568,ALLIANCE DATA SYSTEMS CORPORATION,"4,334",3.503 Billion USD,4.882 Billion USD,,USA
4569,SAAB AB (PUBL),"4,335",3.501 Billion USD,4.013 Billion USD,,Sweden
4570,CUMMINS INDIA,"4,336",3.501 Billion USD,3.903 Billion USD,,India
4571,"JINKO POWER TECHNOLOGY CO.,LTD.","4,337",3.501 Billion USD,3.837 Billion USD,,China
4572,TOHOKU ELECTRIC POWER COMPANY,"4,338",3.498 Billion USD,3.828 Billion USD,,Japan
4573,SHENZHEN MTC,"4,339",3.497 Billion USD,3.728 Billion USD,,China
4574,CHINA GRAND AUTOMOTIVE SERVICES GROUP,"4,340",3.495 Billion USD,3.540 Billion USD,,China
4575,POU CHEN CORPORATION,"4,341",3.499 Billion USD,3.495 Billion USD,,Taiwan
4576,ALFA S. A. B. DE C. V,"4,342",3.498 Billion USD,3.461 Billion USD,,Mexico
4577,CORPORACION FINANCIERA ALBA,"4,343",3.501 Billion USD,3.450 Billion USD,,Spain
4578,SHENZHEN HEPALINK PHARMACEUTICAL GROUP,"4,344",3.495 Billion USD,3.234 Billion USD,,China
4579,BIG SHOPPING CENTERS LTD,"4,345",3.504 Billion USD,3.078 Billion USD,,Israel
4580,BNP PARIBAS BANK POLSKA S.A.,"4,346",3.503 Billion USD,2.702 Billion USD,,Poland
4581,ORION CORP.,"4,347",3.494 Billion USD,4.317 Billion USD,,South Korea
4582,GRAND CANYON EDUCATION,"4,348",3.494 Billion USD,4.028 Billion USD,,USA
4583,SAGEN MI CANADA,"4,348","4,348",2.939 Billion USD,,Canada
4584,AIR WATER,"4,349",3.494 Billion USD,3.735 Billion USD,,Japan
4585,KYUSHU ELECTRIC POWER COMPANY,"4,350",3.488 Billion USD,3.616 Billion USD,,Japan
4586,"MEIHUA HOLDINGS GROUP CO.,LTD","4,351",3.486 Billion USD,3.119 Billion USD,,China
4587,"LIFESTANCE HEALTH GROUP, INC.","4,352",3.483 Billion USD,5.560 Billion USD,,USA
4588,KB HOME,"4,353",3.478 Billion USD,4.253 Billion USD,,USA
4589,ALLREAL HOLDING AG,"4,354",3.484 Billion USD,3.355 Billion USD,,Switzerland
4590,WOLONG ELECTRIC DRIVE GROUP,"4,355",3.481 Billion USD,2.876 Billion USD,,China
4591,BALLARD POWER SYSTEMS,"4,356",3.470 Billion USD,4.998 Billion USD,,Canada
4592,FLYWIRE CORP,"4,357",3.466 Billion USD,4.603 Billion USD,,USA
4593,GCL SYSTEM INTEGRATION TECHNOLOGY,"4,358",3.465 Billion USD,4.436 Billion USD,,China
4594,"ADVANCED ENERGY INDUSTRIES, INC.","4,359",3.474 Billion USD,3.464 Billion USD,,USA
4595,ZHEN DING TECHNOLOGY HOLDING,"4,360",3.472 Billion USD,3.368 Billion USD,,Taiwan
4596,KINSUS INTERCONNECT TECHNOLOGY,"4,361",3.468 Billion USD,3.214 Billion USD,,Taiwan
4597,ZHEJIANG CRYSTAL-OPTECH,"4,362",3.467 Billion USD,2.831 Billion USD,,China
4598,CALIFORNIA RESOURCES CORPORATION,"4,363",3.471 Billion USD,2.803 Billion USD,,USA
4599,CHINA TRADITIONAL CHINESE MEDICINE HOLDINGS,"4,364",3.473 Billion USD,2.422 Billion USD,,Hong Kong
4600,QT GROUP OYJ,"4,365",3.456 Billion USD,4.465 Billion USD,,Finland
4601,JINDUICHENG MOLYBDENUM,"4,366",3.458 Billion USD,4.385 Billion USD,,China
4602,SSR MINING,"4,367",3.459 Billion USD,3.568 Billion USD,,Canada
4603,EVERTEC,"4,368",3.461 Billion USD,3.329 Billion USD,,USA
4604,HANGJIN TECHNOLOGY,"4,369",3.460 Billion USD,3.089 Billion USD,,China
4605,GROUP 1 AUTOMOTIVE,"4,370",3.461 Billion USD,2.990 Billion USD,,USA
4606,"WUXI NCE POWER CO., LTD.","4,371",3.461 Billion USD,2.971 Billion USD,,China
4607,COMFORT SYSTEMS USA,"4,372",3.455 Billion USD,2.758 Billion USD,,USA
4608,GLARUN TECHNOLOGY,"4,373",3.464 Billion USD,2.744 Billion USD,,China
4609,NEOGENOMICS,"4,374",3.454 Billion USD,6.040 Billion USD,,USA
4610,WOOLWORTHS HOLDINGS,"4,375",3.451 Billion USD,4.068 Billion USD,,South Africa
4611,VIASAT,"4,376",3.450 Billion USD,3.787 Billion USD,,USA
4612,NINE ENTERTAINMENT CO. HOLDINGS,"4,377",3.453 Billion USD,3.458 Billion USD,,Australia
4613,DANA,"4,378",3.452 Billion USD,3.378 Billion USD,,USA
4614,TRADEGATE AG WERTPAPIERHANDELSBANK,"4,379",3.452 Billion USD,3.354 Billion USD,,Germany
4615,NEXTEER AUTOMOTIVE GROUP,"4,380",3.451 Billion USD,2.802 Billion USD,,USA
4616,CGN NEW ENERGY HOLDINGS,"4,381",3.454 Billion USD,2.516 Billion USD,,Hong Kong
4617,CHINASOFT INTERNATIONAL,"4,382",3.438 Billion USD,4.956 Billion USD,,China
4618,KINAXIS,"4,383",3.435 Billion USD,4.408 Billion USD,,Canada
4619,E-MART,"4,384",3.442 Billion USD,4.302 Billion USD,,South Korea
4620,CHENGDU SANTAI HOLDING GROUP,"4,385",3.440 Billion USD,4.046 Billion USD,,China
4621,XINYANGFENG AGRICULTURAL TECHNOLOGY,"4,386",3.440 Billion USD,4.011 Billion USD,,China
4622,HASEKO CORPORATION,"4,387",3.442 Billion USD,3.826 Billion USD,,Japan
4623,ESSENTIAL PROPERTIES REALTY TRUST,"4,388",3.441 Billion USD,3.805 Billion USD,,USA
4624,EAST GROUP,"4,389",3.444 Billion USD,3.741 Billion USD,,China
4625,SPIRE,"4,390",3.440 Billion USD,3.447 Billion USD,,USA
4626,JEOL,"4,391",3.442 Billion USD,3.355 Billion USD,,Japan
4627,HIMILE MECHANICAL SCIENCE AND TECHNOLOGY (SHANDONG) CO. LTD,"4,392",3.441 Billion USD,3.179 Billion USD,,China
4628,VERINT SYSTEMS,"4,393",3.438 Billion USD,2.902 Billion USD,,USA
4629,ROTHSCHILD & CO SCA,"4,394",3.440 Billion USD,2.831 Billion USD,,France
4630,"QINGDAO SENTURY TIRE CO., LTD.","4,395",3.442 Billion USD,2.765 Billion USD,,China
4631,PIERER MOBILITY AG,"4,396",3.440 Billion USD,2.023 Billion USD,,Austria
4632,HENAN SHENHUO COAL & POWER,"4,397",3.425 Billion USD,4.484 Billion USD,,China
4633,HYPOPORT AG,"4,398",3.426 Billion USD,4.446 Billion USD,,Germany
4634,XI'AN TRIANGLE DEFENSE,"4,399",3.432 Billion USD,3.674 Billion USD,,China
4635,QUILTER,"4,400",3.426 Billion USD,3.560 Billion USD,,UK
4636,BARWA REAL ESTATE COMPANY,"4,401",3.429 Billion USD,3.257 Billion USD,,Qatar
4637,CARABAO GROUP PUBLIC COMPANY,"4,402",3.416 Billion USD,4.201 Billion USD,,Thailand
4638,BRF,"4,403",3.422 Billion USD,3.686 Billion USD,,Brazil
4639,QINGDAO RURAL COMMERCIAL BANK CORPORATION,"4,404",3.421 Billion USD,3.300 Billion USD,,China
4640,GUANGDONG HONGDA BLASTING,"4,405",3.424 Billion USD,3.213 Billion USD,,China
4641,INTERNET INITIATIVE JAPAN,"4,406",3.422 Billion USD,3.126 Billion USD,,Japan
4642,DORMAN PRODUCTS,"4,407",3.418 Billion USD,2.987 Billion USD,,USA
4643,"ENGAGESMART, INC.","4,408",3.421 Billion USD,,,USA
4644,PT BUKALAPAK.COM TBK,"4,409",3.405 Billion USD,6.421 Billion USD,,Indonesia
4645,COMPASS INC,"4,410",3.408 Billion USD,6.203 Billion USD,,USA
4646,"HYGEIA HEALTHCARE HOLDINGS CO., LIMITED","4,411",3.412 Billion USD,4.596 Billion USD,,China
4647,AMTRUST FINANCIAL SERVICES,"4,412",3.412 Billion USD,4.142 Billion USD,,USA
4648,CSG HOLDING,"4,413",3.407 Billion USD,3.796 Billion USD,,China
4649,ZHEJIANG SEMIR GARMENT,"4,414",3.407 Billion USD,3.690 Billion USD,,China
4650,BRITVIC,"4,415",3.408 Billion USD,3.603 Billion USD,,UK
4651,TIANJIN FAW XIALI AUTOMOBILE,"4,416",3.413 Billion USD,3.267 Billion USD,,China
4652,"ZHEJIANG PUBLISHING & MEDIA CO., LTD.","4,417",3.406 Billion USD,3.253 Billion USD,,China
4653,FREENET AG,"4,418",3.412 Billion USD,3.109 Billion USD,,Germany
4654,YANTAI CHANGYU PIONEER WINE COMPANY,"4,419",3.411 Billion USD,3.068 Billion USD,,China
4655,SHENZHEN EVERWIN PRECISION TECHNOLOGY,"4,420",3.408 Billion USD,3.018 Billion USD,,China
4656,MIVNE REAL ESTATE (K.D) LTD,"4,421",3.405 Billion USD,2.744 Billion USD,,Israel
4657,MUELLER INDUSTRIES,"4,422",3.406 Billion USD,2.550 Billion USD,,USA
4658,FFP SOCIETE ANONYME,"4,423","4,423",2.856 Billion USD,,France
4659,Q-LINEA AB (PUBL),"4,423",3.403 Billion USD,5.004 Billion USD,,Sweden
4660,RUCHI SOYA INDUSTRIES LIMITED,"4,424",3.397 Billion USD,4.370 Billion USD,,India
4661,FANCL CORPORATION,"4,425",3.400 Billion USD,4.052 Billion USD,,Japan
4662,GALAPAGOS NV,"4,426",3.397 Billion USD,3.889 Billion USD,,Belgium
4663,OC OERLIKON CORPORATION AG,"4,427",3.404 Billion USD,3.666 Billion USD,,Switzerland
4664,PT MAYORA INDAH TBK,"4,428",3.396 Billion USD,3.443 Billion USD,,Indonesia
4665,CHINA RESOURCES PHARMACEUTICAL GROUP,"4,429",3.399 Billion USD,3.308 Billion USD,,Hong Kong
4666,JIANGSU JIEJIE MICROELECTRONICS,"4,430",3.403 Billion USD,3.292 Billion USD,,China
4667,AVON PRODUCTS,"4,431","4,431","4,431",,UK
4668,JIANGSU GUOTAI INTERNATIONAL GROUP,"4,431",3.396 Billion USD,3.129 Billion USD,,China
4669,INFORE ENVIRONMENT TECHNOLOGY GROUP,"4,432",3.403 Billion USD,3.117 Billion USD,,China
4670,TELESITES,"4,433",3.396 Billion USD,3.048 Billion USD,,Mexico
4671,OWENS & MINOR,"4,434",3.402 Billion USD,2.813 Billion USD,,USA
4672,ZHEJIANG SHUANGHUAN DRIVELINE,"4,435",3.396 Billion USD,2.669 Billion USD,,China
4673,SUOFEIYA HOME COLLECTION,"4,436",3.400 Billion USD,2.652 Billion USD,,China
4674,TWIST BIOSCIENCE CORPORATION,"4,437",3.386 Billion USD,5.580 Billion USD,,USA
4675,PARSONS CORPORATION,"4,438",3.393 Billion USD,3.632 Billion USD,,USA
4676,"SSANGYONG C&E CO., LTD.","4,439",3.393 Billion USD,3.611 Billion USD,,South Korea
4677,SYNGENE INTERNATIONAL,"4,440",3.387 Billion USD,3.527 Billion USD,,India
4678,SITE CENTERS,"4,441",3.386 Billion USD,3.474 Billion USD,,USA
4679,WELBILT,"4,442",3.392 Billion USD,3.326 Billion USD,,USA
4680,GCL ENERGY TECHNOLOGY,"4,443",3.391 Billion USD,3.088 Billion USD,,China
4681,"PAYMENTUS HOLDINGS, INC.","4,444",3.393 Billion USD,3.010 Billion USD,,USA
4682,SPROUTS FARMERS MARKET,"4,445",3.391 Billion USD,2.843 Billion USD,,USA
4683,ESCORTS,"4,446",3.394 Billion USD,2.543 Billion USD,,India
4684,"CHENGDU KANGHUA BIOLOGICAL PRODUCTS CO., LTD.","4,447",3.390 Billion USD,2.392 Billion USD,,China
4685,BAHRI NATIONAL SHIPPING COMPANY OF SAUDI ARABIA,"4,448",3.376 Billion USD,4.024 Billion USD,,Saudi Arabia
4686,HITACHI CAPITAL CORPORATION,"4,449","4,449",2.824 Billion USD,,Japan
4687,BLOOM ENERGY CORPORATION,"4,449",3.378 Billion USD,3.718 Billion USD,,USA
4688,DIALOG GROUP BERHAD,"4,450",3.378 Billion USD,3.375 Billion USD,,Malaysia
4689,TURKIYE PETROL RAFINERILERI,"4,451",3.375 Billion USD,3.092 Billion USD,,Turkey
4690,PROSPECT CAPITAL CORPORATION,"4,452",3.376 Billion USD,3.090 Billion USD,,USA
4691,CORVEL CORPORATION,"4,453",3.380 Billion USD,2.936 Billion USD,,USA
4692,CHINA OVERSEAS PROPERTY HOLDINGS,"4,454",3.384 Billion USD,2.863 Billion USD,,Hong Kong
4693,XI'AN SHAANGU POWER,"4,455",3.377 Billion USD,2.860 Billion USD,,China
4694,GETT,"4,455","4,455","4,455",,Israel
4695,ADITYA BIRLA FASHION AND RETAIL,"4,456",3.379 Billion USD,2.537 Billion USD,,India
4696,GIGA-BYTE TECHNOLOGY,"4,457",3.378 Billion USD,2.094 Billion USD,,Taiwan
4697,CARGOTEC CORPORATION,"4,458",3.368 Billion USD,3.640 Billion USD,,Finland
4698,ASSOCIATED BANC-CORP,"4,459",3.371 Billion USD,3.564 Billion USD,,USA
4699,KENNEDY-WILSON HOLDINGS,"4,460",3.373 Billion USD,3.355 Billion USD,,USA
4700,INFICON HOLDING AG,"4,461",3.374 Billion USD,3.059 Billion USD,,Switzerland
4701,BEIJING VANTONE REAL ESTATE,"4,462",3.370 Billion USD,2.909 Billion USD,,China
4702,"HOVNANIAN ENTERPRISES, INC. PFD DEP1/1000A","4,463",3.366 Billion USD,2.660 Billion USD,,Consumer Cyclical
4703,GUANGXI FORTUNE TECHNOLOGY,"4,464",3.368 Billion USD,2.484 Billion USD,,China
4704,FLUOR CORPORATION,"4,465",3.370 Billion USD,2.356 Billion USD,,USA
4705,"GUANGDONG LYRIC ROBOT AUTOMATION CO., LTD.","4,466",3.356 Billion USD,4.093 Billion USD,,China
4706,COMPANHIA DE GAS DE SAO PAULO - COMGAS,"4,467",3.361 Billion USD,3.895 Billion USD,,Brazil
4707,PT SUMBER ALFARIA TRIJAYA TBK,"4,468",3.357 Billion USD,3.779 Billion USD,,Indonesia
4708,KRONES AG,"4,469",3.362 Billion USD,3.234 Billion USD,,Germany
4709,ANHUI ANKE BIOTECHNOLOGY (GROUP),"4,470",3.356 Billion USD,2.915 Billion USD,,China
4710,CANOPY GROWTH CORPORATION,"4,471",3.354 Billion USD,6.774 Billion USD,,Canada
4711,VIRTU FINANCIAL,"4,472",3.350 Billion USD,4.513 Billion USD,,USA
4712,AURORA,"4,472","4,472","4,472",,USA
4713,BIRD RIDES,"4,472","4,472","4,472",,USA
4714,CELONIS,"4,472","4,472","4,472",,Germany
4715,COHESITY,"4,472","4,472","4,472",,USA
4716,ONETRUST,"4,472","4,472","4,472",,USA
4717,SAMBANOVA SYSTEMS,"4,472","4,472","4,472",,USA
4718,SKYDANCE MEDIA,"4,472","4,472","4,472",,USA
4719,BEIJING JINGYUNTONG TECHNOLOGY,"4,473",3.345 Billion USD,4.270 Billion USD,,China
4720,BRINK'S COMPANY,"4,474",3.353 Billion USD,3.892 Billion USD,,USA
4721,SUNPOWER CORPORATION,"4,475",3.353 Billion USD,3.725 Billion USD,,USA
4722,BEIJING E-HUALU INFORMATION TECHNOLOGY,"4,476",3.349 Billion USD,3.318 Billion USD,,China
4723,"INSTRUCTURE HOLDINGS, INC.","4,476","4,476",,,USA
4724,ONESAVINGS BANK,"4,477",3.353 Billion USD,3.159 Billion USD,,UK
4725,GAZTRANSPORT & TECHNIGAZ SA,"4,478",3.346 Billion USD,3.074 Billion USD,,France
4726,"XINXING DUCTILE IRON PIPES CO., LTD.","4,479",3.346 Billion USD,2.658 Billion USD,,China
4727,LITHIUM AMERICAS CORP.,"4,480",3.347 Billion USD,2.377 Billion USD,,Canada
4728,MERIT MEDICAL SYSTEMS,"4,481",3.336 Billion USD,4.039 Billion USD,,USA
4729,VIZIO HOLDING CORP.,"4,482",3.336 Billion USD,3.772 Billion USD,,USA
4730,HAYS,"4,483",3.344 Billion USD,3.649 Billion USD,,UK
4731,BOMBARDIER,"4,484",3.344 Billion USD,3.558 Billion USD,,Canada
4732,TEXAS CAPITAL BANCSHARES,"4,485",3.341 Billion USD,3.440 Billion USD,,USA
4733,APOLLO MEDICAL HOLDINGS,"4,486",3.336 Billion USD,3.375 Billion USD,,USA
4734,LIGAO FOODS CO.LTD,"4,487",3.343 Billion USD,3.252 Billion USD,,China
4735,FIBERHOME TELECOMMUNICATION TECHNOLOGIES,"4,488",3.337 Billion USD,3.116 Billion USD,,China
4736,OFFSHORE OIL ENGINEERING,"4,489",3.339 Billion USD,2.978 Billion USD,,China
4737,SHAPIR ENGINEERING AND INDUSTRY LTD,"4,490",3.337 Billion USD,2.790 Billion USD,,Israel
4738,ABCELLERA BIOLOGICS INC.,"4,491",3.328 Billion USD,4.677 Billion USD,,Canada
4739,"BENGANG STEEL PLATES CO., LTD.","4,492",3.334 Billion USD,4.130 Billion USD,,China
4740,ICICI SECURITIES LIMITED,"4,493",3.325 Billion USD,3.360 Billion USD,,India
4741,BOYD GROUP SERVICES INC.,"4,494",3.318 Billion USD,4.181 Billion USD,,Canada
4742,MEDICLINIC INTERNATIONAL,"4,495",3.320 Billion USD,3.171 Billion USD,,South Africa
4743,CABOT CORPORATION,"4,496",3.324 Billion USD,3.029 Billion USD,,USA
4744,WEINGARTEN REALTY INVESTORS,"4,497","4,497",2.777 Billion USD,,USA
4745,MAKKAH CONSTRUCTION & DEVELOPMENT COMPANY,"4,497",3.323 Billion USD,2.835 Billion USD,,Saudi Arabia
4746,GUANGYUYUAN CHINESE HERBAL MEDICINE,"4,498",3.315 Billion USD,2.103 Billion USD,,China
4747,KORIAN,"4,499",3.310 Billion USD,4.292 Billion USD,,France
4748,BOYD GROUP SERVICES,"4,500",3.311 Billion USD,4.178 Billion USD,,Canada
4749,GROWTHPOINT PROPERTIES,"4,501",3.306 Billion USD,3.609 Billion USD,,South Africa
4750,NIFCO,"4,502",3.311 Billion USD,3.160 Billion USD,,Japan
4751,BASIC-FIT,"4,503",3.307 Billion USD,3.048 Billion USD,,Netherlands
4752,FORMFACTOR,"4,504",3.306 Billion USD,3.020 Billion USD,,USA
4753,METHANEX CORPORATION,"4,505",3.307 Billion USD,2.784 Billion USD,,Canada
4754,TANLA SOLUTIONS,"4,506",3.305 Billion USD,1.719 Billion USD,,India
4755,TANLA PLATFORMS LIMITED,"4,507",3.306 Billion USD,1.711 Billion USD,,India
4756,MAVI GIYIM SANAYI VE TICARET,"4,508",3.308 Billion USD,0.347 Billion USD,,Turkey
4757,WIHLBORGS FASTIGHETER AB (PUBL),"4,509",3.297 Billion USD,3.848 Billion USD,,Sweden
4758,ALTRA INDUSTRIAL MOTION,"4,510",3.297 Billion USD,3.799 Billion USD,,USA
4759,ENERSYS,"4,511",3.303 Billion USD,3.597 Billion USD,,USA
4760,COGENT COMMUNICATIONS HOLDINGS,"4,512",3.296 Billion USD,3.460 Billion USD,,USA
4761,WD-40 COMPANY,"4,513",3.304 Billion USD,3.285 Billion USD,,USA
4762,KUKA,"4,514",3.300 Billion USD,3.050 Billion USD,,Germany
