name,market_capitalization_USD,price,country
The Andersons,1150000000,35,USA
Kforce,1150000000,56,USA
Semrush,1150000000,8,USA
Zydus Wellness,1150000000,18,India
FuelCell Energy,1140000000,3,USA
Costamare,1140000000,9,Monaco
Kayne Anderson Capital Advisors,1140000000,8,USA
Piedmont Office Realty Trust,1140000000,9,USA
Citycon,1140000000,7,Finland
Ivanhoe Electric,1140000000,12,Canada
Formula Systems,1140000000,75,Israel
ACLEDA Bank,1140000000,3,Cambodia
TANLA,1140000000,8,India
Wabash National,1130000000,24,USA
Varta,1130000000,28,Germany
Bonheur ASA,1130000000,27,Norway
Dorchester Minerals,1130000000,30,USA
Radius Global Infrastructure,1130000000,12,USA
ProPetro,1130000000,10,USA
Energy Recovery,1130000000,20,USA
Franchise Group,1130000000,30,USA
Faes Farma,1130000000,4,Spain
Nutex Health,1130000000,2,USA
Seabridge Gold,1120000000,14,Canada
Vericel,1120000000,24,USA
E. W. Scripps Company,1120000000,14,USA
Ligand Pharmaceuticals,1120000000,67,USA
Grenke,1120000000,24,Germany
PGT Innovations,1120000000,18,USA
Origin Bancorp,1120000000,37,USA
Franklin BSP Realty Trust,1120000000,14,USA
Tompkins Financial,1120000000,77,USA
Gray Television,1110000000,12,USA
Orion Engineered Carbons,1110000000,18,USA
Grupa Zywiec,1110000000,109,Poland
Altus Power,1110000000,7,USA
Bytes Technology,1110000000,5,UK
Aimco,1110000000,7,USA
SpartanNash,1110000000,32,USA
Westshore Terminals Investment,1110000000,18,Canada
Modine Manufacturing,1110000000,21,USA
Cancom,1110000000,31,Germany
Prosegur,1110000000,2,Spain
Deutsche Pfandbriefbank,1100000000,8,Germany
PureCycle Technologies,1100000000,7,USA
German American Bancorp,1100000000,38,USA
Netstreit,1100000000,19,USA
Danaos,1100000000,55,Greece
Jamieson Wellness,1100000000,27,Canada
Viridian Therapeutics,1100000000,27,USA
BridgeBio Pharma,1100000000,7,USA
EaseMyTrip,1100000000,1,India
Aclaris Therapeutics,1100000000,17,USA
Olo,1100000000,7,USA
Helix Energy Solutions,1100000000,7,USA
Kiniksa Pharmaceuticals,1090000000,16,Bermuda
Sapiens,1090000000,19,Israel
U.S. Physical Therapy,1090000000,84,USA
Jindal Worldwide,1090000000,5,India
Taro Pharmaceutical,1090000000,29,Israel
WeWork,1090000000,1,USA
Definitive Healthcare,1090000000,10,USA
Hollysys Automation Technologie,1090000000,18,China
Miramar Hotel and Investment,1090000000,2,Hong Kong
CVR Partners,1090000000,103,USA
Nikola,1090000000,2,USA
UserTesting,1090000000,8,USA
Compass,1080000000,3,USA
PROS,1080000000,24,USA
Coeur Mining,1080000000,4,USA
Cyient,1080000000,10,India
Hangzhou Shunwang Technology,1080000000,2,China
Global Partners LP,1080000000,32,USA
Fenix Outdoor,1080000000,87,Switzerland
Laurentian Bank of Canada,1080000000,25,Canada
Bpost,1080000000,5,Belgium
Golden Entertainment,1080000000,38,USA
Cowen,1080000000,39,USA
Photronics,1080000000,18,USA
3D Systems,1070000000,8,USA
Tejas Networks,1070000000,7,India
Dah Sing Banking Group,1070000000,1,Hong Kong
Fiverr,1070000000,29,Israel
Everbridge,1070000000,27,USA
uniQure,1070000000,23,Netherlands
RadNet,1070000000,19,USA
S&T AG,1070000000,16,Austria
SES AI,1070000000,3,USA
Aurinia Pharmaceuticals,1070000000,8,Canada
USANA,1070000000,56,USA
PDF Solutions,1070000000,29,USA
Brookline Bancorp,1070000000,14,USA
AdvanSix,1070000000,39,USA
Upstart,1070000000,13,USA
Docebo,1060000000,32,Canada
Cross Country Healthcare,1060000000,29,USA
Fortuna Silver Mines,1060000000,4,Canada
Karur Vysya Bank,1060000000,1,India
Consensus Cloud Solutions,1060000000,54,USA
MTY Food Group,1060000000,44,Canada
Agrana,1060000000,17,Austria
Brandywine Realty Trust,1060000000,6,USA
Magellan Financial Group,1060000000,6,Australia
MFA Financial,1060000000,10,USA
Merchants Bancorp,1060000000,25,USA
Doosan,1050000000,66,S. Korea
Freightways,1050000000,6,New Zealand
Rhön-Klinikum,1050000000,16,Germany
Advantage Energy,1050000000,6,Canada
MoneyGram,1050000000,11,USA
Morphic Therapeutic,1050000000,27,USA
La-Z-Boy,1050000000,24,USA
Arko,1050000000,9,USA
Heritage Financial,1050000000,30,USA
Preferred Bank,1040000000,73,USA
National Western Life,1040000000,288,USA
Galaxy Surfactants,1040000000,30,India
AZZ,1040000000,42,USA
Grendene,1040000000,1,Brazil
Revenio,1040000000,39,Finland
Cosmo Pharmaceuticals,1040000000,63,Ireland
Fastly,1040000000,8,USA
Mullen Group,1040000000,11,Canada
Grupa Kety,1040000000,108,Poland
Westrock Coffee,1040000000,14,USA
Ascential,1030000000,2,UK
Prosegur Cash,1030000000,1,Spain
Camping World,1030000000,24,USA
Momentive Global,1030000000,7,USA
Enanta Pharmaceuticals,1030000000,50,USA
CI&T,1030000000,8,Brazil
Camtek,1030000000,23,Israel
Metrovacesa,1030000000,7,Spain
LSB Industries,1030000000,13,USA
EVgo,1030000000,4,USA
Paya,1020000000,8,USA
Mahanagar Gas,1020000000,10,India
Cementir,1020000000,7,Italy
Atrion,1020000000,580,USA
GB Group (GBG),1020000000,4,UK
STRATEC,1020000000,85,Germany
BELLUS Health,1020000000,8,Canada
Armada Hoffler Properties,1020000000,12,USA
Construcciones y Auxiliar de Ferrocarriles,1020000000,30,Spain
Modern Times Group (MTG),1020000000,8,Sweden
Playa Hotels & Resorts,1020000000,6,USA
B. Riley Financial,1010000000,36,USA
Banc of California,1010000000,17,USA
Paysafe,1010000000,17,USA
Dundee Precious Metals,1010000000,5,Canada
Cinemark Theatres,1010000000,8,USA
Virgin Galactic,1010000000,4,USA
National Express Group,1010000000,2,UK
Tellurian,1010000000,2,USA
Energy Fuels,1000000000,6,USA
Fnac Darty,1000000000,38,France
Forma Therapeutics,1000000000,20,USA
Hamburger Hafen,1000000000,13,Germany
Inhibrx,1000000000,23,USA
Apogee Enterprises,1000000000,45,USA
Finolex Cables,1000000000,7,India
Sun Country Airlines,1000000000,17,USA
Diamond Offshore Drilling,1000000000,10,USA
Iovance Biotherapeutics,1000000000,6,USA
Denison Mines,1000000000,1,Canada
Titan International,1000000000,16,USA
LeMaitre Vascular,1000000000,46,USA
VEON,1000000000,0,Netherlands
Waldencast,1000000000,9,USA
Astra Agro Lestari,990000000,1,Indonesia
Verano Holdings,990000000,3,USA
InnovAge,990000000,7,USA
Caverion,990000000,7,Finland
SiriusPoint,990000000,6,Bermuda
Eckert & Ziegler,990000000,48,Germany
Yatsen Holding,990000000,2,China
Veeco,990000000,19,USA
New York Mortgage Trust,990000000,3,USA
AMERISAFE,990000000,52,USA
Precision Drilling Corporation,990000000,74,Canada
OrthoPediatrics,990000000,43,USA
NRC Health,990000000,40,USA
Fortress REIT,990000000,1,South Africa
Columbus McKinnon,990000000,35,USA
KKR Real Estate Finance Trust,990000000,14,USA
American Axle & Manufacturing,980000000,9,USA
REGENXBIO,980000000,23,USA
ConnectOne Bancorp,980000000,25,USA
Osisko Mining,980000000,3,Canada
SunOpta,980000000,9,Canada
Premier Financial,980000000,28,USA
The Shyft Group,980000000,28,USA
Biohaven Pharmaceutical,980000000,14,USA
Juventus Turin,980000000,0,Italy
Paymentus,980000000,8,USA
Transcontinental,980000000,11,Canada
NAPCO Security Technologies,970000000,27,USA
PolyPeptide Group,970000000,30,Switzerland
Suburban Propane Partners,970000000,15,USA
NaaS Technology,970000000,5,China
RITES,970000000,4,India
Core Laboratories,970000000,21,Netherlands
AmRest,970000000,4,Spain
OPKO Health,970000000,1,USA
Perdoceo Education,970000000,14,USA
PostNL,970000000,2,Netherlands
Select Energy Services,970000000,9,USA
ImmunoGen,970000000,4,USA
GungHo Online Entertainment,970000000,16,Japan
Valneva SE,970000000,14,France
Sterling Construction,960000000,32,USA
Centerspace,960000000,60,USA
Van Lanschot Kempen,960000000,24,Netherlands
Cars.com,960000000,15,USA
Benchmark Electronics,960000000,28,USA
Cronos Group,960000000,3,Canada
Healthcare Services Group,960000000,13,USA
Italtile,960000000,1,South Africa
Uniper,960000000,3,Germany
Shop Apotheke Europe,960000000,53,Netherlands
Community Healthcare Trust,960000000,38,USA
OdontoPrev,960000000,2,Brazil
Collegium Pharmaceutical,960000000,29,USA
ProAssurance,960000000,18,USA
Cymbria,960000000,42,Canada
MRC Global,960000000,11,USA
Kalpataru Power Transmission,960000000,6,India
Lemonade,950000000,14,USA
Youdao,950000000,8,China
Patrizia Immobilien,950000000,11,Germany
Kahoot!,950000000,2,Norway
Sprott Inc,950000000,38,Canada
HireRight,950000000,12,USA
Crinetics Pharmaceuticals,950000000,18,USA
SilverCrest Metals,950000000,6,Canada
Morguard,950000000,86,Canada
AST SpaceMobile,950000000,5,USA
Tianyu Digital Technology (Dalian),940000000,1,China
Central Puerto,940000000,6,Argentina
Applus Services,940000000,7,Spain
Argo Group,940000000,27,Bermuda
Open Lending,940000000,7,USA
ARMOUR Residential REIT,940000000,6,USA
Dole PLC,940000000,10,Ireland
Sweetgreen,940000000,8,USA
Mesa Laboratories,930000000,176,USA
The Greenbrier Companies,930000000,29,USA
Conduent,930000000,4,USA
Dream Finders Homes,930000000,10,USA
Titan Machinery,930000000,41,USA
Dril-Quip,930000000,28,USA
NCC,930000000,10,Sweden
Jeld-Wen,930000000,11,USA
Novavax,930000000,11,USA
Innoviva,930000000,13,USA
Pliant Therapeutics,930000000,19,USA
Alamar Foods Company,930000000,37,S. Arabia
New Work,930000000,166,Germany
23andMe,930000000,2,USA
Headwater Exploration,930000000,4,Canada
Central Securities,930000000,34,USA
Bicycle Therapeutics,930000000,31,UK
Steel Partners,930000000,43,USA
Piedmont Lithium,930000000,52,Australia
Gogoro,930000000,4,Taiwan
"Sturm, Ruger & Co",920000000,53,USA
Palfinger,920000000,27,Austria
Omega Flex,920000000,92,USA
Marshalls plc,920000000,4,UK
Sparkassen Immobilien,920000000,13,Austria
SkyWest,920000000,18,USA
Jupiter Fund Management,920000000,2,UK
Pushpay Holdings,920000000,1,New Zealand
Teekay Tankers,920000000,27,Canada
Bally's Corporation,920000000,19,USA
Amerant Bancorp,910000000,27,USA
UMH Properties,910000000,16,USA
American Well,910000000,3,USA
Avid Bioservices,910000000,15,USA
Global Industrial Company,910000000,24,USA
Arcutis Biotherapeutics,910000000,15,USA
Gaotu Techedu,910000000,4,China
Barings BDC,910000000,8,USA
Hibbett Sports,910000000,72,USA
Trinseo,910000000,26,USA
Universal Logistics Holdings,910000000,35,USA
GPA,910000000,3,Brazil
Telkom SA,900000000,2,South Africa
PROG Holdings,900000000,18,USA
Radware,900000000,20,Israel
Gree,900000000,5,Japan
Kiwi Property,900000000,1,New Zealand
TomTom,900000000,7,Netherlands
Nürnberger Versicherung,900000000,78,Germany
LendingClub,900000000,9,USA
Grindr,900000000,5,USA
CryoPort,900000000,18,USA
Green Dot,900000000,17,USA
Recipe Unlimited,900000000,15,Canada
Jeju Air,890000000,11,S. Korea
Customers Bancorp,890000000,28,USA
PureTech Health,890000000,32,USA
Graphite India,890000000,5,India
Stratasys,890000000,13,Israel
Fulgent Genetics,890000000,30,USA
Phnom Penh Water Supply Authority,890000000,2,Cambodia
Barloworld,890000000,5,South Africa
Multi Commodity Exchange,890000000,17,India
B&G Foods,890000000,12,USA
WideOpenWest,890000000,10,USA
BSE,880000000,7,India
Sumo Logic,880000000,7,USA
Singapore Post,880000000,0,Singapore
The Necessity Retail REIT,880000000,6,USA
Associated Capital Group,880000000,40,USA
Bangkok Airways,880000000,0,Thailand
Li-Cycle,880000000,5,Canada
CRA International,880000000,124,USA
Knr Constructions,880000000,3,India
UFP Technologies,870000000,116,USA
Beyond Meat,870000000,14,USA
Schnitzer Steel,870000000,32,USA
BrainChip,870000000,1,Australia
Allogene Therapeutics,870000000,6,USA
Norway Royal Salmon,870000000,15,Norway
Adecoagro,870000000,8,Luxembourg
Sri Trang Gloves,870000000,0,Thailand
Rashtriya Chemicals and Fertilizers,870000000,2,India
Cogent Biosciences,870000000,13,USA
BrightSpire Capital,870000000,7,USA
Perfect Corp.,870000000,7,Taiwan
Shen Zhen Shengxunda Technology (gamexun),860000000,6,China
Terveystalo,860000000,7,Finland
BrightSphere Investment Group,860000000,21,USA
Douglas Dynamics,860000000,38,USA
Wesdome Gold Mines,860000000,6,Canada
i3 Verticals,860000000,26,USA
Stillfront Group,860000000,2,Sweden
CGN Mining Company,860000000,0,Hong Kong
Synthomer,860000000,2,UK
Zuora,860000000,6,USA
Imax Corp,860000000,15,Canada
Aliansce Sonae Shopping Centers,860000000,3,Brazil
RCI Hospitality Holdings,860000000,94,USA
Cerence,860000000,22,USA
ViewRay,860000000,5,USA
Yellow Cake plc,860000000,5,Jersey
National Healthcare,860000000,56,USA
Tauron Polska,860000000,0,Poland
U.S. Silica,860000000,11,USA
A-Mark Precious Metals,860000000,37,USA
7Road,850000000,0,China
Wolverine World Wide,850000000,11,USA
RPT Realty,850000000,10,USA
Membership Collective,850000000,4,UK
American Woodmark,850000000,52,USA
Ichor Systems,850000000,30,USA
Overstock.com,850000000,19,USA
BBVA Argentina,850000000,4,Argentina
Chase Corporation,850000000,90,USA
Perella Weinberg Partners,850000000,10,USA
Steelcase,850000000,8,USA
CEAT,850000000,21,India
Savencia Fromage & Dairy,850000000,62,France
Winmark,850000000,248,USA
BLS International,850000000,2,India
Century Aluminum,850000000,9,USA
Rush Street Interactive,840000000,4,USA
Shentel,840000000,17,USA
Summit Therapeutics,840000000,4,UK
International Money Express,840000000,23,USA
Allego,840000000,3,Netherlands
Cellebrite,840000000,4,Israel
Plymouth Industrial REIT,840000000,19,USA
OneSpaWorld,840000000,9,Bahamas
QCR Holdings,840000000,50,USA
NBCC India,840000000,0,India
First Foundation,840000000,15,USA
Unitil Corporation,840000000,52,USA
Community Trust Bancorp,840000000,47,USA
AerSale,830000000,16,USA
Mission Produce,830000000,12,USA
IRSA Inversiones y Representaciones,830000000,5,Argentina
TimkenSteel,830000000,19,USA
Interfor,830000000,16,Canada
Cera Sanitaryware,830000000,64,India
Astec Industries,830000000,37,USA
WalkMe,830000000,10,Israel
Hinduja Global Solutions,830000000,16,India
Chalet Hotels,830000000,4,India
Geopark,830000000,14,Chile
(DIA) Distribuidora Internacional de Alimentación,830000000,0,Spain
Allegiance Bancshares,830000000,42,USA
IDEAYA Biosciences,830000000,17,USA
Network18,830000000,1,India
Washington Trust Bancorp,830000000,48,USA
Westlake Chemical Partners,820000000,24,USA
Myers Industries,820000000,23,USA
Sligro Food,820000000,19,Netherlands
Global Blue Group,820000000,4,Switzerland
Inter & Co,820000000,2,Brazil
Gateway Real Estate,820000000,4,Germany
Deluxe,820000000,19,USA
Proterra,820000000,4,USA
Nexa Resources,820000000,6,Luxembourg
flatexDEGIRO AG,820000000,7,Germany
Republic Bank,820000000,42,USA
Symphony Limited,810000000,12,India
Kura Oncology,810000000,12,USA
GoPro,810000000,5,USA
Praj Industries,810000000,4,India
Bank First,810000000,90,USA
MYT Netherlands Parent (Mytheresa),810000000,10,Germany
Lyell Immunopharma,810000000,3,USA
Sterlite Technologies,810000000,2,India
ChipMOS Technologies,810000000,22,Taiwan
Zealand Pharma,810000000,18,Denmark
Ceres Power,810000000,4,UK
Caleres,810000000,23,USA
Cardinal Energy,810000000,5,Canada
Team17,810000000,6,UK
Redwood Trust,810000000,7,USA
Peoples Bancorp,800000000,29,USA
Laredo Petroleum,800000000,48,USA
Bombay Burmah,800000000,12,India
Dah Sing Financial,800000000,3,Hong Kong
Alpha & Omega Semiconductor,800000000,29,USA
Pharming Group,800000000,12,Netherlands
iHeartMedia,800000000,7,USA
Forestar Group,800000000,16,USA
Mensch und Maschine,800000000,47,Germany
Varex Imaging,800000000,20,USA
Heritage-Crystal Clean,800000000,33,USA
Cadre,800000000,21,USA
Mercer International,800000000,12,Canada
ADMA Biologics,800000000,4,USA
KSB ltd,800000000,23,India
Indiabulls Housing Finance,800000000,2,India
Africa Oil,800000000,2,Canada
QuinStreet,800000000,15,USA
Pitney Bowes,800000000,5,USA
Ferroglobe,790000000,4,UK
Clairvest Group,790000000,53,Canada
Maxeon Solar Technologies,790000000,18,Singapore
Bain Capital,790000000,12,USA
Aktia Bank,790000000,11,Finland
Pacific Century Regional Developments,790000000,0,Singapore
First Watch Restaurant,790000000,13,USA
James River Group,790000000,21,Bermuda
Hangzhou Electronic Soul Network Technology,790000000,3,China
Boston Omaha,790000000,27,USA
Borosil,790000000,6,India
REV Group,790000000,13,USA
Taboola.com,790000000,3,USA
edenor,790000000,9,Argentina
Prince Pipes And Fittings,790000000,7,India
Drägerwerk,790000000,39,Germany
Biolife Solutions,790000000,19,USA
Movado,790000000,35,USA
Heritage Commerce,790000000,13,USA
Cutera,790000000,40,USA
Provention Bio,790000000,9,USA
Azul,790000000,7,Brazil
Grid Dynamics,790000000,11,USA
Asiana Airlines,780000000,11,S. Korea
Summit Hotel Properties,780000000,7,USA
Quanex Building Products,780000000,24,USA
THG (The Hut Group),780000000,1,UK
Artis REIT,780000000,7,Canada
RAPT Therapeutics,780000000,23,USA
Softchoice,780000000,13,Canada
Portillo's,780000000,16,USA
Office Properties Income Trust,780000000,15,USA
Ellington Financial,780000000,13,USA
SLR Investment,780000000,14,USA
Carvana,780000000,4,USA
Shinpoong Pharm,780000000,16,S. Korea
Matterport,780000000,3,USA
Hawkins,780000000,37,USA
Enerflex,770000000,6,Canada
Anavex Life Sciences,770000000,10,USA
Standard Motor Products (SMP),770000000,36,USA
Bioceres Crop Solutions,770000000,12,Argentina
Amber Enterprises India,770000000,23,India
Magic Software,770000000,16,Israel
WisdomTree Investments,770000000,5,USA
CrossAmerica Partners,770000000,20,USA
Cellcom Israel,770000000,5,Israel
Ponsse,770000000,28,Finland
indie Semiconductor,770000000,6,USA
ESAB India,760000000,50,India
SMART Global Holdings,760000000,16,USA
AvePoint,760000000,4,USA
LivePerson,760000000,10,USA
Bristow Group,760000000,27,USA
Vitru,760000000,23,Brazil
ANI Pharmaceuticals,760000000,44,USA
JBM Auto,760000000,6,India
Nextdoor,760000000,2,USA
ScanSource,760000000,30,USA
Adler Real Estate,760000000,7,Germany
Ingersoll Rand India,760000000,24,India
Alabama Power,760000000,25,USA
POINT Biopharma,760000000,7,USA
Ambac,760000000,17,USA
Gladstone Commercial,760000000,19,USA
PAR Technology,760000000,28,USA
Anywhere Real Estate,750000000,7,USA
VTEX,750000000,4,UK
Old Second Bancorp,750000000,17,USA
Yext,750000000,6,USA
Shenzhen Zqgame,750000000,3,China
Navios Maritime Partners,750000000,25,Monaco
Univest,750000000,26,USA
Theravance Biopharma,750000000,11,Cayman Islands
The Vita Coco Company,750000000,13,USA
IonQ,750000000,4,USA
Northfield Bancorp,750000000,16,USA
Aerie Pharmaceuticals,750000000,15,USA
CBL Properties,750000000,24,USA
New Gold,750000000,1,Canada
Ranger Oil,750000000,39,USA
Hanmi Financial,750000000,25,USA
Genius Sports,750000000,4,UK
4D Molecular Therapeutics,750000000,23,USA
BEML,740000000,18,India
Tokmanni,740000000,13,Finland
W&T Offshore,740000000,5,USA
Al Moammar Information Systems,740000000,25,S. Arabia
Riskified,740000000,4,Israel
Exscientia,740000000,6,UK
TCG BDC,740000000,15,USA
Belite Bio,740000000,30,USA
Accel Entertainment,740000000,9,USA
Coherus BioSciences,740000000,10,USA
AMTD Digital,740000000,2,Hong Kong
Sunlight REIT,740000000,0,Hong Kong
Amalgamated Financial,740000000,24,USA
DocGo,730000000,7,USA
SunCoke Energy,730000000,9,USA
Enfusion,730000000,11,USA
Karooooo,730000000,24,Singapore
UB Properties,730000000,19,USA
Protolabs,730000000,27,USA
HealthStream,730000000,24,USA
Aspen Aerogels,730000000,11,USA
IES Holdings,730000000,36,USA
MultiPlan,730000000,1,USA
ATN International,730000000,47,USA
Mirum Pharmaceuticals,730000000,20,USA
DRDGOLD,730000000,9,South Africa
Hanger,730000000,19,USA
Agenus,730000000,2,USA
AMC Networks,730000000,17,USA
Repay Holdings,730000000,8,USA
Opendoor,720000000,1,USA
Qurate Retail Group,720000000,2,USA
Slam Corp,720000000,10,USA
