,name,valuation,dateJoined,country,city,industry,investors,founded,stage,totalRaised
1101,Easyhome,$5.78B,2/12/2018,China,Beijing,Consumer & retail,"Alibaba Group, Boyu Capital, Borui Capital",1999,Corporate Minority,$2.085B
1102,Vice Media,$5.7B,4/2/2011,United States,Brooklyn,Internet software & services,"Technology Crossover Ventures, A&E Television Networks",1994,Private Equity - II,$1.555B
1103,iCapital Network,$6B,7/27/2021,United States,New York,Fintech,"BlackRock, Blackstone, UBS",2013,Corporate Minority,$729.22M
1104,Wiz,$6B,3/17/2021,Israel,Tel Aviv,Cybersecurity,"Insight Partners, Sequoia Capital, Index Ventures",2020,Series D,$600M
1105,Black Unicorn Factory,$6.1B,5/20/2021,United States,Los Angeles,Other,Barter Ventures,2020,Series B,$645M
1106,Upgrade,$6.28B,2/12/2018,United States,San Francisco,Fintech,"Union Square Ventures, Ribbit Capital, VY Capital",2009,None,None
1107,Cityblock Health,$5.7B,12/10/2020,United States,Brooklyn,Health,"Thrive Capital, Maverick Ventures, Redpoint Ventures",2017,Series D,$891.3M
1108,Hinge Health,$6.2B,1/6/2021,United States,San Francisco,Health,"Atomico, Insight Partners, Coatue Management",2015,Secondary Market,$853.85M
1109,National Stock Exchange of India,$6.5B,7/1/2020,India,Mumbai,Fintech,"TA Associates, SoftBank Group, GS Growth",1992,Private Equity,$149.5M
1110,Doctolib,$6.4B,3/19/2019,France,Paris,Health,"BPI France, Kerala Ventures, Accel",2013,Debt,$815.98M
1111,CRED,$6.4B,4/6/2021,India,Bengaluru,Fintech,"Tiger Global Management, DST Global, Sequoia Capital India",2021,None,None
1112,SVOLT,$6.51B,6/8/2020,China,Changzhou,Auto & transportation,"IDG Capital, Bank Of China Group Investment,, SDIC CMC Investment Management",2018,Series B - III,$3.207B
1113,1Password,$6.8B,7/8/2021,Canada,Toronto,Cybersecurity,"Slack Fund, Accel, Skip Capital",2005,Series C,$920.14M
1114,Ola Cabs,$7.5B,10/27/2014,India,Bengaluru,Auto & transportation,"Accel Partners, SoftBank Group, Sequoia Capital",None,Acq - Fin,None
1115,Ziroom,$6.6B,1/17/2018,China,Beijing,E-commerce & direct-to-consumer,"Sequoia Capital China, Warburg Pincus, General Catalyst",2011,Series C,$2.121B
1116,C6 Bank,$5.05B,12/2/2020,Brazil,Sao Paulo,Fintech,Credit Suisse,None,None,None
1117,Klarna,$6.7B,12/12/2011,Sweden,Stockholm,Fintech,"Institutional Venture Partners, Sequoia Capital, General Atlantic",2005,Private Equity - IV,$4.272B
1118,DataRobot,$6.3B,7/29/2019,United States,Boston,Artificial intelligence,"New Enterprise Associates, Accomplice, IA Ventures",2012,Series G - II,$1.089B
1119,ConsenSys,$7B,11/17/2021,United States,New York,Fintech,"Third Point, Electric Capital, Coinbase Ventures",2014,Secondary Market,$732.5M
1120,Mollie,$6.5B,9/8/2020,Netherlands,Amsterdam,Fintech,Technology Crossover Ventures,2004,Series C,$934.32M
1121,We Doctor,$7B,9/22/2015,China,Hangzhou,Health,"Tencent, Morningside Group",2010,Series G,$1.936B
1122,Ro,$7B,7/27/2020,United States,New York,Health,"Initialized Capital, General Catalyst, SignalFire",2017,Series D - II,$1.027B
1123,Automation Anywhere,$6.8B,7/2/2018,United States,San Jose,Artificial intelligence,"General Atlantic, Goldman Sachs, New Enterprise Associates",2003,Loan,$1.04B
1124,Toss,$7B,12/9/2018,South Korea,Seoul,Fintech,"Bessemer Venture Partners, Qualcomm Ventures, Kleiner Perkins Caufield & Byers",2013,Series G - III,$1.653B
1125,Argo AI,$7.25B,7/12/2019,United States,Pittsburgh,Auto & transportation,"Volkswagen Group, Ford Autonomous Vehicles",2016,Dead,$500M
1126,Gemini,$7.1B,11/19/2021,United States,New York,Fintech,"Morgan Creek Digital, Marcy Venture Partners, 10T Fund",2015,Series A,$400M
1127,Gong,$7.25B,8/12/2020,United States,Palo Alto,Artificial intelligence,"Norwest Venture Partners, Next World Capital, Wing Venture Capital",2015,Series E,$583M
1128,Scale AI,$7.3B,8/5/2019,United States,San Francisco,Artificial intelligence,"Accel, Y Combinator, Index Ventures",None,Other Investors,None
1129,Carta,$7.4B,5/6/2019,United States,San Francisco,Fintech,"Menlo Ventures, Spark Capital, Union Square Ventures",2012,Series G,$1.158B
1130,Hopin,$7.75B,11/10/2020,United Kingdom,London,Internet software & services,"Accel, Northzone Ventures, Institutional Venture Partners",None,None,None
1131,Dapper Labs,$7.6B,3/30/2021,Canada,Vancouver,Internet software & services,"Union Square Ventures, Venrock, Andreessen Horowitz",2018,Unattributed - III,$676.96M
1132,Flexport,$8B,4/30/2018,United States,San Francisco,"Supply chain, logistics, & delivery","Bloomberg Beta, Founders Fund, First Round Capital",2013,Line of Credit,$2.437B
1133,Snyk,$7.4B,1/21/2020,United States,Boston,Cybersecurity,"BOLDstart Ventures, Google Ventures, Accel",2015,Series G,$1.222B
1134,Caris Life Sciences,$7.83B,5/12/2021,United States,Irving,Health,"Sixth Street Partners, OrbiMed Advisors, Highland Capital Management",1996,Private Equity - II,$1.314B
1135,Razorpay,$7.5B,10/11/2020,India,Bengaluru,Fintech,"Sequoia Capital India, Tiger Global Management, Matrix Partners India",2013,Secondary Market,$741.62M
1136,Automattic,$7.5B,5/27/2013,United States,San Francisco,Internet software & services,"Insight Venture Partners, Lowercase Capital, Polaris Partners",2005,Series E,$861.69M
1137,FalconX,$8B,8/10/2021,United States,San Mateo,Fintech,"Tiger Global Management, American Express Ventures, B Capital Group",2018,Series D,$427M
1138,Fireblocks,$8B,7/27/2021,United States,New York,Fintech,"Tenaya Capital, Coatue Management, Stripes Group",2018,Series E,$1.039B
1139,Weilong,$10.88B,5/8/2021,China,Luohe,Consumer & retail,"Tencent Holdings, Hillhouse Capital Management, Yunfeng Capital",2001,IPO,$559.74M
1140,Alchemy,$10.2B,10/28/2021,United States,San Francisco,Fintech,"DFJ Growth Fund, Coatue Management, Addition",2017,Series D,$545M
1141,Swiggy,$10.7B,6/21/2018,India,Bengaluru,"Supply chain, logistics, & delivery","Accel India, SAIF Partners, Norwest Venture Partners",2014,Series K,$3.571B
1142,Dream11,$8B,4/9/2019,India,Mumbai,Internet software & services,"Kaalari Capital, Tencent Holdings, Steadview Capital",2007,Series F,$1.165B
1143,Ramp,$8.1B,3/29/2021,United States,New York,Fintech,"D1 Capital Partners, Stripe, Coatue Management",2019,Debt - II,$1.377B
1144,Global Switch,$11.1B,12/22/2016,United Kingdom,London,Hardware,"Aviation Industry Corporation of China, Essence Financial, Jiangsu Sha Steel Group",1998,Corporate Minority - II,$6.255B
1145,Bolt,$11B,10/8/2021,United States,San Francisco,Fintech,"Activant Capital, Tribe Capital, General Atlantic",2014,Series E,$963M
1146,Xingsheng Selected,$12B,7/22/2020,China,Changsha,E-commerce & direct-to-consumer,"KKR, Tencent Holdings, Sequoia Capital China",2009,Unattributed,$5.04B
1147,Getir,$11.8B,3/26/2021,Turkey,Istanbul,"Supply chain, logistics, & delivery","Tiger Global Management, Sequoia Capital, Revo Capital",2015,Series E,$1.94B
1148,GoodLeap,$12B,10/13/2021,United States,Roseville,Internet software & services,"New Enterprise Associates, BDT Capital Partners, Davidson Kempner Capital Management",2003,Growth Equity - II,$1.8B
1149,Rippling,$11.25B,8/4/2020,United States,San Francisco,Internet software & services,"Initialized Capital, Y Combinator, Kleiner Perkins Caufield & Byers",2017,Series D,$697.12M
1150,Deel,$12B,4/21/2021,United States,San Francisco,Fintech,"Andreessen Horowitz, Spark Capital, Y Combinator",2019,Series D - II,$675.15M
1151,Biosplice Therapeutics,$12B,8/6/2018,United States,San Diego,Health,"Vickers Venture Partners, IKEA GreenTech",2008,Series B,$561.5M
1152,ZongMu Technology,$11.4B,6/3/2021,China,Shanghai,Auto & transportation,"LTW Capital, Legend Capital, Qualcomm Ventures",2013,Series E,$367.83M
1153,Airtable,$11.7B,11/15/2018,United States,San Francisco,Internet software & services,"Caffeinated Capital, CRV, Founder Collective",2013,Series F,$1.353B
1154,Brex,$12.3B,10/5/2018,United States,San Francisco,Fintech,"DST Global, Ribbit Capital, Greenoaks Capital Management",2017,Series D - II,$1.49B
1155,Devoted Health,$12.6B,10/16/2018,United States,Waltham,Health,"Andreessen Horowitz, F-Prime Capital, Venrock",2017,Series D,$1.969B
1156,Bitmain Technologies,$12B,7/6/2018,China,Beijing,Hardware,"Coatue Management, Sequoia Capital China, IDG Capital",2013,Series B,$450M
1157,Faire,$12.59B,10/30/2019,United States,San Francisco,Artificial intelligence,"Khosla Ventures, Forerunner Ventures, Sequoia Capital",2017,Series G - III,$1.692B
1158,JUUL Labs,$12B,12/20/2017,United States,San Francisco,Consumer & retail,Tiger Global Management,2015,Unattributed,$15.372B
1159,Grammarly,$13B,10/10/2019,United States,San Francisco,Internet software & services,"General Catalyst, Institutional Venture Partners, Breyer Capital",2009,Unattributed VC - III,$400M
1160,Celonis,$13B,6/26/2018,Germany,Munich,Data management & analytics,"Accel, 83North",2011,Line of Credit,$2.368B
1161,Yuanfudao,$15.5B,5/31/2017,China,Beijing,Edtech,"Tencent Holdings, Warbug Pincus, IDG Capital",2012,Series G - IV,$4.044B
1162,Ripple,$15B,12/20/2019,United States,San Francisco,Fintech,"IDG Capital, Venture51, Lightspeed Venture Partners",2012,Shareholder Liquidity,$293.9M
1163,Discord,$15B,4/20/2018,United States,San Francisco,Internet software & services,"Benchmark, Greylock Partners, Tencent Holdings",2012,Corporate Minority,$979.3M
1164,Plaid,$13.5B,12/11/2018,United States,San Francisco,Fintech,"New Enterprise Associates, Spar Capital, Index Ventures",2012,Series D - II,$734.8M
1165,OpenSea,$13.3B,7/20/2021,United States,New York,Internet software & services,"Andreessen Horowitz, Thirty Five Ventures, Sound Ventures",2017,Series C,$425.12M
1166,goPuff,$15B,10/8/2020,United States,Philadelphia,"Supply chain, logistics, & delivery","Accel, Softbank Group, Anthos Capital",2013,Angel,$3.397B
1167,Blockchain.com,$14B,2/17/2021,United Kingdom,London,Fintech,"Lightspeed Venture Partners, Google Ventures, Lakestar",2011,Unattributed VC,$490.5M
1168,Yuanqi Senlin,$15B,3/1/2020,China,Beijing,Consumer & retail,"Sequoia Capital China, Longfor Capitalm, Gaorong Capital",2016,Series B - V,$721.31M
1169,DJI Innovations,$15B,1/23/2015,China,Shenzhen,Hardware,"Accel Partners, Sequoia Capital",2006,Series D,$1.135B
1170,Xiaohongshu,$20B,3/31/2016,China,Shanghai,E-commerce & direct-to-consumer,"GGV Capital, ZhenFund, Tencent",2013,Series E,$917.5M
1171,BYJU's,$22B,7/25/2017,India,Bengaluru,Edtech,"Tencent Holdings, Lightspeed India Partners, Sequoia Capital India",2011,Series I,$5.833B
1172,Miro,$17.5B,1/5/2022,United States,San Francisco,Internet software & services,"Accel, AltaIR Capital, Technology Crossover Ventures",2011,Series C,$475M
1173,J&T Express,$20B,4/7/2021,Indonesia,Jakarta,"Supply chain, logistics, & delivery","Hillhouse Capital Management, Boyu Capital, Sequoia Capital China",2015,Private Equity - II,$4.653B
1174,SHEIN,$100B,7/3/2018,China,Shenzhen,E-commerce & direct-to-consumer,"Tiger Global Management, Sequoia Capital China, Shunwei Capital Partners",2008,Growth Equity,$1.553B
1175,Revolut,$33B,4/26/2018,United Kingdom,London,Fintech,"index Ventures, DST Global, Ribbit Capital",2015,Series E,$1.716B
1176,Canva,$40B,1/8/2018,Australia,Surry Hills,Internet software & services,"Sequoia Capital China, Blackbird Ventures, Matrix Partners",2012,Angel,$571.26M
1177,Checkout.com,$40B,5/2/2019,United Kingdom,London,Fintech,"Tiger Global Management, Insight Partners, DST Global",2012,Series D,$1.83B
1178,Epic Games,$31.5B,10/26/2018,United States,Cary,Other,"Tencent Holdings, KKR, Smash Ventures",1991,Private Equity - IV,$6.377B
1179,Chime,$25B,3/5/2019,United States,San Francisco,Fintech,"Forerunner Ventures, Crosslink Capital, Homebrew",2013,Series G - II,$2.599B
1180,SpaceX,$127B,12/1/2012,United States,Hawthorne,Other,"Founders Fund, Draper Fisher Jurvetson, Rothenberg Ventures",2002,Unattributed - VIII,$9.704B
1181,Fanatics,$31B,6/6/2012,United States,Jacksonville,E-commerce & direct-to-consumer,"SoftBank Group, Andreessen Horowitz, Temasek Holdings",1995,Series I,$4.89B
1182,Instacart,$39B,12/30/2014,United States,San Francisco,"Supply chain, logistics, & delivery","Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund",2012,Series I,$2.686B
1183,Databricks,$38B,2/5/2019,United States,San Francisco,Data management & analytics,"Andreessen Horowitz, New Enterprise Associates, Battery Ventures",2013,Corporate Minority,$3.497B
1184,Stripe,$95B,1/23/2014,United States,San Francisco,Fintech,"Khosla Ventures, LowercaseCapital, capitalG",2010,Corporate Minority - II,$2.901B
