,name,industry,sector,headquarters,founded,notes
1968,isotta fraschini,consumer goods,automobiles,milan,1900,automotive manufacturer
1969,ita airways,consumer services,airlines,rome,2020,flag carrier
1970,italcementi,industrials,building materials & fixtures,bergamo,1864,concrete
1971,italdesign giugiaro,consumer goods,automobiles,moncalieri,1968,automotive design
1972,italjet,consumer goods,automobiles,castel san pietro terme,1959,"scooters, production ceased"
1973,iveco,industrials,commercial vehicles & trucks,turin,1975,"trucks, industrial & defense vehicles"
1974,kappa,consumer goods,clothing & accessories,turin,1916,sportswear
1975,kiton,consumer goods,clothing & accessories,naples,1956,clothing
1976,krizia,consumer goods,clothing & accessories,milan,1954,designer label
1977,kuota,consumer goods,recreational products,albiate,2001,bicycles
1978,la perla,consumer goods,clothing & accessories,bologna,1954,clothing
1979,la rinascente,consumer services,broadline retailers,milan,1865,department stores
1980,la sportiva,consumer goods,footwear,ziano di fiemme,1928,athletic footwear
1981,lagostina,consumer goods,durable household products,omegna,1901,kitchenwares
1982,lamborghini,consumer goods,automobiles,sant'agata bolognese,1963,"road and race cars, part of the volkswagen group (germany)"
1983,lambretta,consumer goods,automobiles,milan,1947,"scooters, defunct 1972"
1984,lancia,consumer goods,automobiles,turin,1906,"road and race cars, part of fca italy"
1985,landi renzo,consumer goods,auto parts,cavriago,1954,alternative fuel systems
1986,lavazza,consumer goods,beverages,turin,1895,coffee
1987,laverda,consumer goods,automobiles,breganze,1873,"motorbikes, production ceased"
1988,legea,consumer goods,clothing & accessories,pompei,1993,sportswear
1989,leonardo s.p.a.,industrials,aerospace & defense,rome,1948,"aerospace, defense electronics and security"
1990,livingston energy flight,consumer services,airlines,milan,1992,"airline, defunct 2010"
1991,loacker,consumer goods,food products,ritten[7],1925,snacks
1992,loro piana,consumer goods,clothing & accessories,quarona,1924,clothing
1993,lotto sport italia,consumer goods,clothing & accessories,treviso,1973,sportswear
1994,luigi borrelli,consumer goods,clothing & accessories,naples,1957,menswear
1995,luxottica,consumer goods,clothing & accessories,milan,1961,eyewear
1996,macron,consumer goods,clothing & accessories,crespellano,1971,sportswear
1997,magneti marelli,consumer goods,auto parts,corbetta,1919,automobile components
1998,magni,consumer goods,automobiles,samarate,1977,motorbikes
1999,malaguti,consumer goods,automobiles,san lazzaro di savena,1930,"scooters, defunct 2011"
2000,mandarina duck,consumer goods,clothing & accessories,bologna,1977,part of e-land group (south korea)
2001,manfrotto,consumer goods,recreational products,cassola,1972,photographic accessories and tripods
2002,mapei,industrials,building materials & fixtures,milan,1937,building materials
2003,marni,consumer goods,clothing & accessories,milan,1994,fashion label
2004,martini & rossi,consumer goods,distillers & vintners,turin,1863,vermouth drinks
2005,marzocchi,consumer goods,recreational products,bologna,1949,"bicycle suspension components, part of tenneco (us)"
2006,marzotto,consumer goods,clothing & accessories,valdagno,1836,textiles
2007,maserati,consumer goods,automobiles,modena,1914,"road and race cars, part of fca italy"
2008,massimo zanetti beverage group,consumer goods,beverages,bologna,1973,coffee
2009,max mara,consumer goods,clothing & accessories,reggio emilia,1951,fashion
2010,md discount,consumer services,food retailers & wholesalers,gricignano di aversa,1994,food retailer
2011,mediobanca,financials,banks,milan,1946,investment bank
2012,memphis group,industrials,business support services,milan,1982,"architecture, dismantled"
2013,menarini,health care,pharmaceuticals,florence,1886,pharmaceuticals
2014,meridiana,consumer services,airlines,olbia,1964,private airline
2015,miche,consumer goods,recreational products,san vendemiano,1919,bicycles
2016,milano assicurazioni,financials,property & casualty insurance,milan,1825,"insurance, defunct 2013"
2017,minarelli,consumer goods,auto parts,calderara di reno,1951,"motorbike engines, now part of yamaha motor corporation (japan)"
2018,minardi,consumer goods,automobiles,faenza,1979,"race cars, defunct 2005"
2019,missoni,consumer goods,clothing & accessories,varese,1953,fashion
2020,miu miu,consumer goods,clothing & accessories,milan,1993,"fashion, part of prada"
2021,mivar,consumer goods,consumer electronics,abbiategrasso,1945,televisions
2022,moby lines,industrials,marine transportation,milan,1959,ferries line
2023,momo,consumer goods,auto parts,milan,1964,racing accessories
2024,mondial,consumer goods,automobiles,manerbio,1929,motorbikes
2025,moon boot,consumer goods,footwear,giavera del montello,1969,snow boots
2026,morbidelli,consumer goods,automobiles,pesaro,1960,"motorbikes, production ceased"
2027,moretti motor company,consumer goods,automobiles,turin,1925,road cars
2028,moschino,consumer goods,clothing & accessories,milan,1983,fashion
2029,moser cicli,consumer goods,recreational products,trento,1979,bicycles
2030,moto guzzi,consumer goods,automobiles,mandello del lario,1921,"motorbikes, part of piaggio"
2031,moto morini,consumer goods,automobiles,bologna,1937,"motorbikes, now part of znen (china)"
2032,moto rumi,consumer goods,automobiles,bergamo,?,"motorbikes, production ceased"
2033,motobi,consumer goods,automobiles,pesaro,1949,"motorbikes, production ceased"
2034,mutti,consumer goods,food products,montechiarugolo,1899,food
2035,mv agusta,consumer goods,automobiles,varese,1945,motorbikes
2036,nardi,consumer goods,automobiles,turin,1932,road and race cars
2037,natuzzi,consumer goods,furnishings,santeramo in colle,1959,furniture and upholstery manufacturing
2038,neos,consumer services,airlines,somma lombardo,2001,leisure airline
2039,new holland construction,industrials,commercial vehicles & trucks,turin,1895,construction machinery
2040,nolan,consumer goods,auto parts,bergamo,1972,helmets
2041,nordica,consumer goods,clothing & accessories,giavera del montello,1939,sportswear
2042,novarossi,consumer goods,recreational products,monticelli brusati,1984,glowplug engine
2043,nuova cometra,industrials,commercial rail vehicles,pace del mela,1999,railway vehicles
2044,nuovo banco ambrosiano,financials,banks,milan,1982,"bank, defunct 1989"
2045,osca,consumer goods,automobiles,san lazzaro di savena,1947,"automobiles, production ceased 1967"
2046,officine meccaniche,industrials,commercial vehicles & trucks,milan,1918,"trucks, production ceased 1975"
2047,olidata,technology,software,cesena,1982,softwares
2048,olivetti,consumer goods,consumer electronics,ivrea,1908,"electronics, mobile phones"
2049,omas,consumer goods,nondurable household products,bologna,1925,"pens, office accessories, defunct 2016"
2050,omp racing,consumer goods,auto parts,ronco scrivia,1973,racing wear and car equipment
2051,onda mobile communication,technology,telecommunications equipment,roveredo in piano,2003[8],"mobile phones, bankrupt, now merged into onda tlc"
2052,osella,consumer goods,automobiles,verolengo,1965,race cars
2053,ostoni,consumer goods,durable household products,cormano,1958,pasta machines
2054,oto melara,industrials,defense,rome,1905,"defense, defunct 2015, now leonardo"
2055,oz group,consumer goods,tires,san martino di lupari,1971,wheels
2056,pagani,consumer goods,automobiles,san cesario sul panaro,1992,road cars
2057,pal zileri,consumer goods,clothing & accessories,vicenza,1980,menswear
2058,panerai,consumer goods,clothing & accessories,milan,1860,watches
2059,panini comics,consumer services,publishing,modena,1994,comic books
2060,parmalat,consumer goods,food products,collecchio,1961,dairy goods and snacks
2061,partenavia,industrials,aerospace,arzano,1957,"aircraft, defunct 1998"
2062,paton,consumer goods,automobiles,settimo milanese,1958,motorbikes
2063,peg perego,consumer goods,toys,arcore,1949,juvenile products and toys
2064,perazzi,industrials,defense,brescia,1957,firearms
2065,perfetti van melle,consumer goods,food products,lainate/breda,2001,confectionery and gum
2066,perini navi,industrials,shipbuilding,viareggio,1983,yachts
2067,permasteelisa,industrials,heavy construction,vittorio veneto,1973,construction and engineering
2068,peroni s.p.a.,consumer goods,recreational products,gallarate,1792,theater drapes and stage curtains
2069,persol,consumer goods,clothing & accessories,agordo,1917,eyewear
2070,perugina,consumer goods,food products,perugia,1907,"confectionery, part of nestlé (switzerland)"
2071,piaggio aerospace,industrials,aerospace & defense,genoa,1884,aerospace manufacturing
2072,piaggio,consumer goods,automobiles,pontedera,1884,scooters
2073,pinarello,consumer goods,recreational products,treviso,1952,"bicycles, part of catterton partners (us)"
2074,pininfarina,consumer goods,automobiles,cambiano,1930,"car body styling, part of mahindra group (india)"
2075,pirelli,consumer goods,tires,milan,1872,tires
2076,pogliaghi,consumer goods,recreational products,milan,1947,bicycles
2077,police,consumer goods,clothing & accessories,venice,1983,fashion
2078,poste air cargo,consumer services,airlines,rome,1981,"cargo airline, part of poste italiane"
2079,poste italiane,industrials,delivery services,rome,1862,postal services
2080,prada,consumer goods,clothing & accessories,milan,1913,fashion
2081,prinetti & stucchi,consumer goods,recreational products,milan,1901,bicycles
2082,prysmian group,industrials,electrical components & equipment,milan,2011,electrical cable
2083,rai,consumer services,broadcasting & entertainment,rome,1924,state media
2084,rancilio,consumer goods,durable household products,parabiago,1927,espresso machines
2085,ray-ban,consumer goods,clothing & accessories,milan,1936,glasses
2086,rcs mediagroup,consumer services,publishing,milan,1927,publishing group
2087,rifle,consumer goods,clothing & accessories,prato,1958,fashion
2088,rizzani de eccher,industrials,heavy construction,pozzuolo del friuli,1831,general contractor
2089,sabelt,consumer goods,auto parts,turin,1972,racing accessories
2090,saeco,consumer goods,durable household products,bologna,1981,espresso machines
2091,safilo,consumer goods,clothing & accessories,padua,1934,eyewear
2092,salini impregilo,industrials,heavy construction,milan,2014,industrial group
2093,salvatore ferragamo s.p.a.,consumer goods,clothing & accessories,florence,1928,fashion
2094,san pellegrino,consumer goods,beverages,san pellegrino terme,1899,"mineral water, part of nestlé (switzerland)"
2095,saras s.p.a.,oil & gas,oil & gas exploration & production,sarroch,1962,petroleum
2096,seleco,consumer goods,consumer electronics,milan,1965,televisions
2097,selex es,industrials,aerospace,rome,2013,"defunct 2015, now leonardo"
2098,sergio rossi,consumer goods,footwear,milan,1966,footwear
2099,shy,consumer goods,clothing & accessories,venice,2001,shoes and handbags
2100,siae microelettronica,technology,telecommunications equipment,cologno monzese,1952,network equipment
2101,siai-marchetti,industrials,aerospace,sesto calende,1915,"aircraft, defunct 1983"
2102,sicom test,technology,telecommunications equipment,trieste,2003,test and certification
2103,sigma-tau,health care,pharmaceuticals,pomezia,1957,pharmaceuticals
2104,simmel difesa,industrials,defense,colleferro,1948,ammunition
2105,smeg,consumer goods,durable household products,guastalla,1948,appliances
2106,snam,utilities,gas distribution,san donato milanese,1941,gas infrastructure
2107,snav,industrials,marine transportation,naples,1958,"ferries line, part of mediterranean shipping company (switzerland)"
