00-avengers-country,01-DDD-country,02-GioPonSpiz-country,03-gren-country,04-iGMM-country,05-MalPatSaj-country,06-MarScoToc-country
usa,usa,usa,denmark,,usa,hong kong
usa,usa,uk,usa,USA,usa,usa
usa,india,usa,uk,,india,usa
usa,usa,germany,france,Brazil,germany,usa
usa,usa,chile,usa,,usa,usa
usa,india,south africa,poland,,india,usa
usa,none,uk,s. korea,,usa,germany
usa,usa,usa,usa,USA,germany,usa
usa,usa,usa,uk,USA,south africa,
usa,india,usa,argentina,,usa,usa
canada,usa,india,usa,India,usa,canada
usa,canada,usa,usa,,usa,india
india,usa,usa,usa,Canada,usa,hong kong
usa,usa,usa,uk,,usa,usa
usa,united-kingdom,denmark,uk,,usa,usa
australia,usa,israel,greece,,usa,south africa
,denmark,usa,spain,USA,usa,usa
,canada,india,canada,Norway,usa,usa
china,brazil,usa,usa,,chile,germany
usa,taiwan,hong kong,usa,UK,belgium,usa
usa,usa,usa,czech republic,USA,usa,canada
india,india,germany,usa,,canada,israel
usa,usa,hong kong,usa,Canada,canada,hong kong
india,usa,usa,south africa,Austria,uguay,netherlands
china,canada,uk,usa,Brazil,usa,uk
usa,usa,greece,usa,,usa,spain
usa,usa,usa,usa,USA,norway,usa
usa,usa,india,usa,,usa,usa
usa,india,canada,usa,Bermuda,ech republic,india
usa,none,canada,usa,Netherlands,usa,usa
usa,south-korea,usa,germany,,france,usa
israel,usa,usa,singapore,USA,,usa
usa,israel,peru,uk,USA,france,canada
brazil,usa,uk,sweden,,usa,usa
usa,usa,usa,usa,India,brazil,
usa,canada,usa,uk,,usa,usa
usa,usa,usa,japan,,usa,australia
usa,china,usa,israel,USA,luxembourg,india
usa,usa,usa,luxembourg,,usa,usa
usa,usa,china,usa,New Zealand,usa,germany
usa,usa,usa,israel,,usa,india
usa,usa,israel,usa,USA,chile,australia
usa,usa,uk,usa,USA,russia,usa
usa,usa,usa,usa,USA,usa,israel
poland,usa,usa,uk,,gentina,germany
india,germany,usa,usa,USA,usa,usa
usa,usa,usa,canada,USA,canada,canada
belgium,india,india,usa,Saudi Arabia,usa,denmark
usa,netherlands,usa,norway,Canada,usa,usa
usa,usa,usa,usa,,canada,usa
india,usa,india,south africa,,south africa,germany
india,usa,uk,spain,,s. korea,usa
usa,china,south africa,usa,,canada,usa
india,usa,canada,usa,India,uk,usa
canada,india,usa,turkey,USA,usa,poland
usa,usa,usa,china,,usa,usa
usa,thailand,india,usa,India,usa,usa
usa,usa,spain,usa,USA,usa,
usa,india,usa,usa,,usa,uk
usa,china,poland,israel,,canada,india
usa,usa,czech republic,usa,,usa,hong kong
usa,usa,usa,usa,,usa,usa
poland,australia,australia,netherlands,South Africa,canada,israel
usa,india,usa,usa,USA,usa,usa
usa,usa,india,usa,,usa,france
india,india,hong kong,usa,,usa,usa
india,usa,uk,usa,,bermuda,india
usa,usa,usa,usa,USA,ernsey,india
usa,usa,israel,brazil,USA,india,usa
usa,usa,usa,usa,USA,usa,usa
canada,usa,germany,israel,,usa,spain
germany,usa,brazil,canada,,hong kong,usa
canada,india,usa,india,Austria,denmark,usa
usa,india,usa,usa,Sweden,canada,usa
usa,netherlands,usa,usa,,india,israel
australia,spain,usa,usa,Bahamas,japan,australia
usa,taiwan,france,netherlands,,india,usa
malaysia,usa,israel,uk,,usa,indonesia
israel,usa,usa,usa,India,poland,india
finland,norway,hong kong,canada,,lombia,
spain,usa,japan,usa,,india,usa
india,united-kingdom,austria,australia,,usa,israel
china,usa,usa,usa,USA,s. korea,canada
usa,usa,germany,guernsey,Ireland,usa,china
usa,usa,usa,germany,USA,,portugal
canada,india,india,usa,,uk,india
india,usa,spain,usa,,usa,japan
india,usa,israel,usa,,india,uk
india,usa,usa,usa,Canada,canada,usa
india,germany,uk,usa,,singapore,usa
india,united-kingdom,israel,france,,usa,brazil
india,usa,usa,belgium,India,canada,france
,usa,usa,germany,USA,usa,usa
usa,usa,canada,usa,USA,usa,usa
usa,usa,malta,usa,USA,usa,usa
turkey,usa,isle of man,usa,,usa,uk
usa,usa,usa,usa,USA,usa,usa
usa,usa,canada,usa,,canada,usa
taiwan,none,canada,usa,USA,usa,brazil
sweden,canada,usa,usa,Germany,usa,usa
usa,united-kingdom,usa,usa,,switzerland,usa
china,usa,netherlands,uk,,usa,canada
india,usa,usa,usa,France,usa,usa
usa,usa,usa,japan,,germany,usa
usa,cambodia,india,france,USA,south africa,
usa,usa,usa,germany,Canada,usa,usa
usa,usa,turkey,usa,,israel,canada
usa,usa,usa,japan,India,usa,canada
usa,usa,usa,usa,,poland,uk
usa,israel,guernsey,usa,,india,usa
brazil,canada,usa,usa,Indonesia,usa,netherlands
norway,usa,canada,germany,,usa,usa
finland,usa,usa,usa,USA,finland,usa
usa,usa,usa,usa,,usa,germany
,usa,usa,usa,,south africa,usa
canada,usa,usa,uk,USA,bermuda,germany
usa,canada,usa,argentina,,canada,usa
usa,usa,usa,brazil,,canada,usa
usa,usa,usa,usa,,s. korea,usa
usa,netherlands,usa,usa,USA,usa,usa
usa,china,usa,uk,,uk,usa
usa,usa,usa,india,,brazil,usa
usa,usa,usa,usa,,usa,usa
usa,brazil,uk,usa,USA,usa,canada
germany,none,usa,usa,,usa,usa
usa,usa,usa,usa,,usa,france
south korea,usa,usa,usa,,usa,uk
sweden,usa,uk,usa,,spain,usa
japan,poland,germany,usa,Canada,usa,usa
india,usa,usa,singapore,Brazil,usa,usa
usa,germany,usa,usa,Bermuda,usa,usa
malaysia,netherlands,usa,usa,USA,usa,usa
usa,usa,france,usa,USA,usa,canada
usa,germany,canada,usa,South Korea,usa,usa
usa,none,usa,usa,,usa,usa
new zealand,usa,usa,india,,usa,usa
india,usa,germany,usa,,usa,usa
canada,usa,usa,israel,,india,india
usa,usa,argentina,canada,USA,usa,brazil
usa,usa,usa,taiwan,,malaysia,france
usa,netherlands,usa,usa,Australia,usa,
usa,usa,usa,canada,,usa,usa
australia,usa,usa,israel,,south africa,israel
usa,canada,usa,usa,,usa,chile
usa,usa,usa,usa,USA,usa,usa
usa,usa,usa,usa,Germany,usa,usa
usa,usa,canada,usa,Israel,india,usa
united arab emirates,usa,france,spain,,taiwan,usa
usa,united-kingdom,usa,indonesia,,usa,uk
israel,usa,usa,india,,usa,usa
usa,italy,germany,usa,China,usa,usa
india,usa,usa,germany,,usa,usa
hong kong,spain,usa,usa,,usa,usa
south korea,hong-kong,usa,austria,,usa,usa
germany,canada,usa,chile,Canada,usa,usa
india,canada,usa,france,USA,switzerland,usa
usa,usa,usa,canada,Germany,usa,south korea
usa,usa,usa,usa,France,cambodia,turkey
usa,usa,france,usa,China,usa,taiwan
usa,usa,israel,usa,,usa,usa
usa,china,usa,spain,Canada,usa,usa
israel,brazil,uk,usa,USA,usa,sweden
usa,france,india,new zealand,USA,usa,usa
usa,united-kingdom,germany,uk,,s. korea,
usa,usa,usa,canada,USA,gentina,singapore
germany,germany,usa,usa,,canada,canada
usa,usa,usa,uk,,usa,india
usa,usa,usa,usa,,south africa,germany
usa,hong-kong,usa,usa,India,usa,japan
usa,usa,taiwan,uk,USA,usa,usa
usa,canada,usa,usa,,usa,usa
india,belgium,brazil,usa,,india,
uk,usa,uk,switzerland,,japan,usa
ireland,usa,usa,usa,,usa,germany
usa,usa,usa,usa,USA,poland,uk
usa,brazil,usa,usa,USA,usa,usa
usa,spain,chile,usa,USA,usa,usa
south korea,usa,usa,new zealand,,canada,usa
usa,south-korea,canada,austria,,usa,usa
canada,new-zealand,usa,france,,usa,usa
united arab emirates,usa,usa,hong kong,,indonesia,belgium
usa,australia,japan,germany,USA,india,
usa,usa,germany,usa,,usa,usa
usa,usa,usa,usa,,usa,canada
china,usa,india,turkey,,india,
usa,netherlands,usa,usa,,usa,uk
netherlands,canada,usa,usa,,usa,france
usa,finland,s. korea,uk,,canada,usa
usa,usa,uk,usa,,usa,usa
usa,usa,belgium,s. korea,Germany,usa,uk
usa,spain,switzerland,france,,usa,usa
usa,usa,canada,uk,,usa,south korea
uk,cambodia,usa,usa,,usa,usa
south korea,usa,usa,new zealand,Israel,canada,usa
usa,canada,singapore,usa,,india,usa
usa,norway,usa,usa,,usa,sweden
usa,china,s. korea,usa,,uk,south korea
usa,canada,uk,brazil,,usa,canada
germany,usa,czech republic,norway,USA,usa,usa
usa,netherlands,usa,canada,,usa,new zealand
usa,usa,austria,sweden,Netherlands,india,new zealand
usa,brazil,usa,denmark,,usa,usa
china,usa,india,india,,usa,usa
india,usa,canada,canada,,s. korea,sweden
australia,canada,usa,usa,USA,canada,usa
singapore,usa,usa,s. korea,Finland,usa,usa
india,poland,usa,canada,,india,india
usa,none,uk,usa,,brazil,
usa,usa,new zealand,usa,,usa,usa
usa,usa,spain,usa,Switzerland,canada,canada
usa,usa,sweden,usa,,malaysia,uk
india,india,usa,usa,Israel,usa,usa
usa,usa,usa,usa,USA,bermuda,uk
usa,south-korea,usa,india,New Zealand,india,usa
brazil,united-kingdom,canada,hong kong,,canada,
usa,usa,uruguay,usa,,usa,usa
usa,china,canada,singapore,,canada,usa
germany,usa,usa,australia,,usa,usa
israel,france,usa,india,,usa,usa
australia,switzerland,usa,israel,,usa,usa
canada,poland,uk,new zealand,USA,bermuda,usa
uk,usa,usa,switzerland,USA,austria,netherlands
usa,usa,canada,japan,USA,malaysia,usa
germany,canada,usa,usa,,germany,usa
india,usa,sweden,czech republic,,usa,spain
usa,usa,france,uruguay,,poland,singapore
usa,hong-kong,usa,canada,,germany,usa
usa,usa,s. korea,canada,,usa,canada
usa,saudi-arabia,usa,india,India,south africa,singapore
germany,usa,usa,canada,Brazil,usa,
usa,united-kingdom,netherlands,bermuda,UK,new zealand,portugal
india,none,india,usa,USA,usa,usa
usa,india,turkey,hong kong,,germany,new zealand
new zealand,usa,spain,usa,,austria,turkey
canada,finland,switzerland,s. korea,Canada,usa,usa
usa,usa,bermuda,germany,,usa,canada
south korea,usa,germany,netherlands,USA,brazil,usa
usa,usa,germany,usa,,usa,usa
usa,usa,usa,usa,USA,usa,canada
usa,japan,uk,japan,,austria,usa
south africa,usa,japan,usa,,brazil,
poland,usa,usa,usa,,india,usa
usa,none,usa,usa,,usa,japan
usa,new-zealand,uk,usa,USA,usa,uk
usa,usa,singapore,indonesia,,luxembourg,usa
usa,usa,usa,usa,,sweden,usa
ireland,germany,canada,finland,USA,uk,usa
usa,germany,usa,singapore,Canada,india,hong kong
usa,germany,norway,usa,,usa,usa
usa,israel,hong kong,usa,,usa,canada
finland,new-zealand,usa,usa,,usa,canada
usa,netherlands,new zealand,usa,,canada,usa
germany,switzerland,netherlands,indonesia,,india,usa
china,canada,canada,india,,usa,usa
,india,indonesia,canada,Germany,india,usa
usa,usa,usa,india,USA,canada,canada
usa,spain,canada,hong kong,,malaysia,india
germany,canada,uk,india,,usa,australia
canada,usa,usa,uk,USA,usa,usa
usa,usa,usa,usa,,usa,germany
usa,usa,usa,usa,USA,new zealand,germany
usa,usa,new zealand,south africa,USA,usa,usa
usa,canada,singapore,india,USA,usa,usa
usa,usa,india,uk,,usa,norway
,usa,usa,canada,Japan,usa,south korea
usa,usa,usa,canada,,finland,usa
usa,germany,usa,canada,,s. korea,usa
saudi arabia,canada,usa,south africa,,uk,usa
usa,usa,usa,usa,,japan,spain
usa,usa,australia,canada,France,greece,uk
brazil,south-africa,brazil,usa,,usa,canada
india,usa,canada,canada,USA,usa,india
usa,none,usa,usa,USA,norway,usa
usa,usa,usa,usa,USA,israel,uk
usa,usa,india,usa,,s. korea,japan
usa,switzerland,turkey,usa,Norway,germany,canada
usa,usa,usa,canada,,usa,usa
usa,usa,canada,s. korea,USA,usa,japan
usa,none,usa,usa,,usa,uk
usa,united-kingdom,canada,usa,USA,usa,south korea
south korea,usa,denmark,switzerland,France,uk,indonesia
canada,united-kingdom,finland,usa,,usa,usa
usa,canada,uk,france,,finland,brazil
usa,usa,usa,uk,,canada,usa
usa,usa,usa,usa,USA,usa,usa
usa,usa,canada,usa,,norway,usa
usa,usa,usa,india,USA,geria,usa
usa,usa,usa,germany,USA,usa,india
usa,south-africa,usa,bermuda,,uk,hong kong
india,usa,usa,usa,USA,china,usa
india,usa,india,s. korea,,india,usa
poland,none,japan,usa,,usa,india
usa,usa,s. korea,usa,Belgium,usa,
norway,usa,hong kong,usa,USA,canada,usa
brazil,united-kingdom,s. korea,usa,,usa,south korea
usa,usa,india,malaysia,,usa,usa
usa,china,uk,south africa,Poland,usa,france
china,ireland,india,usa,Russia,usa,usa
canada,usa,usa,usa,Lithuania,germany,turkey
usa,usa,germany,usa,,usa,india
usa,italy,canada,canada,USA,usa,canada
norway,usa,usa,usa,,usa,usa
india,usa,brazil,poland,USA,usa,uk
israel,china,usa,usa,,usa,usa
finland,usa,hong kong,usa,,usa,south africa
india,usa,poland,canada,,usa,denmark
usa,france,bermuda,usa,,brazil,singapore
usa,usa,usa,usa,,bermuda,usa
usa,spain,usa,usa,,usa,denmark
usa,netherlands,usa,usa,UK,usa,india
,usa,india,usa,Poland,usa,canada
finland,usa,usa,india,India,india,india
usa,united-kingdom,usa,canada,,norway,uk
sweden,usa,argentina,uk,,spain,new zealand
usa,canada,india,usa,USA,usa,india
,usa,usa,hong kong,USA,netherlands,canada
india,canada,usa,usa,,usa,usa
india,sweden,singapore,germany,Canada,germany,usa
usa,none,s. korea,bermuda,,usa,uk
usa,south-africa,canada,usa,USA,canada,uk
germany,usa,france,france,,turkey,usa
usa,south-africa,japan,usa,,thailand,usa
india,china,bermuda,chile,,yman islands,hong kong
uk,usa,india,usa,USA,india,south africa
usa,usa,canada,usa,Austria,usa,usa
india,usa,usa,india,,china,finland
usa,usa,s. korea,india,,usa,canada
usa,india,usa,israel,,usa,usa
usa,india,usa,china,,usa,usa
,none,usa,usa,Israel,usa,usa
canada,brazil,usa,usa,,usa,india
usa,none,usa,germany,USA,new zealand,usa
usa,canada,usa,usa,,germany,hong kong
usa,usa,usa,usa,,usa,canada
germany,usa,usa,usa,,usa,south korea
usa,usa,canada,usa,,india,germany
usa,usa,south africa,canada,,usa,south africa
india,sweden,austria,uk,,usa,usa
india,usa,usa,usa,USA,usa,switzerland
usa,usa,usa,usa,,usa,usa
usa,usa,costa rica,japan,UK,taiwan,china
usa,south-korea,uk,argentina,India,usa,indonesia
australia,usa,switzerland,india,UK,india,usa
canada,india,usa,india,,usa,uk
singapore,canada,usa,india,,poland,
usa,canada,israel,usa,USA,usa,canada
usa,usa,chile,india,India,india,usa
denmark,usa,usa,india,USA,india,canada
uk,usa,south africa,usa,USA,uk,
uk,usa,usa,usa,India,austria,
usa,usa,usa,usa,Canada,india,usa
india,usa,usa,usa,,usa,usa
uk,usa,usa,germany,USA,usa,usa
canada,usa,usa,usa,,norway,france
canada,japan,usa,usa,USA,usa,usa
usa,usa,canada,s. korea,,usa,usa
usa,usa,sweden,usa,,chile,usa
usa,indonesia,india,china,,thuania,usa
usa,india,france,canada,,usa,usa
usa,usa,usa,canada,Cayman Islands,usa,india
south korea,usa,usa,usa,,usa,usa
canada,usa,hong kong,usa,,canada,finland
taiwan,spain,usa,india,,usa,usa
usa,none,usa,costa rica,USA,usa,india
usa,canada,usa,usa,,usa,usa
netherlands,netherlands,usa,usa,,israel,usa
usa,usa,indonesia,russia,USA,usa,usa
usa,usa,usa,usa,,usa,india
usa,usa,germany,usa,,usa,usa
usa,usa,usa,usa,,usa,usa
finland,usa,new zealand,switzerland,,usa,usa
india,usa,switzerland,usa,India,usa,usa
india,usa,s. korea,usa,,poland,japan
usa,india,finland,china,USA,russia,usa
usa,none,australia,finland,Austria,france,canada
finland,usa,india,canada,USA,germany,canada
usa,united-kingdom,malaysia,usa,,usa,usa
usa,usa,usa,norway,USA,usa,germany
india,usa,usa,usa,USA,israel,malaysia
usa,singapore,usa,south africa,USA,usa,usa
usa,canada,canada,usa,USA,usa,south korea
usa,usa,india,usa,USA,usa,switzerland
usa,none,south africa,usa,,usa,usa
ireland,south-korea,canada,canada,,finland,usa
taiwan,china,usa,s. korea,,usa,usa
uk,india,india,india,USA,usa,usa
india,united-kingdom,usa,switzerland,Israel,canada,usa
china,india,usa,usa,,usa,poland
usa,germany,switzerland,usa,Canada,usa,usa
uk,usa,china,usa,India,india,usa
india,usa,canada,brazil,,usa,usa
usa,usa,japan,guernsey,,usa,chile
hong kong,china,usa,usa,,usa,usa
usa,usa,turkey,india,USA,uk,usa
china,usa,usa,india,,usa,
usa,usa,uk,finland,,usa,india
netherlands,usa,canada,s. korea,,usa,india
canada,new-zealand,usa,usa,,uk,
usa,usa,usa,israel,,switzerland,israel
usa,usa,usa,bermuda,Indonesia,germany,usa
usa,japan,usa,usa,Bermuda,japan,spain
usa,japan,uk,usa,,canada,usa
usa,norway,canada,usa,,germany,india
india,usa,canada,usa,,usa,usa
usa,usa,usa,canada,Germany,usa,usa
israel,usa,india,sweden,USA,usa,usa
usa,usa,south africa,cambodia,India,canada,russia
usa,usa,germany,usa,,usa,israel
israel,usa,usa,usa,,usa,usa
usa,canada,russia,usa,,usa,poland
usa,usa,india,canada,,usa,usa
usa,united-kingdom,india,japan,,usa,usa
spain,usa,usa,usa,UK,india,usa
usa,finland,usa,usa,,usa,usa
usa,usa,usa,singapore,USA,israel,usa
usa,usa,usa,luxembourg,,israel,uk
norway,usa,usa,canada,,usa,finland
usa,india,luxembourg,poland,,usa,malaysia
poland,malaysia,bermuda,uk,,china,canada
usa,poland,usa,usa,,usa,usa
india,usa,finland,usa,Finland,usa,canada
uk,south-korea,usa,usa,USA,usa,usa
usa,none,usa,colombia,,usa,usa
usa,usa,usa,usa,Brazil,usa,australia
usa,usa,germany,india,India,usa,usa
usa,usa,guernsey,usa,Germany,usa,brazil
usa,usa,canada,usa,Malaysia,canada,usa
thailand,poland,usa,usa,Canada,germany,usa
usa,usa,india,usa,,finland,usa
usa,south-korea,usa,south africa,,spain,usa
canada,spain,usa,usa,,india,usa
usa,usa,spain,canada,,usa,canada
usa,usa,brazil,sweden,,israel,usa
usa,usa,usa,usa,,germany,south korea
,usa,france,uk,,spain,
usa,india,usa,usa,,usa,canada
uk,usa,usa,usa,,usa,japan
usa,israel,usa,taiwan,,usa,singapore
usa,usa,usa,india,,usa,
usa,usa,south africa,usa,USA,usa,usa
thailand,united-kingdom,bermuda,usa,,usa,uk
canada,usa,malaysia,south africa,Canada,usa,india
usa,india,israel,usa,,usa,south africa
usa,germany,usa,usa,,mexico,south africa
usa,usa,india,usa,Switzerland,usa,usa
usa,france,usa,usa,,canada,usa
canada,usa,canada,india,Japan,usa,sweden
chile,malaysia,china,usa,,usa,usa
usa,usa,usa,nigeria,India,usa,india
usa,usa,usa,south africa,Poland,usa,usa
canada,germany,usa,canada,USA,usa,norway
canada,usa,usa,usa,,new zealand,usa
india,canada,usa,usa,,usa,usa
saudi arabia,usa,usa,uk,,china,canada
usa,sweden,usa,usa,New Zealand,usa,usa
india,none,india,usa,,usa,usa
usa,none,usa,malaysia,USA,usa,usa
,canada,canada,usa,India,germany,usa
canada,usa,usa,south africa,USA,usa,india
usa,germany,china,usa,Colombia,usa,usa
usa,canada,usa,usa,,cambodia,usa
usa,thailand,south africa,canada,,usa,switzerland
usa,usa,south africa,poland,Canada,usa,usa
usa,germany,india,usa,USA,australia,usa
usa,india,usa,india,,usa,india
usa,usa,colombia,usa,USA,mexico,usa
israel,india,canada,usa,,usa,canada
usa,usa,uk,usa,USA,usa,india
netherlands,usa,south africa,usa,,usa,usa
netherlands,canada,usa,india,USA,usa,usa
usa,usa,india,usa,,poland,usa
usa,usa,usa,brazil,,usa,usa
usa,usa,norway,usa,,usa,france
italy,usa,japan,germany,,greece,usa
uk,poland,poland,usa,USA,canada,uk
south korea,denmark,usa,usa,USA,usa,indonesia
usa,usa,usa,usa,India,usa,cambodia
finland,india,india,usa,USA,canada,south africa
usa,usa,usa,usa,South Africa,usa,canada
germany,usa,usa,uk,India,finland,usa
usa,usa,usa,bermuda,USA,canada,usa
new zealand,usa,indonesia,uk,USA,usa,usa
usa,usa,usa,usa,Malaysia,germany,usa
switzerland,india,usa,indonesia,USA,sweden,usa
usa,germany,uk,usa,,germany,usa
usa,germany,usa,usa,,usa,uk
usa,united-kingdom,canada,canada,,usa,usa
usa,usa,canada,india,,ireland,
singapore,usa,usa,usa,,india,sweden
germany,canada,usa,usa,,uk,usa
usa,none,usa,spain,,canada,south africa
usa,usa,india,bermuda,,uk,india
usa,usa,usa,usa,,switzerland,usa
usa,usa,usa,usa,,usa,usa
usa,united-kingdom,usa,denmark,,usa,india
canada,usa,usa,usa,USA,usa,usa
canada,usa,germany,india,Malaysia,netherlands,germany
china,usa,usa,canada,USA,usa,china
germany,united-kingdom,usa,usa,South Korea,india,usa
usa,canada,cambodia,malaysia,USA,israel,south africa
usa,new-zealand,singapore,usa,USA,usa,usa
canada,germany,usa,usa,Singapore,belgium,usa
usa,usa,usa,usa,,usa,usa
new zealand,usa,canada,india,,usa,taiwan
hong kong,usa,usa,usa,,usa,india
south africa,canada,luxembourg,canada,,israel,usa
,canada,usa,usa,,usa,usa
spain,usa,usa,austria,,france,usa
usa,china,usa,usa,,bermuda,canada
south africa,poland,usa,india,,usa,usa
usa,usa,taiwan,usa,,monaco,usa
ireland,canada,sweden,japan,Argentina,usa,usa
usa,india,austria,malaysia,,canada,usa
south africa,netherlands,finland,usa,Canada,usa,
,usa,malaysia,thailand,,usa,usa
usa,israel,canada,usa,,usa,canada
usa,finland,thailand,usa,India,canada,germany
usa,usa,usa,usa,USA,germany,usa
usa,usa,usa,usa,Canada,usa,usa
ireland,usa,usa,usa,,india,poland
usa,usa,s. korea,usa,,canada,
,usa,uk,usa,,usa,usa
usa,usa,nigeria,usa,,usa,usa
usa,india,usa,usa,,india,usa
usa,norway,usa,bermuda,,canada,canada
usa,usa,usa,usa,,austria,norway
,usa,usa,finland,Germany,india,poland
,usa,poland,usa,USA,canada,usa
germany,none,usa,canada,,usa,usa
usa,usa,india,china,,usa,india
usa,usa,usa,usa,,usa,usa
,israel,usa,usa,USA,usa,usa
usa,usa,usa,usa,Canada,canada,canada
usa,brazil,usa,germany,USA,usa,usa
china,canada,canada,australia,USA,china,usa
usa,usa,india,poland,,usa,usa
uk,usa,bermuda,canada,India,hong kong,usa
canada,usa,norway,poland,USA,usa,canada
south africa,india,usa,usa,USA,usa,spain
usa,india,usa,canada,USA,usa,india
spain,south-korea,usa,usa,USA,usa,usa
france,usa,austria,austria,,usa,south korea
usa,usa,usa,usa,Denmark,usa,usa
usa,usa,usa,usa,USA,usa,india
usa,taiwan,mexico,usa,USA,usa,china
brazil,usa,usa,germany,Hong Kong,china,
