00-avengers-categories,01-DDD-categories,04-iGMM-categories
['investment'],transportation delivery-services ,['Professionalservices']
"['oil&gas', 'energy']",pharmaceuticals biotech ,['Buildingmaterials']
"['oil&gas', 'energy']",none,[]
"['banks', 'financial services']",agriculture ,['Chemicals']
"['energy', 'electricity', 'uranium']",none,
"['internet', 'e-commerce', 'tech']",glassware ,
['chemicals'],pharmaceuticals biotech software tech ,['Utilitycompanies']
['batteries'],financial-services ,['Aerospace']
['medical devices'],education internet ,['Financialservices']
['packaging'],financial-services tech internet ,
['financial services'],none,['Footwear']
"['tech', 'bitcoin', 'tech hardware', 'bitcoin mining']",mining ,
,retail ,['Mining']
"['banks', 'pharmaceuticals']",internet ,
"['batteries', 'electricity']",pharmaceuticals biotech ,['Telecommunication']
"['furniture', 'retail']",telecommunication ,[]
['telecommunication'],banks financial-services ,
['automotive suppliers'],financial-services investment ,
"['internet', 'tech']",retail ,
"['toys', 'manufacturing']",software tech ,
"['banks', 'financial services']",pharmaceuticals biotech ,[]
,engineering ,
"['banks', 'financial services']",banks financial-services ,
"['genomics', 'biotech', 'diagnostics and testing']",none,
,utility-companies energy electricity ,
"['semiconductors', 'tech', 'tech hardware']",energy oil-gas ,['Entertainment']
"['biofuel', 'renewable energy', 'energy']",video-games entertainment ,
['advertising'],none,
"['pharmaceuticals', 'biotech']",none,['Realestate']
"['alcoholic beverages', 'beverages']",investment asset-management ,
"['energy', 'oil&gas']",tires ,
['telecommunication'],specialty-vehicles manufacturing ,
"['software', 'tech', 'internet']",investment ,['Construction']
['insurance'],none,
"['oil&gas', 'energy']",real-estate investment reit hotels travel ,['Realestate']
"['banks', 'financial services']",none,
"['crispr', 'pharmaceuticals', 'genomics', 'biotech', 'gene therapy']",media-press ,
"['medical devices', 'biotech']",none,
"['pharmaceuticals', 'biotech']",tech internet travel online-travel ,['Chemicals']
['telecommunication'],automotive-suppliers manufacturing ,['Tires']
['aerospace'],none,
"['electric vehicles', 'specialty vehicles', 'manufacturing']",pharmaceuticals biotech ,[]
['professional services'],pulp-and-paper ,
"['auto parts', 'automotive suppliers', 'manufacturing']",banks financial-services ,['Pulpandpaper']
"['restaurant chains', 'food']",oil-gas energy ,
,video-games tech entertainment ,
"['uranium', 'energy', 'mining']",oil-gas energy retail ,
"['transportation', 'maritime transportation']",pharmaceuticals biotech ,['Healthcare']
['construction'],it-services professional-services ,['Food']
"['pharmaceuticals', 'biotech']",airlines travel transportation ,
"['investment', 'asset management']",semiconductors tech tech-hardware ,['Hydrogenfuelcell']
['utility companies'],biotech pharmaceuticals ,[]
,financial-services ,
['pharmaceuticals'],software tech ,['Mining']
['financial services'],software tech ,[]
['internet'],investment ,[]
"['networking hardware', 'telecommunications equipment', 'tech', 'tech hardware']",banks financial-services ,
"['pharmaceuticals', 'biotech']",advertising ,[]
['food'],pharmaceuticals biotech ,
['electric vehicles'],electronics manufacturing ,['Insurance']
"['banks', 'financial services']",insurance ,['Courier']
['travel'],pharmaceuticals ,
"['semiconductors', 'tech', 'tech hardware']",none,['Investment']
"['reits', 'real estate', 'investment', 'financial services']",software tech ,[]
"['agriculture', 'real estate', 'investment', 'reits']",semiconductors tech ,
"['software', 'tech']",reit real-estate investment ,['Construction']
"['financial services', 'banks']",real-estate investment reit ,
['pulp and paper'],advertising internet tech ,
"['pharmaceuticals', 'biotech']",video-games entertainment internet ,['Steelindustry']
['cannabis'],software tech ,
"['hotels', 'travel']",oil-gas energy ,['Realestate']
,financial-services investment ,
"['restaurant chains', 'food']",financial-services ,['Investment']
"['staffing & employment services', 'professional services']",semiconductors tech tech-hardware ,['Transportation']
"['steel producers', 'steel industry']",banks financial-services ,['Mining']
,real-estate ,
['pharmaceuticals'],real-estate investment ,[]
"['pharmaceuticals', 'biotech']",aerospace ,['Education']
"['3d printing', 'software', 'tech']",none,['Food']
"['pharmaceuticals', 'biotech']",food retail supermarkets ,['Investment']
"['energy', 'renewable energy']",steel-producers steel-industry ,
"['electricity', 'energy']",e-commerce internet tech ,
"['electronics', 'manufacturing']",healthcare ,
"['asset management', 'investment', 'financial services']",video-games entertainment ,
"['retail', 'clothing']",banks financial-services ,[]
['silver mining'],hotels travel ,['Medicaldevices']
"['banks', 'financial services']",utility-companies electricity oil-gas energy ,
"['healthcare', 'insurance']",airlines travel transportation ,['MediaPress']
['medical devices'],reit real-estate investment ,['Industrialsupplies']
"['medical devices', 'biotech']",none,
,video-games entertainment ,
"['banks', 'financial services']",banks financial-services ,
"['software', 'tech']",investment financial-services asset-management ,
"['video games', 'entertainment', 'tech']",tech software semiconductors tech-hardware ,['Telecommunication']
"['electronics', 'manufacturing']",chemicals fertilizer ,['Healthcare']
"['oil&gas', 'energy']",food ,
['retail'],none,
['transportation'],professional-services ,
"['pharmaceuticals', 'biotech']",chemicals ,[]
"['pharmaceuticals', 'biotech']",medical-devices diagnostics ,[]
"['software', 'tech']",footwear ,[]
['cannabis'],software tech food ,
"['internet', 'travel', 'online travel', 'tech']",healthcare ,
"['software', 'tech']",stock-exchanges financial-services exchanges ,['Food']
"['biotech', 'medical devices']",financial-services ,['Construction']
['footwear'],pharmaceuticals biotech ,
"['batteries', 'electricity']",supermarkets food retail ,['Wellness']
"['tech', 'software']",software tech cosmetics ,
['gloves & ppe'],biotech pharmaceuticals ,
"['software', 'tech']",asset-management investment ,[]
['professional services'],food ,
['engineering'],none,
['transportation'],software tech e-commerce ,
"['video games', 'entertainment']",biotech medical-devices ,[]
,tech tech-hardware software ,['Food']
"['clothing', 'retail']",healthcare ,['Conglomerate']
['mining'],none,
,none,
"['engineering', 'professional services']",waste-recycling ,
,furniture manufacturing ,['Food']
['mining'],none,
['professional services'],chemicals ,
"['e-commerce', 'financial services', 'tech']",advertising internet tech ,[]
"['electricity', 'utility companies', 'energy']",semiconductors tech tech-hardware ,[]
['healthcare'],electronics ,['CosmeticsandBeauty']
['automotive suppliers'],real-estate investment reit ,['Insurance']
,biotech pharmaceuticals ,
,retail ,['Cannabis']
"['banks', 'financial services']",pharmaceuticals biotech ,
['real estate'],uranium energy ,[]
['food'],oil-gas energy ,['Financialservices']
"['restaurant chains', 'food']",tech software ,
"['financial services', 'tech']",real-estate investment reit ,
"['software', 'tech']",none,['Retail']
['scientific & technical instruments'],none,
"['diagnostics and testing', 'genomics', 'biotech']",utility-companies ,['Construction']
,none,['Mining']
"['electronics', 'tech']",chemicals ,
,software tech ,[]
"['it security', 'tech', 'software']",manufacturing ,
"['pharmaceuticals', 'biotech']",software tech financial-services ,
['real estate'],mining gold-mining ,['Agriculture']
"['software', 'tech', 'internet']",none,
['construction'],pharmaceuticals biotech ,['Retail']
"['real estate', 'financial services']",investment asset-management financial-services ,
"['transportation', 'maritime transportation', 'oil&gas']",none,
"['pharmaceuticals', 'biotech']",real-estate ,['Medicaldevices']
['professional services'],restaurant-chains food ,
"['airlines', 'travel', 'transportation']",financial-services ,
"['diagnostics and testing', 'biotech']",pharmaceuticals biotech ,
"['pharmaceuticals', 'cannabis']",delivery-services ,[]
['aerospace'],retail cosmetics ,
"['banks', 'financial services']",biotech ,
"['gene therapy', 'genomics', 'pharmaceuticals', 'biotech']",tires ,
['defense contractors'],banks financial-services ,['WasteRecycling']
,professional-services ,
"['semiconductors', 'tech hardware', 'tech']",steel-industry ,
"['video games', 'entertainment', 'tech']",mlm wellness dietary-supplements ,
"['oil&gas', 'energy']",supermarkets retail food ,
"['video games', 'entertainment', 'tech']",aluminum ,[]
,financial-services tech internet ,[]
['real estate'],ports infrastructure ,['Insurance']
['conglomerate'],gene-therapy genomics pharmaceuticals biotech ,[]
"['pharmaceuticals', 'biotech']",mining uranium energy ,[]
['utility companies'],none,[]
"['internet', 'tech']",food ,
"['beverages', 'alcoholic beverages']",software tech ,
['chemicals'],real-estate investment reit ,
"['mining', 'gold mining']",telehealth healthcare internet tech ,
"['real estate', 'investment', 'reits']",tech bitcoin bitcoin-mining ,[]
"['banks', 'financial services']",none,
"['professional services', 'staffing & employment services']",telecommunication ,['Mining']
"['aerospace', 'electronics']",real-estate investment reit ,
"['uranium', 'energy', 'mining']",banks financial-services investment ,
"['professional services', 'financial services']",mining uranium energy ,
"['pharmaceuticals', 'biotech']",financial-services ,['Medicaldevices']
"['pharmaceuticals', 'biotech']",footwear manufacturing ,[]
"['it services', 'professional services']",biotech pharmaceuticals ,[]
"['internet', 'tech']",reit real-estate investment ,
,tech software ,
"['iot', 'tech', 'tech hardware', 'networking hardware']",banks financial-services ,
['chemicals'],cement building-materials ,['Internet']
"['real estate', 'construction']",entertainment gambling ,
['financial services'],construction real-estate ,
"['video games', 'entertainment']",banks financial-services ,
"['pharmaceuticals', 'biotech']",mining gold-mining silver-mining ,['Packaging']
"['gambling', 'hotels', 'entertainment', 'travel']",oil-gas energy ,['Furniture']
"['energy', 'oil&gas', 'oil & gas equipment & services']",media-press ,['Realestate']
"['e-commerce', 'internet', 'retail', 'tech']",software tech ,[]
"['pharmaceuticals', 'biotech']",financial-services banks ,[]
"['healthcare', 'insurance']",banks financial-services ,
['professional services'],video-games entertainment ,['Dietarysupplements']
"['software', 'tech', 'financial services']",none,['Insurance']
['healthcare'],pharmaceuticals biotech ,['Healthcare']
,advertising ,
"['software', 'e-commerce', 'tech', 'internet']",banks financial-services ,[]
,real-estate ,
"['real estate', 'investment', 'reits']",fertilizer ,
"['electricity', 'energy', 'ev charging']",airlines travel transportation ,
"['real estate', 'investment', 'reits']",hotels investment travel ,[]
"['pharmaceuticals', 'biotech']",telecommunication tech aerospace ,['Financialservices']
"['real estate', 'internet', 'tech']",dietary-supplements ,
"['insurance', 'financial services']",delivery-services ,
"['energy', 'renewable energy', 'electricity']",mining gold-mining silver-mining ,
"['semiconductors', 'tech', 'tech hardware']",restaurant-chains food ,
"['mining', 'gold mining']",hotels travel ,['Medicaldevices']
"['tech', 'tech hardware']",software tech ,['MediaPress']
"['financial services', 'stock exchanges', 'stock/crypto exchanges']",transportation security-protection-services ,['Beverages']
"['video games', 'entertainment', 'tech']",software tech ,
"['real estate', 'investment', 'reits']",none,
"['mining', 'silver mining']",transportation ,
"['oil&gas', 'energy']",none,
['financial services'],mining ,[]
['cosmetics and beauty'],conglomerate ,
"['banks', 'financial services']",retail ,
"['video games', 'entertainment']",none,
,none,
"['biotech', 'pharmaceuticals']",none,
"['reits', 'real estate', 'investment']",none,
"['electronics', 'tech']",software tech semiconductors tech-hardware ,
"['agriculture', 'chemicals']",pharmaceuticals biotech ,[]
"['aircraft manufacturers', 'manufacturing', 'aerospace']",media-press entertainment ,
,none,
['financial services'],banks financial-services ,
"['video games', 'entertainment']",banks financial-services ,[]
"['internet', 'tech']",banks financial-services ,
,none,
"['banks', 'financial services']",e-commerce internet retail food ,
