"Name","Industry","Headquarter","Ownership","Foundation Year"
"GREEN POWER INTERNATIONAL","Oil & Gas","Noida, India","","2002 (21 yrs old)"
"Fusion","IT Services & Consulting","Gangnam,Seoul, South Korea","Private","2001 (22 yrs old)"
"CPM","Recruitment","London, United Kingdom (UK)","Private","2002 (21 yrs old)"
"Amrita Vishwa Vidyapeetham","Education & Training","Coimbatore, Tamil Nadu, India","Private","1994 (29 yrs old)"
"MPPTCL","Oil & Gas","Jabalpur, India","Private","2001 (22 yrs old)"
"Rexel","Electrical Equipment","Paris, France","Private","2014 (9 yrs old)"
"Steril Gene Life Sciences","Pharma","Chennai, India","","2007 (16 yrs old)"
"Goel Ganga Developments","Real Estate","Pune, India","","1982 (41 yrs old)"
"Btl Epc","Industrial Machinery","Kolkata, India","Public","1963 (60 yrs old)"
"Globe Capital Market","Investment Banking / Venture Capital / Private Equity","Eastcote,England, United Kingdom","Public","1984 (39 yrs old)"
"Sarda Energy & Minerals","Iron & Steel","Raipur, Chhattisgarh, India","Public","1973 (50 yrs old)"
"Pickrr","Internet","Faridabad,Haryana, India","","2015 (8 yrs old)"
"Ivangel Sales & Services","BPO","Kolkata, India","Private","1999 (24 yrs old)"
"China State Construction Engineering Corporation","Engineering & Construction","Beijing, China","Private","1982 (41 yrs old)"
"E-meditek Tpa Services","Insurance","Gurgaon, India","Private","2000 (23 yrs old)"
"Vibracoustic","Automobile","Darmstadt, Hessen, Germany","Private","2012 (11 yrs old)"
"Madura Garments","Retail","Bangalore, India","Private","1988 (35 yrs old)"
"o9 Solutions","IT Services & Consulting","Dallas, United States","Private","2009 (14 yrs old)"
"SKS Ispat & Power","Industrial Machinery","Delhi/NCR, Delhi, India","Private","2000 (23 yrs old)"
"Dexcel Electronics Designs","Software Product","Chennai, Tamil Nadu, India","Private","2012 (11 yrs old)"
"Rushil Decor","Building Material","Ahmedabad, Gujarat, India","Public","1994 (29 yrs old)"
"Jindal India Thermal Power","Power","New Delhi, India","Private","2006 (17 yrs old)"
"BlazeClan Technologies","IT Services & Consulting","Pune,Maharashtra, India","Private","2010 (13 yrs old)"
"Central Electronics","Government","Ghaziabad, India","Private","1974 (49 yrs old)"
"ACS Group","IT Services & Consulting","Duluth, United States","Private","1998 (25 yrs old)"
"Infinity Data Technologies","IT Services & Consulting","Rockville, Maryland, United States (USA)","Private","2003 (20 yrs old)"
"Karza Technologies","IT Services & Consulting","Mumbai,Maharashtra, India","Private","2015 (8 yrs old)"
"Faber Sindoori Management Services","Facility Management Services","Chennai, India","","2007 (16 yrs old)"
"Abu Dhabi Commercial Bank","Banking","Abu Dhabi, United Arab Emirates (UAE)","","1985 (38 yrs old)"
"Sresta Natural Bioproducts","FMCG","Hyderabad, India","","2004 (19 yrs old)"
"Ags Infotech","IT Services & Consulting","","",""
"D Light Energy","Waste Management","San Francisco,California, United States","Private","2007 (16 yrs old)"
"Spun Micro Processing","Auto Components","Gurugram, India","","1991 (32 yrs old)"
"DGS Technical Services","Design","Elgin, Illinois, United States Of America","Private","2004 (19 yrs old)"
"DigiVersal Consultants","Internet","Noida, India","Private","2015 (8 yrs old)"
"Annora Pharma","Pharma","Sangareddy, India","Private","2016 (7 yrs old)"
"QRG Central Hospital & Research Centre","Healthcare","Faridabad, India","Private","2007 (16 yrs old)"
"A.K.AUTOMATICS","Auto Components","Hariyana,","Private","1969 (54 yrs old)"
"Aeon Credit Service","Financial Services","Mumbai, Maharashtra, India","Private","2011 (12 yrs old)"
"Merkle Sokrati","Marketing & Advertising","","",""
"Fawaz Alhokair Group","Retail","Riyadh, Saudi Arabia","Private","1990 (33 yrs old)"
"Ewac Alloys","Industrial Machinery","Mumbai, India","Private","1962 (61 yrs old)"
"Rapidtech","IT Services & Consulting","Noida, India","","2014 (9 yrs old)"
"Agriculture Department","Government","","",""
"Labdhi Lifestyle","Real Estate","Mumbai, Maharashtra, India","Public","2014 (9 yrs old)"
"LIXIL","Building Material","Koto-ku, Tokyo, Japan","Public","2007 (16 yrs old)"
"Unistal Systems","Software Product","Delhi/NCR, Delhi, India","Private","1994 (29 yrs old)"
"Pin Click","Real Estate","Bangalore,Karnataka, India","","2014 (9 yrs old)"
"India Transact Services","FinTech","Mumbai, India","","2007 (16 yrs old)"
"Sri Ranganathar Industries","Industrial Machinery","Coimbatore, India","","1982 (41 yrs old)"
"Sjmmcsl","Banking","","",""
"Eaton Industrial Systems","Industrial Machinery","Pune, India","Private","1999 (24 yrs old)"
"IT Solutions","IT Services & Consulting","New Delhi, India","","1996 (27 yrs old)"
"Sangam","Fashion & Textile","Bhilwara, Rajasthan, India","Public","1984 (39 yrs old)"
"Plaza Premium Lounge","Hospitality","Hong Kong, China","Public","1998 (25 yrs old)"
"Shankaranarayana Constructions","Engineering & Construction","Bangalore/Bengaluru, Karnataka, India","Private","2006 (17 yrs old)"
"Accenture Federal Services","","","",""
"IFortis Worldwide","IT Services & Consulting","Bengaluru/Bangalore, Karnataka, India","Private","2021 (2 yrs old)"
"Bloombrain Learning Solutions","EdTech","","Private",""
"Globus Infocom","IT Services & Consulting","Noida, Uttar Pradesh, India","Private","2001 (22 yrs old)"
"Ministry of Home Affairs","Government","New Delhi, India","Private","1947 (76 yrs old)"
"Trafigura","Oil & Gas","Singapore, Singapore","Private","1993 (30 yrs old)"
"Hinduja Foundries","Industrial Machinery","Chennai, India","","1959 (64 yrs old)"
"Anri Solutions HR Services","Recruitment","Delhi, India","Private","2003 (20 yrs old)"
"Phenom","IT Services & Consulting","Ambler,Pennsylvania, United States","Private","2011 (12 yrs old)"
"Arihant Publications","Printing & Publishing","Meerut, India","Private","1997 (26 yrs old)"
"NIS Management Private","Law Enforcement & Security","Kolkata, India","Private","1985 (38 yrs old)"
"Pearl Polymers","Manufacturing","Delhi/NCR, Delhi, India","Public","1984 (39 yrs old)"
"Dew Solutions","IT Services & Consulting","Gurgaon, India","Private","2010 (13 yrs old)"
"Indian School of Business","Analytics & KPO","Hyderabad/Secunderabad, Telangana, India","Private","2015 (8 yrs old)"
"MindSquare Technologies","Financial Services","Mumbai, India","Private","2012 (11 yrs old)"
"Cherry Hill Interiors","Architecture & Interior Design","New Delhi, India","Private","1987 (36 yrs old)"
"Raintree Hotel","Hospitality","Chennai, India","Private","2010 (13 yrs old)"
"ARB Bearings","Auto Components","Delhi/NCR, New Delhi, India","Public","1990 (33 yrs old)"
"Rishabh Instruments","Electronics Manufacturing","Nasik/Nashik, Maharashtra, India","Private","1985 (38 yrs old)"
"Gulf Petrochemical Services & Trading","Petrochemicals","Muscat, Oman","","1983 (40 yrs old)"
"Gruh Finance","Financial Services","Ahmedabad, Gujarat, India","Public","1988 (35 yrs old)"
"Communications Test Design","Logistics","Pennsylvania, United States Of America","","1975 (48 yrs old)"
"Casino Air Caterers & Flight Services","Facility Management Services","Kochi/Cochin, Kerala, India","Private","2005 (18 yrs old)"
"Medsave Healthcare TPA","Insurance","New Delhi, India","Private","2002 (21 yrs old)"
"B M Birla Heart Research Centre","Healthcare","Kolkata, India","Private","1989 (34 yrs old)"
"Lulu Hypermarket","Retail","Abu Dhabi, United Arab Emirates","Private","2000 (23 yrs old)"
"Aditya Birla Idea Payments Bank","FinTech","","",""
"Imdaad","Facility Management Services","Dubai, United Arab Emirates","Private","2007 (16 yrs old)"
"Privat Hospital","Healthcare","Gurgaon, India","","1995 (28 yrs old)"
"Chiripal Poly Films","Packaging","Ahmedabad, Gujrat, India","Public","2012 (11 yrs old)"
"Raptim Research","Clinical Research","Mumbai, Maharashtra, India","Private","2005 (18 yrs old)"
"Sushee Infra & Mining","Engineering & Construction","Hyderabad, India","Private","1986 (37 yrs old)"
"Imerys","Metals & Mining","Paris, France","Private","1880 (143 yrs old)"
"Village Financial Services","Financial Services","Kolkata, India","Private","1982 (41 yrs old)"
"Rasandik Engineering Industries India","Auto Components","Delhi/NCR, Delhi, India","Public","1986 (37 yrs old)"
"S V S Projects India","Engineering & Construction","Hyderabad, India","Private","1991 (32 yrs old)"
"Stellar Information Technology","Software Product","Gurgaon/Gurugram, Haryana, India","Private","1993 (30 yrs old)"
"Lanco Anpara Power","Power","Gurgaon, India","","1960 (63 yrs old)"
"Ravindra Bharathi Schools","Education & Training","Hyderabad, India","","1994 (29 yrs old)"
"Choice Solutions (India)","IT Services & Consulting","Hyderabad/Secunderabad, Telangana, India","Private","1985 (38 yrs old)"
"Aamby Valley City","Real Estate","Pune, India","Public","2003 (20 yrs old)"
"Sai Service Station","Auto Components","Mumbai, Maharashtra, India","Private","1985 (38 yrs old)"
"ShipRocket","Internet","Delhi,NCT, India","Private","2012 (11 yrs old)"
"BAIF Development Research Foundation","Non-Profit","Pune, Maharashtra, India","Private","1967 (56 yrs old)"
"MTS","Telecom","Minnesota, Hennepin, United States (USA)","Private","1966 (57 yrs old)"
"CGS","IT Services & Consulting","New York, United States","Private","1984 (39 yrs old)"
"Vishnu Solutions","BPO","Kolkata, India","Private","2000 (23 yrs old)"
"Technocraft Industries","Industrial Machinery","Mumbai, Maharashtra, India","Public","1972 (51 yrs old)"
"JSW Severfield Structures","Engineering & Construction","Mumbai, Maharashtra, India","JV","2009 (14 yrs old)"
"Kamdhenu","Building Material","Alwar, India","Public","1995 (28 yrs old)"
"IWS","Recruitment","Noida, India","Private","2004 (19 yrs old)"
"EASTMAN EXPORTS GLOBAL CLOTHING PVT.LTD","Fashion & Textile","Tirupur/Tiruppur, Tamil Nadu, India","Private","1983 (40 yrs old)"
"FM INDIA SUPPLY CHAIN","Logistics","Pune, India","Private","1967 (56 yrs old)"
"Fouress Engineering India","Engineering & Construction","Mumbai, Maharashtra, India","Private","1962 (61 yrs old)"
"S S Enterprises","Industrial Machinery","Delhi/NCR, Delhi, India","Private","2010 (13 yrs old)"
"Pullman New Delhi Aerocity","Hospitality","New Delhi, India","","2015 (8 yrs old)"
"SPRAY ENGINEERING DEVICES","Industrial Machinery","Mohali, Punjab, India","LLP","1992 (31 yrs old)"
"Electrical Maintenance","","","",""
"HP Global e-Business Operations","BPO","Palo Alto, United States","Public","1939 (84 yrs old)"
"Dar Group","Management Consulting","Beirut, Lebanon","Private","1986 (37 yrs old)"
"Private Practice","","","",""
"Vogo Automotive","Internet","Montpellier,Herault, France","Private","2016 (7 yrs old)"
"Relevel","","","",""
"Omprime Technology Private Limited","IT Services & Consulting","","","2019 (4 yrs old)"
"FunnL","Marketing & Advertising","","",""
"VASTA BIO-INFORMATICS","Clinical Research","New York, US","",""
"Phenom","IT Services & Consulting","Ambler,Pennsylvania, United States","Private","2011 (12 yrs old)"
"CGS","IT Services & Consulting","New York, United States","Private","1984 (39 yrs old)"
"Stellantis","","","",""
"RJ Corp","Retail","Gurgaon/Gurugram, Haryana, India","Private","1980 (43 yrs old)"
"Videocon Industries Ltd.","Consumer Electronics & Appliances","Mumbai, Maharashtra, India","Public","1979 (44 yrs old)"
"Modelama Exports","Fashion & Textile","Gurugram, India","Private","1979 (44 yrs old)"
"Viraj Projects","Real Estate","Pune, India","Private","2001 (22 yrs old)"
"Executive Ship Management","Ports & Shipping","Singapore, Singapore","Private","1998 (25 yrs old)"
"Dimension India Network","IT Services & Consulting","Noida, Uttar Pradesh, India","Private","2000 (23 yrs old)"
"M+W Group","Engineering & Construction","Stuttgart, Germany","Private","1912 (111 yrs old)"
"Theon Pharmaceuticals","Pharma","Panchkula, Haryana, India","Private","2007 (16 yrs old)"
"Costa Coffee","Beverage","Dunstable, UnitedKingdom","Private","1971 (52 yrs old)"
"ABSAS Solutions","EdTech","Noida, India","Private","2009 (14 yrs old)"
"AT&S","Semiconductors","Mumbai,Maharashtra, India","Private","1987 (36 yrs old)"
"Avantha Technologies","IT Services & Consulting","Gurgaon, India","Public","2004 (19 yrs old)"
"Impelsys","","Bangalore/Bengaluru, Karnataka, India","Private","2001 (22 yrs old)"
"Danblock Brakes","Industrial Machinery","Hestehaven, Denmark","Private","1736 (287 yrs old)"
"Lokmat Media","Printing & Publishing","Mumbai, India","Private","1971 (52 yrs old)"
"Sakshi","Printing & Publishing","Hyderabad, India","Private","2008 (15 yrs old)"
"Marque Impex","Import & Export","Moradabad, India","","1996 (27 yrs old)"
"Overseas Health Care","Pharma","Jalandhar, India","","1994 (29 yrs old)"
"Sysinformation Healthcare","Healthcare","Texas, Texas, United States Of America","Private","2005 (18 yrs old)"
"Hamad Medical Corporation","Healthcare","Doha, Qatar","","1979 (44 yrs old)"
"Steer Engineering","Engineering & Construction","Bangalore/Bengaluru, Karnataka, India","","1993 (30 yrs old)"
"Datawind Innovations","Consumer Electronics & Appliances","Mississauga, Canada","Private","2001 (22 yrs old)"
"Wheels Emi","NBFC","Pune,Maharashtra, India","Private","2017 (6 yrs old)"
"Creative Info-link","IT Services & Consulting","Kolkata, India","Private","2011 (12 yrs old)"
"Ind Innovations","IT Services & Consulting","Delhi/NCR, Delhi, India","Private","2014 (9 yrs old)"
"Datavail Infotech","IT Services & Consulting","Broomfield, Colorado, United States","Private","2007 (16 yrs old)"
"Bajaj Steel Industries","Industrial Machinery","Nagpur, India","Public","1961 (62 yrs old)"
"Morarjee Textiles","Fashion & Textile","Mumbai, Maharashtra, India","Public","1871 (152 yrs old)"
"Syniverse Technologies","IT Services & Consulting","Tampa, Florida, United States (USA)","Private","1987 (36 yrs old)"
"Oceanic Pharmachem","Pharma","Mumbai, Maharashtra, India","Private","1998 (25 yrs old)"
"Oman Shapoorji Llc","Engineering & Construction","Muscat, Oman","","1975 (48 yrs old)"
"Kwality Pharmaceuticals","Pharma","Amritsar, India","Public","1983 (40 yrs old)"
"Bsr Infratech India","Engineering & Construction","Bengaluru, India","Private","2008 (15 yrs old)"
"Indiafilings","Financial Services","Chennai,Tamil Nadu, India","Private","2013 (10 yrs old)"
"Arwade Infrastructure","Engineering & Construction","Pune, India","Private","2009 (14 yrs old)"
"Sheth Creators","Real Estate","Mumbai, Maharashtra, India","Private","2011 (12 yrs old)"
"Reventics","Healthcare","Denver, CO, United States (USA)","Private","2016 (7 yrs old)"
"Accountant Anywhere Services","BPO","Pune, Maharashtra, India","Private","2001 (22 yrs old)"
"Prgx India","Accounting & Auditing","Atlanta, Georgia, United States (USA)","Private","2010 (13 yrs old)"
"Aaj Enterprises","Logistics","New Delhi, India","","2006 (17 yrs old)"
"Sindhu Cargo Services","Logistics","Bengaluru, India","Private","1987 (36 yrs old)"
"Oceanic Pharmachem","Pharma","Mumbai, Maharashtra, India","Private","1998 (25 yrs old)"
"Prgx India","Accounting & Auditing","Atlanta, Georgia, United States (USA)","Private","2010 (13 yrs old)"
"Met Technologies","BPO","Kolkata, West Bengal, India","Private","2010 (13 yrs old)"
"Jamboree Education","EdTech","Delhi, India","Private","1993 (30 yrs old)"
"Veritaz Healthcare","Pharma","Hyderabad, India","Private","2005 (18 yrs old)"
"Sysinformation Healthcare","Healthcare","Texas, Texas, United States Of America","Private","2005 (18 yrs old)"
"Bando India","Auto Components","Gurgaon/Gurugram, Haryana, India","Private","2003 (20 yrs old)"
"Sakshi","Printing & Publishing","Hyderabad, India","Private","2008 (15 yrs old)"
"Pan Gulf Technologies","Design","Mumbai, Maharashtra, India","Private","2004 (19 yrs old)"
"Steer Engineering","Engineering & Construction","Bangalore/Bengaluru, Karnataka, India","","1993 (30 yrs old)"
"Datavail Infotech","IT Services & Consulting","Broomfield, Colorado, United States","Private","2007 (16 yrs old)"
"Bajaj Steel Industries","Industrial Machinery","Nagpur, India","Public","1961 (62 yrs old)"
"Datawind Innovations","Consumer Electronics & Appliances","Mississauga, Canada","Private","2001 (22 yrs old)"
"Oman Shapoorji Llc","Engineering & Construction","Muscat, Oman","","1975 (48 yrs old)"
"Hamad Medical Corporation","Healthcare","Doha, Qatar","","1979 (44 yrs old)"
"Syniverse Technologies","IT Services & Consulting","Tampa, Florida, United States (USA)","Private","1987 (36 yrs old)"
"Indiafilings","Financial Services","Chennai,Tamil Nadu, India","Private","2013 (10 yrs old)"
"Wheels Emi","NBFC","Pune,Maharashtra, India","Private","2017 (6 yrs old)"
