00-avengers-country,01-DDD-country,02-GioPonSpiz-country,03-gren-country,04-iGMM-country,05-MalPatSaj-country,06-MarScoToc-country
norway,usa,austria,india,usa,usa,usa
france,usa,usa,usa,uk,usa,canada
spain,usa,usa,usa,canada,norway,usa
usa,none,usa,finland,japan,usa,usa
south korea,usa,usa,usa,usa,usa,usa
usa,mexico,usa,usa,usa,chile,india
usa,taiwan,usa,usa,new zealand,thuania,
usa,canada,usa,canada,canada,usa,usa
usa,usa,usa,usa,canada,usa,usa
usa,usa,uk,usa,usa,usa,usa
usa,canada,brazil,india,south korea,canada,india
ireland,usa,usa,bermuda,usa,usa,usa
india,turkey,usa,usa,usa,usa,uk
canada,usa,germany,israel,usa,usa,portugal
,finland,usa,usa,india,israel,usa
spain,usa,usa,usa,usa,usa,usa
usa,india,usa,uk,brazil,usa,netherlands
spain,usa,usa,russia,usa,usa,finland
germany,singapore,usa,india,india,usa,china
usa,south-africa,usa,usa,india,usa,poland
usa,usa,usa,usa,spain,usa,usa
australia,usa,usa,s. korea,usa,poland,germany
usa,usa,usa,usa,turkey,russia,canada
india,usa,india,usa,usa,france,usa
canada,usa,usa,usa,usa,germany,new zealand
netherlands,usa,canada,usa,germany,usa,usa
switzerland,usa,canada,usa,usa,usa,uk
finland,cambodia,usa,india,usa,israel,usa
usa,usa,norway,usa,indonesia,usa,usa
china,canada,canada,india,india,usa,usa
israel,usa,usa,usa,germany,usa,mexico
india,usa,china,taiwan,usa,usa,uk
usa,usa,france,switzerland,usa,finland,
usa,usa,usa,chile,usa,usa,china
usa,usa,usa,china,china,usa,china
uk,usa,usa,spain,usa,canada,usa
usa,south-africa,usa,india,austria,usa,usa
usa,usa,finland,uk,usa,usa,canada
germany,india,usa,usa,netherlands,india,usa
usa,usa,usa,germany,france,usa,usa
usa,none,usa,new zealand,hong kong,usa,usa
china,usa,usa,usa,canada,usa,canada
india,indonesia,usa,china,usa,uk,usa
usa,usa,canada,usa,uk,usa,usa
usa,usa,usa,usa,uk,usa,canada
germany,usa,canada,usa,uk,usa,usa
canada,none,usa,canada,usa,uk,usa
usa,germany,india,usa,france,switzerland,israel
usa,usa,germany,usa,usa,germany,usa
india,usa,new zealand,usa,usa,japan,usa
spain,usa,lithuania,japan,usa,canada,usa
brazil,usa,usa,usa,taiwan,germany,usa
usa,usa,usa,usa,austria,usa,usa
russia,united-kingdom,canada,usa,usa,usa,usa
india,usa,india,usa,usa,usa,usa
canada,usa,usa,india,india,canada,india
canada,canada,canada,usa,spain,usa,usa
switzerland,usa,usa,spain,usa,usa,usa
usa,usa,usa,brazil,singapore,usa,usa
canada,usa,taiwan,usa,uk,usa,germany
usa,usa,china,france,usa,usa,israel
israel,usa,china,mexico,denmark,india,usa
india,china,new zealand,usa,usa,usa,usa
usa,usa,usa,usa,usa,israel,japan
india,switzerland,usa,usa,singapore,israel,usa
usa,india,usa,india,usa,usa,usa
germany,france,usa,usa,france,usa,usa
usa,usa,germany,monaco,usa,china,usa
usa,south-africa,usa,usa,new zealand,usa,usa
usa,india,india,usa,india,usa,finland
,usa,usa,finland,usa,usa,israel
usa,south-africa,usa,canada,india,usa,china
switzerland,canada,usa,israel,australia,usa,india
usa,usa,netherlands,cambodia,iceland,usa,usa
usa,usa,usa,india,usa,usa,new zealand
usa,india,finland,usa,usa,canada,usa
usa,none,turkey,germany,usa,germany,usa
china,usa,india,norway,india,finland,china
usa,india,israel,usa,usa,spain,usa
usa,usa,switzerland,usa,norway,india,usa
new zealand,usa,usa,usa,usa,usa,usa
usa,usa,usa,usa,usa,israel,usa
india,canada,india,usa,austria,germany,switzerland
china,india,usa,spain,usa,spain,usa
israel,china,usa,usa,usa,usa,
finland,india,usa,canada,usa,usa,usa
usa,usa,india,usa,germany,usa,usa
usa,usa,spain,usa,russia,usa,usa
usa,canada,usa,usa,guernsey,usa,germany
usa,usa,usa,germany,usa,usa,usa
usa,japan,mexico,usa,usa,usa,india
japan,south-africa,usa,usa,usa,usa,usa
usa,none,spain,usa,canada,mexico,india
usa,usa,australia,usa,canada,usa,israel
israel,norway,israel,usa,usa,canada,usa
germany,canada,usa,usa,japan,usa,canada
usa,usa,usa,poland,usa,usa,usa
usa,spain,usa,usa,usa,usa,switzerland
usa,usa,usa,uk,usa,usa,canada
india,brazil,usa,usa,finland,usa,canada
usa,india,japan,usa,canada,new zealand,india
usa,usa,india,canada,greece,usa,russia
usa,usa,canada,usa,usa,china,usa
usa,canada,usa,germany,usa,usa,brazil
usa,poland,usa,spain,usa,usa,spain
usa,canada,usa,germany,usa,usa,india
usa,russia,usa,usa,spain,germany,usa
uk,usa,russia,usa,switzerland,usa,usa
mexico,usa,germany,usa,usa,usa,canada
usa,south-korea,usa,greece,usa,cambodia,germany
usa,usa,usa,canada,uk,usa,usa
usa,usa,india,usa,usa,usa,usa
uk,india,usa,usa,usa,australia,india
usa,malaysia,usa,india,brazil,usa,china
new zealand,india,germany,usa,bermuda,mexico,usa
usa,india,india,usa,usa,usa,usa
canada,none,usa,usa,germany,usa,germany
germany,usa,brazil,bermuda,usa,usa,usa
usa,usa,usa,israel,israel,usa,usa
poland,none,usa,usa,usa,poland,uk
china,australia,israel,india,usa,usa,usa
finland,usa,usa,israel,usa,usa,usa
netherlands,finland,usa,usa,germany,greece,usa
usa,none,india,usa,usa,canada,india
usa,usa,usa,china,india,usa,israel
portugal,israel,monaco,hong kong,usa,usa,china
uk,usa,france,usa,usa,canada,usa
usa,usa,usa,usa,usa,usa,finland
india,usa,india,usa,india,finland,switzerland
usa,malaysia,uk,usa,india,canada,netherlands
usa,usa,usa,usa,canada,usa,canada
usa,usa,uk,usa,spain,germany,india
,none,finland,india,usa,sweden,usa
india,usa,china,china,france,germany,india
usa,japan,usa,usa,uk,usa,usa
usa,germany,china,switzerland,usa,usa,canada
usa,usa,india,canada,taiwan,ireland,usa
canada,usa,germany,belgium,israel,india,usa
usa,united-kingdom,usa,usa,uk,uk,usa
usa,usa,usa,usa,uk,canada,canada
usa,usa,usa,usa,uk,uk,usa
usa,usa,china,usa,usa,switzerland,usa
usa,usa,usa,india,south africa,usa,canada
usa,germany,spain,hong kong,uk,usa,israel
taiwan,canada,usa,israel,usa,usa,usa
norway,indonesia,usa,usa,usa,netherlands,usa
germany,usa,usa,netherlands,uk,usa,usa
usa,india,usa,usa,usa,india,usa
brazil,usa,usa,austria,usa,israel,usa
usa,usa,canada,usa,usa,usa,australia
usa,usa,switzerland,canada,usa,belgium,usa
france,chile,usa,usa,usa,usa,usa
usa,usa,usa,usa,usa,usa,germany
usa,usa,usa,usa,usa,usa,spain
usa,canada,china,usa,switzerland,israel,usa
usa,canada,israel,usa,japan,usa,spain
uk,israel,spain,canada,usa,france,
finland,switzerland,usa,usa,usa,bermuda,canada
usa,france,usa,canada,usa,usa,india
india,usa,canada,india,canada,monaco,ireland
usa,usa,usa,usa,usa,usa,usa
usa,india,usa,canada,usa,canada,usa
usa,sweden,cambodia,austria,usa,usa,usa
usa,hong-kong,usa,usa,uk,usa,usa
usa,usa,usa,australia,usa,usa,usa
usa,china,brazil,usa,usa,canada,usa
usa,usa,usa,usa,germany,germany,south korea
usa,india,poland,s. korea,usa,usa,usa
usa,none,usa,new zealand,usa,india,spain
india,usa,uk,germany,usa,canada,france
netherlands,usa,usa,canada,india,usa,norway
china,canada,germany,usa,israel,usa,usa
usa,usa,s. korea,usa,usa,india,cambodia
india,usa,usa,usa,usa,canada,usa
usa,south-korea,usa,usa,spain,austria,poland
usa,usa,usa,usa,usa,india,usa
usa,new-zealand,brazil,usa,switzerland,canada,usa
,south-africa,canada,usa,germany,usa,usa
usa,india,canada,india,canada,usa,india
israel,hong-kong,canada,usa,usa,usa,brazil
usa,usa,usa,brazil,usa,usa,germany
norway,india,china,finland,usa,canada,spain
south korea,poland,germany,ireland,usa,usa,canada
india,usa,belgium,usa,portugal,china,usa
canada,usa,usa,canada,canada,usa,usa
usa,finland,usa,poland,usa,hong kong,china
germany,united-kingdom,usa,usa,south korea,usa,australia
usa,usa,usa,uk,uk,usa,usa
,usa,usa,spain,netherlands,usa,netherlands
canada,canada,usa,usa,uk,usa,usa
usa,usa,usa,usa,usa,usa,usa
israel,canada,usa,usa,usa,usa,canada
germany,usa,canada,brazil,usa,usa,usa
japan,singapore,usa,israel,usa,usa,usa
usa,turkey,norway,spain,canada,china,brazil
canada,none,greece,usa,usa,s. korea,belgium
brazil,usa,uk,usa,taiwan,usa,spain
germany,france,canada,usa,germany,usa,usa
usa,usa,finland,india,usa,usa,usa
,usa,usa,italy,india,usa,canada
south korea,usa,usa,usa,isle of man,usa,usa
india,south-africa,china,uk,new zealand,usa,usa
usa,usa,hong kong,germany,uk,usa,hong kong
china,canada,usa,canada,switzerland,china,usa
usa,south-korea,netherlands,usa,uk,spain,canada
usa,south-africa,ireland,spain,india,usa,hong kong
usa,finland,canada,sweden,usa,usa,usa
usa,canada,usa,usa,germany,usa,canada
germany,usa,usa,usa,canada,usa,usa
india,usa,usa,usa,usa,spain,usa
usa,usa,usa,usa,usa,usa,usa
,brazil,canada,canada,hong kong,israel,canada
usa,switzerland,israel,usa,switzerland,norway,usa
usa,canada,spain,usa,france,china,new zealand
norway,usa,new zealand,uk,israel,india,portugal
usa,south-korea,usa,usa,israel,singapore,usa
uk,none,usa,usa,israel,usa,usa
poland,india,usa,france,usa,usa,usa
usa,usa,hong kong,usa,usa,canada,uk
usa,usa,usa,germany,italy,usa,usa
canada,hong-kong,australia,usa,south africa,usa,germany
usa,usa,usa,usa,canada,usa,usa
malaysia,usa,usa,india,usa,netherlands,usa
usa,usa,usa,usa,usa,bermuda,usa
usa,india,usa,usa,usa,canada,usa
usa,australia,usa,usa,usa,usa,taiwan
usa,india,usa,canada,chile,usa,netherlands
germany,usa,spain,usa,netherlands,usa,
usa,denmark,usa,usa,usa,usa,usa
usa,usa,netherlands,netherlands,china,india,usa
usa,usa,usa,usa,usa,usa,uk
,usa,canada,indonesia,usa,germany,usa
usa,usa,brazil,usa,usa,france,usa
new zealand,germany,usa,usa,usa,usa,usa
usa,usa,netherlands,finland,usa,usa,netherlands
usa,usa,usa,bermuda,usa,italy,germany
usa,usa,usa,germany,spain,brazil,italy
usa,indonesia,canada,china,usa,usa,china
canada,united-kingdom,usa,usa,hong kong,usa,usa
usa,usa,usa,usa,switzerland,finland,usa
france,usa,austria,usa,india,canada,
,united-kingdom,china,canada,canada,usa,usa
usa,usa,luxembourg,usa,south korea,brazil,uk
usa,india,argentina,usa,usa,usa,usa
mexico,usa,uk,south africa,uk,usa,poland
usa,usa,spain,usa,uk,usa,germany
usa,india,usa,usa,usa,india,usa
usa,japan,france,usa,austria,china,usa
usa,japan,usa,usa,usa,france,usa
india,usa,usa,usa,japan,usa,usa
usa,usa,austria,canada,usa,hong kong,canada
usa,usa,germany,canada,germany,usa,usa
malaysia,usa,italy,usa,usa,usa,france
usa,usa,usa,usa,china,germany,brazil
thailand,turkey,usa,usa,australia,south africa,portugal
denmark,united-kingdom,germany,italy,norway,india,usa
turkey,france,canada,usa,india,sweden,finland
usa,usa,bermuda,canada,usa,australia,uk
finland,usa,usa,usa,usa,spain,india
usa,usa,usa,switzerland,usa,canada,usa
usa,new-zealand,usa,usa,india,usa,usa
usa,canada,uk,china,india,usa,usa
,united-kingdom,poland,india,usa,usa,usa
china,canada,india,netherlands,usa,usa,usa
india,usa,china,spain,canada,spain,india
usa,canada,usa,usa,poland,indonesia,germany
south korea,hong-kong,usa,usa,usa,usa,usa
usa,brazil,south africa,netherlands,luxembourg,uk,usa
india,spain,usa,usa,usa,uk,usa
spain,canada,canada,usa,usa,austria,south korea
canada,switzerland,usa,japan,canada,ireland,
usa,usa,usa,france,india,japan,india
usa,germany,usa,usa,south africa,usa,usa
usa,sweden,canada,usa,australia,sweden,usa
usa,germany,usa,netherlands,usa,china,usa
germany,usa,usa,usa,usa,spain,india
canada,germany,canada,usa,canada,canada,usa
usa,united-kingdom,south africa,canada,germany,china,usa
,usa,usa,usa,chile,china,uk
usa,none,uk,south africa,usa,usa,brazil
usa,singapore,italy,germany,usa,usa,usa
usa,usa,germany,netherlands,usa,usa,usa
usa,turkey,usa,usa,usa,usa,india
canada,usa,usa,brazil,usa,netherlands,usa
usa,usa,usa,usa,usa,india,indonesia
usa,sweden,usa,usa,usa,usa,usa
usa,canada,switzerland,canada,usa,bermuda,usa
india,spain,usa,usa,usa,canada,usa
taiwan,usa,argentina,india,usa,usa,netherlands
usa,usa,germany,usa,canada,india,uk
usa,usa,sweden,china,usa,south africa,usa
usa,india,germany,germany,usa,india,sweden
south africa,united-kingdom,usa,norway,usa,india,usa
usa,usa,bermuda,canada,usa,usa,usa
china,canada,spain,usa,hong kong,france,usa
germany,canada,usa,usa,usa,usa,usa
usa,sweden,new zealand,canada,uk,usa,spain
india,united-kingdom,china,canada,usa,usa,india
usa,none,usa,usa,canada,uk,uk
usa,usa,netherlands,china,sweden,usa,japan
india,south-korea,thailand,argentina,canada,usa,canada
south africa,south-korea,usa,spain,usa,usa,usa
usa,belgium,usa,bermuda,usa,brazil,canada
sweden,usa,usa,usa,usa,usa,india
,usa,austria,usa,finland,usa,usa
usa,united-kingdom,usa,ireland,usa,usa,china
uk,switzerland,brazil,usa,denmark,usa,usa
usa,usa,uk,usa,usa,usa,usa
usa,usa,new zealand,usa,finland,usa,india
usa,united-kingdom,usa,usa,uk,usa,germany
usa,usa,s. arabia,usa,usa,usa,usa
usa,none,usa,usa,switzerland,new zealand,usa
usa,usa,usa,usa,canada,usa,china
canada,canada,s. korea,sweden,usa,new zealand,usa
south africa,south-korea,poland,usa,south korea,canada,usa
cambodia,usa,usa,usa,denmark,usa,usa
indonesia,canada,usa,usa,usa,uk,usa
uk,united-kingdom,india,usa,taiwan,germany,canada
usa,usa,france,s. arabia,new zealand,usa,
france,usa,finland,germany,greece,india,germany
usa,usa,usa,usa,usa,usa,uk
usa,usa,germany,canada,usa,usa,usa
usa,singapore,usa,usa,japan,south africa,usa
usa,usa,usa,uk,usa,usa,sweden
india,usa,canada,usa,usa,canada,usa
canada,france,netherlands,australia,usa,usa,usa
usa,germany,canada,taiwan,canada,spain,brazil
india,usa,india,usa,france,usa,usa
usa,usa,uk,austria,japan,usa,usa
usa,usa,usa,usa,singapore,hamas,usa
switzerland,usa,india,uk,germany,usa,france
usa,usa,usa,austria,usa,germany,spain
usa,taiwan,usa,usa,canada,usa,canada
india,united-kingdom,canada,uk,india,usa,usa
usa,usa,luxembourg,new zealand,singapore,usa,usa
usa,india,germany,canada,usa,usa,netherlands
usa,none,hong kong,usa,austria,usa,usa
usa,japan,usa,usa,germany,canada,usa
canada,usa,usa,usa,malta,india,usa
usa,usa,india,usa,usa,japan,usa
usa,usa,japan,usa,india,usa,usa
norway,usa,usa,usa,germany,usa,usa
usa,chile,usa,usa,uk,brazil,singapore
india,usa,usa,china,usa,usa,india
usa,france,usa,usa,usa,china,usa
sweden,usa,usa,usa,india,usa,canada
usa,canada,germany,usa,switzerland,usa,usa
usa,usa,usa,usa,indonesia,germany,usa
south africa,usa,usa,brazil,usa,netherlands,usa
south africa,usa,usa,south africa,usa,usa,south africa
india,germany,india,usa,usa,south africa,canada
uk,usa,usa,israel,finland,usa,uk
usa,usa,india,japan,uk,usa,usa
,usa,taiwan,new zealand,usa,usa,china
singapore,usa,usa,netherlands,india,bermuda,usa
japan,usa,spain,germany,usa,netherlands,usa
canada,india,canada,usa,uk,norway,
,denmark,india,usa,germany,india,usa
malaysia,usa,usa,usa,usa,austria,usa
finland,south-africa,usa,usa,usa,usa,germany
uk,taiwan,usa,canada,india,canada,
usa,japan,netherlands,s. korea,usa,usa,
usa,usa,canada,usa,singapore,usa,usa
usa,usa,usa,usa,china,usa,usa
usa,switzerland,usa,india,usa,usa,usa
usa,switzerland,usa,israel,usa,india,usa
poland,canada,brazil,usa,uk,canada,
usa,usa,usa,cambodia,usa,usa,usa
israel,canada,usa,south africa,usa,netherlands,usa
russia,usa,india,india,usa,canada,usa
usa,usa,uk,usa,usa,uk,usa
usa,usa,usa,usa,usa,usa,usa
usa,usa,usa,india,australia,usa,
india,usa,uk,usa,usa,uk,south africa
usa,usa,israel,singapore,israel,canada,usa
spain,india,cambodia,usa,usa,usa,ireland
usa,usa,netherlands,usa,germany,usa,usa
israel,usa,usa,thailand,usa,usa,south africa
,india,argentina,canada,china,usa,usa
india,canada,usa,usa,china,usa,spain
india,india,uk,india,usa,usa,
,germany,uk,usa,india,usa,south africa
usa,usa,usa,usa,usa,usa,hong kong
usa,usa,usa,usa,canada,india,new zealand
chile,germany,singapore,australia,usa,usa,usa
usa,usa,jersey,usa,usa,usa,canada
usa,usa,canada,norway,india,canada,usa
usa,australia,usa,luxembourg,uk,usa,usa
poland,canada,usa,thailand,usa,israel,germany
usa,india,netherlands,india,usa,usa,china
usa,usa,usa,usa,uk,india,canada
usa,usa,usa,usa,india,s. arabia,canada
usa,usa,usa,taiwan,usa,spain,usa
usa,canada,usa,china,germany,uk,usa
switzerland,india,usa,finland,usa,usa,usa
south korea,usa,usa,usa,usa,s. korea,usa
usa,poland,usa,usa,canada,canada,usa
malaysia,india,usa,canada,south africa,israel,germany
germany,united-kingdom,usa,usa,canada,usa,singapore
usa,none,usa,sweden,hong kong,usa,usa
canada,united-kingdom,sweden,hong kong,usa,usa,usa
canada,denmark,usa,uk,usa,usa,usa
usa,usa,austria,usa,usa,canada,usa
japan,new-zealand,indonesia,canada,usa,usa,switzerland
usa,usa,usa,brazil,usa,canada,usa
usa,canada,usa,usa,usa,usa,new zealand
usa,canada,canada,usa,uk,usa,usa
usa,hong-kong,usa,usa,usa,usa,germany
india,usa,usa,jersey,usa,usa,usa
usa,usa,usa,usa,mexico,germany,finland
usa,usa,usa,poland,brazil,uk,usa
usa,south-korea,usa,usa,canada,usa,south korea
india,usa,usa,usa,usa,cambodia,uk
usa,usa,chile,china,canada,usa,italy
finland,usa,spain,usa,usa,china,usa
usa,india,usa,usa,indonesia,usa,usa
india,united-kingdom,usa,uk,canada,austria,usa
usa,germany,usa,usa,usa,brazil,netherlands
usa,usa,norway,usa,india,canada,netherlands
usa,usa,usa,usa,canada,usa,usa
usa,south-africa,usa,argentina,switzerland,bermuda,israel
usa,brazil,israel,usa,usa,israel,usa
france,canada,india,usa,india,germany,usa
usa,usa,usa,usa,denmark,usa,usa
usa,canada,usa,india,switzerland,usa,usa
usa,none,usa,france,belgium,singapore,usa
,usa,usa,usa,usa,india,usa
,italy,s. korea,india,canada,india,usa
canada,usa,usa,usa,usa,usa,canada
usa,singapore,usa,usa,usa,switzerland,
canada,germany,usa,usa,uk,india,usa
,taiwan,israel,uk,south korea,usa,israel
uk,canada,usa,usa,turkey,israel,usa
usa,india,usa,netherlands,spain,usa,india
indonesia,usa,australia,israel,usa,canada,japan
china,united-kingdom,usa,usa,denmark,usa,
usa,usa,usa,bahamas,india,usa,brazil
switzerland,germany,usa,usa,france,usa,canada
usa,usa,usa,india,uk,usa,israel
south africa,netherlands,bermuda,usa,spain,usa,france
germany,usa,usa,usa,usa,usa,usa
south korea,indonesia,china,usa,canada,usa,canada
usa,canada,usa,usa,usa,usa,usa
usa,usa,usa,usa,usa,finland,usa
canada,usa,canada,argentina,usa,canada,
india,usa,usa,usa,germany,india,cambodia
new zealand,usa,uk,canada,usa,germany,usa
uk,usa,s. korea,india,israel,usa,india
india,usa,usa,usa,saudi arabia,usa,usa
canada,usa,usa,israel,usa,usa,saudi arabia
india,spain,usa,india,usa,usa,india
denmark,usa,usa,india,switzerland,france,canada
usa,usa,usa,chile,india,usa,canada
singapore,usa,usa,spain,japan,netherlands,usa
denmark,usa,usa,usa,usa,usa,usa
south africa,none,usa,usa,usa,usa,chile
usa,usa,china,india,south africa,usa,canada
uk,usa,india,usa,usa,usa,usa
usa,united-kingdom,usa,usa,uk,usa,usa
canada,usa,thailand,usa,uk,taiwan,usa
india,usa,usa,netherlands,usa,usa,usa
turkey,usa,usa,switzerland,india,poland,canada
usa,usa,usa,brazil,usa,china,thailand
france,netherlands,usa,germany,india,usa,usa
usa,usa,canada,usa,spain,india,usa
south korea,canada,usa,usa,usa,usa,usa
usa,usa,usa,luxembourg,bermuda,usa,uk
,usa,usa,germany,turkey,usa,usa
india,usa,singapore,usa,uk,usa,
usa,none,usa,india,usa,india,usa
usa,israel,usa,usa,japan,usa,usa
hong kong,usa,usa,usa,canada,australia,usa
india,hong-kong,france,india,india,usa,canada
usa,united-kingdom,india,usa,india,usa,usa
usa,usa,usa,germany,uk,usa,usa
usa,usa,usa,usa,india,india,thailand
usa,usa,usa,india,usa,usa,usa
brazil,usa,usa,taiwan,india,singapore,usa
usa,usa,india,denmark,south korea,china,usa
indonesia,canada,usa,uk,india,usa,usa
south korea,usa,germany,usa,south africa,usa,usa
uk,usa,usa,canada,colombia,usa,uk
japan,singapore,usa,uk,usa,spain,india
usa,none,canada,usa,singapore,india,usa
canada,china,india,usa,hong kong,usa,poland
japan,usa,taiwan,usa,usa,israel,usa
uk,usa,usa,india,sweden,india,norway
usa,germany,netherlands,hong kong,usa,usa,usa
india,usa,usa,usa,usa,canada,usa
canada,usa,usa,netherlands,usa,usa,usa
uk,none,usa,usa,usa,usa,spain
spain,brazil,usa,usa,switzerland,finland,usa
usa,usa,usa,germany,uk,usa,usa
usa,usa,india,usa,saudi arabia,usa,usa
usa,usa,usa,usa,usa,usa,israel
ireland,canada,australia,usa,south korea,uk,usa
south korea,none,bahamas,canada,usa,denmark,usa
norway,usa,usa,usa,usa,usa,israel
usa,none,usa,india,usa,india,usa
usa,usa,south africa,india,usa,china,india
germany,germany,usa,canada,china,uk,usa
germany,usa,india,usa,finland,usa,usa
usa,usa,canada,usa,china,canada,usa
australia,usa,usa,uk,malaysia,chile,usa
india,india,usa,canada,usa,uk,usa
canada,usa,usa,singapore,usa,usa,canada
usa,united-kingdom,switzerland,usa,canada,usa,netherlands
usa,usa,south africa,finland,spain,usa,usa
usa,usa,china,singapore,usa,israel,china
usa,usa,usa,usa,usa,usa,usa
canada,canada,japan,bermuda,usa,netherlands,hong kong
canada,united-kingdom,usa,china,usa,usa,usa
usa,france,canada,usa,bermuda,china,india
hong kong,usa,canada,india,argentina,india,uk
usa,usa,china,usa,usa,gentina,usa
usa,usa,hong kong,usa,usa,china,china
