name,world_rank,marketValue,marketCap,CEO,country
VISCOFAN,"4,906",2.953 Billion USD,3.331 Billion USD,,Spain
CLOSE BROTHERS GROUP,"4,907",2.954 Billion USD,3.257 Billion USD,,UK
ARABIAN CENTRES COMPANY,"4,908",2.954 Billion USD,3.213 Billion USD,,Saudi Arabia
ADAMA,"4,909",2.948 Billion USD,3.198 Billion USD,,China
GUANGDONG SHUNKONG DEVELOPMENT CO. LTD.,"4,910",2.953 Billion USD,2.994 Billion USD,,China
CALAMOS STRATEGIC TOTAL RETURN FUND,"4,911",2.945 Billion USD,2.952 Billion USD,,USA
BEIJING CAPITAL INTERNATIONAL AIRPORT COMPANY,"4,912",2.947 Billion USD,2.828 Billion USD,,China
HILLTOP HOLDINGS,"4,913",2.945 Billion USD,2.716 Billion USD,,USA
FULTON FINANCIAL CORPORATION,"4,914",2.949 Billion USD,2.585 Billion USD,,USA
BOYA BIO-PHARMACEUTICAL GROUP,"4,915",2.946 Billion USD,2.558 Billion USD,,China
DONLINKS INTERNATIONAL INVESTMENT,"4,916",2.946 Billion USD,2.240 Billion USD,,China
QIANHE CONDIMENT AND FOOD,"4,917",2.953 Billion USD,2.085 Billion USD,,China
HUFVUDSTADEN AB (PUBL),"4,918",2.943 Billion USD,3.760 Billion USD,,Sweden
AIMMUNE THERAPEUTICS,"4,918","4,918","4,918",,USA
1LIFE HEALTHCARE INC,"4,919",2.940 Billion USD,3.378 Billion USD,,USA
MITSUI FUDOSAN LOGISTICS PARK,"4,920",2.937 Billion USD,3.206 Billion USD,,Japan
ADAPTHEALTH,"4,921",2.942 Billion USD,3.147 Billion USD,,USA
EBRO FOODS,"4,922",2.944 Billion USD,3.083 Billion USD,,Spain
"KRISPY KREME, INC.","4,923",2.939 Billion USD,2.792 Billion USD,,USA
EOPTOLINK TECHNOLOGY,"4,924",2.938 Billion USD,2.647 Billion USD,,China
ZHEJIANG JINKE CULTURE INDUSTRY,"4,925",2.942 Billion USD,1.709 Billion USD,,China
CHINA EVERGRANDE GROUP,"4,926",2.928 Billion USD,7.242 Billion USD,Xia Haijun,China
ITRON,"4,927",2.933 Billion USD,3.800 Billion USD,,USA
SHANGHAI HUAYI GROUP CORPORATION,"4,928",2.927 Billion USD,3.490 Billion USD,,China
DOWNER EDI,"4,929",2.930 Billion USD,3.362 Billion USD,,Australia
IHEARTMEDIA,"4,930",2.928 Billion USD,3.311 Billion USD,,USA
WALSIN TECHNOLOGY CORPORATION,"4,931",2.931 Billion USD,3.255 Billion USD,,Taiwan
THE A2 MILK COMPANY,"4,932",2.926 Billion USD,3.153 Billion USD,,New Zealand
CASINO GUICHARD-PERRACHON SOCIETE ANONYME,"4,933",2.928 Billion USD,3.140 Billion USD,,France
GREIF,"4,934",2.927 Billion USD,3.054 Billion USD,,USA
WORTHINGTON INDUSTRIES,"4,935",2.929 Billion USD,2.989 Billion USD,,USA
ZHONGTIAN FINANCIAL GROUP COMPANY,"4,936",2.931 Billion USD,2.837 Billion USD,,China
SOUTH JERSEY INDUSTRIES,"4,937",2.928 Billion USD,2.790 Billion USD,,USA
JIANGSU CHANGSHU RURAL COMMERCIAL BANK,"4,938",2.929 Billion USD,2.615 Billion USD,,China
CHENGDU KANGHONG PHARMACEUTICALS GROUP CO. LTD,"4,939",2.925 Billion USD,2.546 Billion USD,,China
JOYOUNG,"4,940",2.929 Billion USD,2.445 Billion USD,,China
DINGDONG (CAYMAN) LTD,"4,941",2.915 Billion USD,4.761 Billion USD,,China
MARATHON PATENT GROUP,"4,942",2.924 Billion USD,4.044 Billion USD,,USA
CORPORATION BANK,"4,943","4,943","4,943",,India
FONDUL PROPRIETATEA SA,"4,943",2.921 Billion USD,3.063 Billion USD,,Romania
MEDACTA GROUP SA,"4,944",2.918 Billion USD,3.056 Billion USD,,Switzerland
MGE ENERGY,"4,945",2.918 Billion USD,2.913 Billion USD,,USA
COM7 PUBLIC COMPANY,"4,946",2.922 Billion USD,2.558 Billion USD,,Thailand
FREIGHTWAYS,"4,947",2.918 Billion USD,1.504 Billion USD,,New Zealand
"XIAMEN BANK CO., LTD.","4,948",2.907 Billion USD,3.341 Billion USD,,China
BIN DAWOOD HOLDING COMPANY,"4,949",2.914 Billion USD,3.321 Billion USD,,Saudi Arabia
VIDRALA,"4,950",2.905 Billion USD,3.289 Billion USD,,Spain
PANDOX AB (PUBL),"4,951",2.912 Billion USD,3.261 Billion USD,,Sweden
IWATANI CORPORATION,"4,952",2.907 Billion USD,3.203 Billion USD,,Japan
BEIJING GEOENVIRON ENGINEERING & TECHNOLOGY,"4,953",2.909 Billion USD,2.672 Billion USD,,China
NEWLAND DIGITAL TECHNOLOGY,"4,954",2.905 Billion USD,2.590 Billion USD,,China
HUNAN ZHONGKE ELECTRIC,"4,955",2.905 Billion USD,2.266 Billion USD,,China
HISENSE VISUAL TECHNOLOGY,"4,956",2.911 Billion USD,2.194 Billion USD,,China
SHENZHEN CHANGHONG TECHNOLOGY,"4,957",2.913 Billion USD,2.108 Billion USD,,China
"LEGALZOOM.COM, INC.","4,958",2.895 Billion USD,6.740 Billion USD,,USA
USINAS SIDERURGICAS DE MINAS GERAIS,"4,959",2.900 Billion USD,4.447 Billion USD,,Brazil
JMDC,"4,960",2.895 Billion USD,3.914 Billion USD,,Japan
CHUGOKU ELECTRIC POWER,"4,961",2.903 Billion USD,3.364 Billion USD,,Japan
ABM INDUSTRIES INCORPORATED,"4,962",2.904 Billion USD,3.358 Billion USD,,USA
SHANGRI-LA ASIA,"4,963",2.900 Billion USD,3.181 Billion USD,,Hong Kong
SHANGRI-LA ASIA LIMITED,"4,963",2.901 Billion USD,3.207 Billion USD,,Hong Kong
KONTOOR BRANDS,"4,964",2.903 Billion USD,3.112 Billion USD,,USA
DENKA COMPANY,"4,965",2.903 Billion USD,3.036 Billion USD,,Japan
FORTIS HEALTHCARE,"4,966",2.900 Billion USD,3.004 Billion USD,,India
"RELAY THERAPEUTICS, INC.","4,967",2.896 Billion USD,2.969 Billion USD,,USA
SHENZHEN YINGHE TECHNOLOGY CO. LTD,"4,968",2.903 Billion USD,2.836 Billion USD,,China
GODREJ INDUSTRIES,"4,969",2.898 Billion USD,2.633 Billion USD,,India
TROAX GROUP AB (PUBL),"4,970",2.898 Billion USD,2.578 Billion USD,,Sweden
GANSU SHANGFENG CEMENT,"4,971",2.902 Billion USD,2.456 Billion USD,,China
QATAR ALUMINIUM MANUFACTURING COMPANY Q.P.S.C.,"4,972",2.902 Billion USD,2.427 Billion USD,,Qatar
SHANGHAI HAOHAI BIOLOGICAL TECHNOLOGY,"4,973",2.886 Billion USD,4.286 Billion USD,,China
SOFTWARE AKTIENGESELLSCHAFT,"4,974",2.888 Billion USD,3.920 Billion USD,,Germany
YAMAZAKI BAKING,"4,975",2.885 Billion USD,3.475 Billion USD,,Japan
ABM INDUSTRIES,"4,976",2.887 Billion USD,3.324 Billion USD,,USA
SKYLARK HOLDINGS,"4,977",2.894 Billion USD,3.271 Billion USD,,Japan
INGEVITY CORPORATION,"4,978",2.891 Billion USD,3.177 Billion USD,,USA
SHAANXI YANCHANG PETROLEUM CHEMICAL ENGINEERING,"4,979",2.885 Billion USD,3.067 Billion USD,,China
EUROPCAR MOBILITY GROUP,"4,980",2.890 Billion USD,2.954 Billion USD,,France
UNIQA INSURANCE GROUP AG,"4,981",2.888 Billion USD,2.847 Billion USD,,Austria
KOREA GAS CORPORATION,"4,982",2.887 Billion USD,2.672 Billion USD,,South Korea
VINATI ORGANICS,"4,983",2.894 Billion USD,2.583 Billion USD,,India
ALBANY INTERNATIONAL,"4,984",2.894 Billion USD,2.536 Billion USD,,USA
CHENGDU XINGRONG ENVIRONMENT,"4,985",2.892 Billion USD,2.486 Billion USD,,China
SHANDONG HEAD,"4,986",2.889 Billion USD,2.170 Billion USD,,China
"FREEDOM HOLDINGS, INC.","4,987",2.886 Billion USD,0.888 Billion USD,,Kazakhstan
SIRIUS INTERNATIONAL INSURANCE GROUP,"4,988",2.894 Billion USD,"6,544",,Bermuda
"LECRON INDUSTRIAL DEVELOPMENT GROUP CO., LTD.","4,989",2.882 Billion USD,3.563 Billion USD,,China
INSTRUCTURE,"4,990",2.877 Billion USD,3.328 Billion USD,,USA
YUEXIU PROPERTY COMPANY,"4,991",2.882 Billion USD,2.947 Billion USD,,Hong Kong
CAREL INDUSTRIES,"4,992",2.883 Billion USD,2.880 Billion USD,,Italy
ST. GALLER KANTONALBANK AG,"4,993",2.878 Billion USD,2.766 Billion USD,,Switzerland
RAMSAY GENERALE DE SANTE SA,"4,994",2.884 Billion USD,2.656 Billion USD,,France
KAJARIA CERAMICS,"4,995",2.884 Billion USD,2.578 Billion USD,,India
"HENAN ZHONGFU INDUSTRIAL CO.,LTD","4,996",2.877 Billion USD,1.097 Billion USD,,China
SBM OFFSHORE,"4,997",2.871 Billion USD,3.350 Billion USD,,Netherlands
HISAMITSU PHARMACEUTICAL,"4,998",2.870 Billion USD,3.321 Billion USD,,Japan
KEYWORDS STUDIOS,"4,999",2.867 Billion USD,3.270 Billion USD,,Ireland
MERCANTILE INVESTMENT TRUST (THE),"5,000",2.872 Billion USD,3.181 Billion USD,,UK
VICTREX,"5,001",2.870 Billion USD,3.180 Billion USD,,UK
GUODIAN CHANGYUAN ELECTRIC POWER,"5,002",2.873 Billion USD,3.117 Billion USD,,China
BANK OF QINGDAO,"5,003",2.867 Billion USD,2.918 Billion USD,,China
CENTRAL CHINA SECURITIES,"5,004",2.869 Billion USD,2.817 Billion USD,,China
GUOSHENG FINANCIAL HOLDING,"5,005",2.869 Billion USD,2.798 Billion USD,,China
MAPLE LEAF FOODS,"5,006",2.870 Billion USD,2.696 Billion USD,,Canada
UNICAJA BANCO,"5,007",2.871 Billion USD,2.532 Billion USD,,Spain
JOLYWOOD (SUZHOU) SUNWATT,"5,008",2.874 Billion USD,2.280 Billion USD,,China
ENOVIX CORPORATION,"5,009",2.873 Billion USD,2.256 Billion USD,,USA
ALM. BRAND A/S,"5,010",2.871 Billion USD,1.265 Billion USD,,Denmark
JASMINE TELECOM SYSTEMS PUBLIC COMPANY,"5,011",2.871 Billion USD,1.232 Billion USD,,Thailand
HANMI SCIENCE,"5,012",2.856 Billion USD,4.243 Billion USD,,South Korea
XINYU IRON & STEEL CO. LTD,"5,013",2.858 Billion USD,4.070 Billion USD,,China
AKBANK T.A.S,"5,014",2.857 Billion USD,3.663 Billion USD,,Turkey
HANG LUNG GROUP,"5,015",2.857 Billion USD,3.417 Billion USD,,Hong Kong
COLONY CAPITAL,"5,015","5,015",2.320 Billion USD,,USA
ALFRESA HOLDINGS CORPORATION,"5,016",2.861 Billion USD,3.409 Billion USD,,Japan
KAINOS GROUP,"5,017",2.861 Billion USD,3.364 Billion USD,,UK
"KYMERA THERAPEUTICS, INC.","5,018",2.855 Billion USD,3.172 Billion USD,,USA
BADGER METER,"5,019",2.860 Billion USD,3.125 Billion USD,,USA
PATTERSON COMPANIES,"5,020",2.863 Billion USD,2.979 Billion USD,,USA
CIMC ENRIC HOLDINGS,"5,021",2.862 Billion USD,2.933 Billion USD,,China
GENTHERM,"5,022",2.861 Billion USD,2.845 Billion USD,,USA
INTERNATIONAL BANCSHARES CORPORATION,"5,023",2.860 Billion USD,2.654 Billion USD,,USA
ULVAC,"5,024",2.864 Billion USD,2.644 Billion USD,,Japan
DIAGNOSTICOS DA AMERICA,"5,025",2.852 Billion USD,5.340 Billion USD,,Brazil
MILLICOM INTERNATIONAL CELLULAR,"5,026",2.847 Billion USD,3.889 Billion USD,,Luxembourg
SOFTWARE AG,"5,027",2.853 Billion USD,3.764 Billion USD,,Germany
MOBILE TELECOMMUNICATIONS COMPANY SAUDI ARABIA,"5,028",2.852 Billion USD,3.489 Billion USD,,Saudi Arabia
GERRESHEIMER AG,"5,029",2.845 Billion USD,3.337 Billion USD,,Germany
SMS,"5,030",2.847 Billion USD,3.060 Billion USD,,Japan
FRASERS CENTREPOINT TRUST,"5,031",2.848 Billion USD,2.942 Billion USD,,Singapore
NETLINK NBN TRUST,"5,032",2.846 Billion USD,2.797 Billion USD,,Singapore
RANPAK HOLDINGS,"5,033",2.849 Billion USD,2.499 Billion USD,,USA
GUANGDONG PROVINCIAL EXPRESSWAY DEVELOPMENT,"5,034",2.845 Billion USD,2.461 Billion USD,,China
FALCK RENEWABLES,"5,035",2.851 Billion USD,2.410 Billion USD,,Italy
AIRPORT CITY,"5,036",2.845 Billion USD,2.278 Billion USD,,Israel
BEIJING SANJU ENVIRONMENTAL PROTECTION & NEW MATERIALS,"5,037",2.850 Billion USD,2.273 Billion USD,,China
SOLAR INDUSTRIES INDIA,"5,038",2.848 Billion USD,2.217 Billion USD,,India
GRINDWELL NORTON,"5,039",2.849 Billion USD,1.960 Billion USD,,India
INVITAE CORPORATION,"5,040",2.841 Billion USD,6.440 Billion USD,,USA
PAYSAFE LIMITED,"5,041",2.837 Billion USD,6.123 Billion USD,,UK
OLO INC.,"5,042",2.844 Billion USD,5.670 Billion USD,,USA
TANGSHAN SANYOU CHEMICAL INDUSTRIES,"5,043",2.837 Billion USD,4.552 Billion USD,,China
ASHMORE GROUP,"5,044",2.844 Billion USD,3.894 Billion USD,,UK
23ANDME HOLDING CO.,"5,045",2.842 Billion USD,3.498 Billion USD,,USA
NIPPON ACCOMMODATIONS FUND,"5,046",2.837 Billion USD,2.992 Billion USD,,Japan
CHINA GRAND PHARMACEUTICAL AND HEALTHCARE HOLDINGS,"5,047",2.844 Billion USD,2.907 Billion USD,,Hong Kong
JINHUI LIQUOR,"5,048",2.840 Billion USD,2.720 Billion USD,,China
MAPLETREE NORTH ASIA COMMERCIAL TRUST,"5,049",2.836 Billion USD,2.582 Billion USD,,Singapore
INNER MONGOLIA YITAI COAL,"5,050",2.842 Billion USD,2.580 Billion USD,,China
ARCSOFT CORPORATION,"5,051",2.844 Billion USD,2.543 Billion USD,,USA
ASHTROM GROUP,"5,052",2.836 Billion USD,2.365 Billion USD,,Israel
LOTES,"5,053",2.835 Billion USD,2.008 Billion USD,,Taiwan
ENERPLUS CORPORATION,"5,054",2.838 Billion USD,1.513 Billion USD,,Canada
ATRICURE,"5,055",2.830 Billion USD,3.378 Billion USD,,USA
BRAVIDA HOLDING AB (PUBL),"5,056",2.825 Billion USD,3.314 Billion USD,,Sweden
TEMPLETON EMERGING MARKETS INVESTMENT TRUST PLC,"5,057",2.828 Billion USD,3.077 Billion USD,,UK
SHENZHEN ZHONGJIN LINGNAN NONFEMET CO. LTD.,"5,058",2.825 Billion USD,3.052 Billion USD,,China
THAI UNION GROUP PUBLIC COMPANY,"5,059",2.834 Billion USD,2.886 Billion USD,,Thailand
GOME RETAIL HOLDINGS LIMITED,"5,060",2.829 Billion USD,2.675 Billion USD,,China
COLUMBIA BANKING SYSTEM,"5,061",2.831 Billion USD,2.609 Billion USD,,USA
SWEETGREEN,"5,061","5,061",,,USA
BOHAI LEASING,"5,062",2.830 Billion USD,2.412 Billion USD,,China
CHINA SOUTH PUBLISHING & MEDIA GROUP CO. LTD,"5,063",2.826 Billion USD,2.368 Billion USD,,China
FORTRESS TRANSPORTATION AND INFRASTRUCTURE INVESTORS LLC,"5,064",2.831 Billion USD,2.311 Billion USD,,USA
ZHEJIANG WANLIYANG,"5,065",2.833 Billion USD,1.920 Billion USD,,China
PT INDOCEMENT TUNGGAL PRAKARSA TBK,"5,066",2.822 Billion USD,2.860 Billion USD,,Indonesia
GRUPO FINANCIERO GALICIA,"5,067",2.824 Billion USD,2.845 Billion USD,,Argentina
ROBINSONS LAND CORPORATION,"5,068","5,068",2.281 Billion USD,,Philippines
ORANGE POLSKA,"5,068",2.818 Billion USD,2.801 Billion USD,,Poland
WH SMITH,"5,069",2.823 Billion USD,2.800 Billion USD,,UK
TRI POINTE GROUP,"5,070",2.818 Billion USD,2.640 Billion USD,,USA
"ARBOR REALTY TRUST, INC.","5,071",2.820 Billion USD,2.595 Billion USD,,USA
AEON REIT INVESTMENT CORPORATION,"5,072",2.821 Billion USD,2.528 Billion USD,,Japan
MVV ENERGIE AG,"5,073",2.818 Billion USD,2.348 Billion USD,,Germany
OTTER TAIL CORPORATION,"5,074",2.816 Billion USD,2.279 Billion USD,,USA
DB HITEK,"5,075",2.817 Billion USD,2.245 Billion USD,,South Korea
NAGARRO SE,"5,076",2.816 Billion USD,2.090 Billion USD,,Germany
HOSTESS BRANDS,"5,077",2.817 Billion USD,2.076 Billion USD,,USA
SANQUAN FOOD,"5,078",2.816 Billion USD,2.031 Billion USD,,China
URBAN OUTFITTERS,"5,079",2.812 Billion USD,3.248 Billion USD,,USA
SAMSUNG CARD,"5,080",2.808 Billion USD,3.171 Billion USD,,South Korea
SOLVAC,"5,081",2.805 Billion USD,3.040 Billion USD,,Belgium
KLCC REAL ESTATE INVESTMENT TRUST,"5,082",2.814 Billion USD,2.972 Billion USD,,Malaysia
C&D INTERNATIONAL INVESTMENT GROUP,"5,083",2.812 Billion USD,2.832 Billion USD,,Hong Kong
COSCO SHIPPING PORTS,"5,084",2.814 Billion USD,2.758 Billion USD,,Hong Kong
SIASUN ROBOT&AUTOMATION,"5,085",2.812 Billion USD,2.563 Billion USD,,China
LIEN HWA INDUSTRIAL HOLDINGS CORPORATION,"5,086",2.808 Billion USD,2.414 Billion USD,,Taiwan
CHINA NATIONAL ACCORD MEDICINES CORPORATION,"5,087",2.811 Billion USD,2.406 Billion USD,,China
SATURDAY,"5,088",2.809 Billion USD,2.340 Billion USD,,China
SINGAPORE PRESS HOLDINGS,"5,089",2.808 Billion USD,2.296 Billion USD,,Singapore
CHINESE UNIVERSE PUBLISHING AND MEDIA GROUP,"5,090",2.809 Billion USD,2.132 Billion USD,,China
YAMADA DENKI,"5,091",2.803 Billion USD,3.596 Billion USD,,Japan
SANSTEEL MINGUANG.FUJIAN,"5,092",2.797 Billion USD,3.574 Billion USD,,China
COMSYS HOLDINGS CORPORATION,"5,093",2.804 Billion USD,3.408 Billion USD,,Japan
TIANDI SCIENCE & TECHNOLOGY CO.LTD,"5,094",2.802 Billion USD,3.334 Billion USD,,China
OSSUR,"5,095",2.801 Billion USD,3.211 Billion USD,,Iceland
GRANDBLUE ENVIRONMENT,"5,096",2.804 Billion USD,2.837 Billion USD,,China
UNITED STATES CELLULAR CORPORATION,"5,097",2.800 Billion USD,2.775 Billion USD,,USA
KWS SAAT SE & CO. KGAA,"5,098",2.804 Billion USD,2.765 Billion USD,,Germany
NATIONAL HEALTH INVESTORS,"5,099",2.797 Billion USD,2.760 Billion USD,,USA
TAIWAN BUSINESS BANK,"5,100",2.803 Billion USD,2.623 Billion USD,,Taiwan
CHINA PETROLEUM ENGINEERING CORPORATION,"5,101",2.800 Billion USD,2.496 Billion USD,,China
KENT GIDA MADDELERI SANAYII VE TICARET,"5,102",2.789 Billion USD,5.964 Billion USD,,Turkey
ZHIHU INC.,"5,103",2.791 Billion USD,5.379 Billion USD,,China
"POWERSCHOOL HOLDINGS, INC.","5,104",2.786 Billion USD,5.286 Billion USD,,USA
"HANG ZHOU IRON & STEEL CO.,LTD.","5,105",2.789 Billion USD,3.105 Billion USD,,China
SSP GROUP,"5,106",2.789 Billion USD,3.072 Billion USD,,UK
MOMENTIVE GLOBAL INC.,"5,107",2.792 Billion USD,2.876 Billion USD,,USA
EUTELSAT COMMUNICATIONS,"5,108",2.792 Billion USD,2.677 Billion USD,,France
SHANGHAI FULLHAN MICROELECTRONICS,"5,109",2.776 Billion USD,3.758 Billion USD,,China
FEDERAL GRID COMPANY OF UNIFIED ENERGY SYSTEM,"5,110",2.780 Billion USD,3.455 Billion USD,,Russia
ACV AUCTIONS INC.,"5,111",2.775 Billion USD,3.163 Billion USD,,USA
H&K AG,"5,112",2.776 Billion USD,2.931 Billion USD,,Germany
"RACKSPACE TECHNOLOGY, INC.","5,113",2.783 Billion USD,2.922 Billion USD,,USA
"ZIPRECRUITER, INC.","5,114",2.784 Billion USD,2.900 Billion USD,,USA
PRIMO WATER CORPORATION,"5,115",2.779 Billion USD,2.851 Billion USD,,USA
BHARAT HEAVY ELECTRICALS,"5,116",2.776 Billion USD,2.679 Billion USD,,India
FANGDA SPECIAL STEEL TECHNOLOGY,"5,117",2.780 Billion USD,2.616 Billion USD,,China
SEMBCORP INDUSTRIES LTD,"5,118",2.784 Billion USD,2.565 Billion USD,,Singapore
CHINA AUTOMOTIVE ENGINEERING RESEARCH INSTITUTE,"5,119",2.784 Billion USD,2.521 Billion USD,,China
WUHAN JINGCE ELECTRONIC GROUP,"5,120",2.783 Billion USD,2.500 Billion USD,,China
HUB GROUP,"5,121",2.784 Billion USD,2.417 Billion USD,,USA
KENON HOLDINGS,"5,122",2.779 Billion USD,2.123 Billion USD,,Singapore
WHITING PETROLEUM CORPORATION,"5,123",2.780 Billion USD,1.837 Billion USD,,USA
JMT NETWORK SERVICES PUBLIC COMPANY,"5,124",2.782 Billion USD,1.617 Billion USD,,Thailand
AUCTION TECHNOLOGY GROUP PLC,"5,124","5,124",,,UK
SHIFT,"5,125",2.773 Billion USD,4.061 Billion USD,,Japan
JUSTSYSTEMS CORPORATION,"5,126",2.765 Billion USD,3.857 Billion USD,,Japan
CORBION,"5,127",2.773 Billion USD,3.186 Billion USD,,Netherlands
FP CORPORATION,"5,128",2.768 Billion USD,3.134 Billion USD,,Japan
SAMSONITE INTERNATIONAL,"5,129",2.767 Billion USD,3.121 Billion USD,,Luxembourg
JIANGSU GUOMAO REDUCER,"5,130",2.771 Billion USD,2.986 Billion USD,,China
ASSURA,"5,131",2.770 Billion USD,2.953 Billion USD,,UK
PAGEGROUP,"5,132",2.768 Billion USD,2.902 Billion USD,,UK
CRISIL,"5,133",2.768 Billion USD,2.778 Billion USD,,India
BRADY CORPORATION,"5,134",2.772 Billion USD,2.777 Billion USD,,USA
FIRST INTERSTATE BANCSYSTEM,"5,135",2.769 Billion USD,2.742 Billion USD,,USA
JIANGSU DINGSHENG NEW MATERIAL JOINT-STOCK,"5,136",2.767 Billion USD,2.681 Billion USD,,China
"HUBEI YIHUA CHEMICAL INDUSTRY CO., LTD.","5,137",2.766 Billion USD,2.520 Billion USD,,China
TECHNOLOGY ONE,"5,138",2.772 Billion USD,2.417 Billion USD,,Australia
BANCO COMERCIAL PORTUGUES,"5,139",2.773 Billion USD,2.404 Billion USD,,Portugal
SIMS METAL MANAGEMENT,"5,139","5,139",2.220 Billion USD,,USA
NATIONAL ALUMINIUM COMPANY,"5,140",2.765 Billion USD,2.323 Billion USD,,India
BILLDESK,"5,140","5,140","5,140",,India
TURKISH AIRLINES,"5,140","5,140",2.220 Billion USD,,Turkey
UNITED NATURAL FOODS,"5,141",2.772 Billion USD,2.074 Billion USD,,USA
NINGBO BOWAY ALLOY MATERIAL COMPANY,"5,142",2.773 Billion USD,1.775 Billion USD,,China
CETC ENERGY JOINT-STOCK,"5,143",2.767 Billion USD,1.715 Billion USD,,China
NEVRO,"5,144",2.758 Billion USD,4.254 Billion USD,,USA
SPRINGWORKS THERAPEUTICS,"5,145",2.761 Billion USD,3.690 Billion USD,,USA
OBIC BUSINESS CONSULTANTS,"5,146",2.764 Billion USD,3.459 Billion USD,,Japan
ALAMOS GOLD,"5,147",2.756 Billion USD,3.104 Billion USD,,Canada
TRINITY INDUSTRIES,"5,148",2.762 Billion USD,2.913 Billion USD,,USA
FINSBURY GROWTH & INCOME TRUST,"5,149",2.759 Billion USD,2.846 Billion USD,,UK
CORPORACION MOCTEZUMA,"5,150",2.760 Billion USD,2.734 Billion USD,,Mexico
"THE NAVIGATOR COMPANY, S.A.","5,151",2.759 Billion USD,2.721 Billion USD,,Portugal
STEPAN COMPANY,"5,152",2.756 Billion USD,2.641 Billion USD,,USA
ISETAN MITSUKOSHI HOLDINGS,"5,153",2.755 Billion USD,2.601 Billion USD,,Japan
SHENZHEN HUAQIANG INDUSTRY,"5,154",2.755 Billion USD,2.415 Billion USD,,China
GUANGZHOU GREAT POWER ENERGY AND TECHNOLOGY CO. LTD,"5,155",2.758 Billion USD,2.013 Billion USD,,China
VOCERA COMMUNICATIONS,"5,156",2.755 Billion USD,1.683 Billion USD,,USA
JIANGYIN HENGRUN HEAVY INDUSTRIES CO. LTD,"5,157",2.758 Billion USD,0.770 Billion USD,,China
NIZHNEKAMSKNEFTEKHIM,"5,158",2.748 Billion USD,3.996 Billion USD,,Russia
SHANGHAI BELLING,"5,159",2.747 Billion USD,3.680 Billion USD,,China
FIRST ADVANTAGE CORP,"5,160",2.752 Billion USD,3.468 Billion USD,,USA
ACTIVIA PROPERTIES,"5,161",2.753 Billion USD,3.242 Billion USD,,Japan
VECTOR LIMITED,"5,162",2.746 Billion USD,2.989 Billion USD,,New Zealand
UNITED INDUSTRIAL CORPORATION,"5,163",2.748 Billion USD,2.831 Billion USD,,Singapore
ZHEJIANG JIECANG LINEAR MOTION TECHNOLOGY,"5,164",2.746 Billion USD,2.825 Billion USD,,China
KOREA AEROSPACE INDUSTRIES,"5,165",2.748 Billion USD,2.724 Billion USD,,South Korea
NV BEKAERT SA,"5,166",2.753 Billion USD,2.723 Billion USD,,Belgium
SHANGHAI TUNNEL ENGINEERING,"5,167",2.749 Billion USD,2.636 Billion USD,,China
CANADIAN WESTERN BANK,"5,168",2.745 Billion USD,2.575 Billion USD,,Canada
BELDEN,"5,169",2.750 Billion USD,2.568 Billion USD,,USA
ROYAL VOLKERWESSELS NV,"5,169","5,169","5,169",,Netherlands
YANCOAL AUSTRALIA LTD,"5,170",2.749 Billion USD,2.257 Billion USD,,Australia
LUOYANG GLASS COMPANY,"5,171",2.745 Billion USD,1.740 Billion USD,,China
CHINA REFORM HEALTH MANAGEMENT AND SERVICES GROUP,"5,172",2.749 Billion USD,0.952 Billion USD,,China
TOHO GAS,"5,173",2.743 Billion USD,4.997 Billion USD,,Japan
DBAPPSECURITY,"5,174",2.737 Billion USD,3.873 Billion USD,,China
CNOVA,"5,175",2.738 Billion USD,3.625 Billion USD,,Netherlands
PAGERDUTY,"5,176",2.744 Billion USD,3.580 Billion USD,,USA
DAELIM INDUSTRIAL,"5,177",2.740 Billion USD,3.238 Billion USD,,South Korea
ATRIUM LJUNGBERG AB (PUBL),"5,178",2.737 Billion USD,3.221 Billion USD,,Sweden
JAPAN LOGISTICS FUND,"5,179",2.738 Billion USD,2.807 Billion USD,,Japan
FINANCIAL STREET HOLDINGS,"5,180",2.735 Billion USD,2.802 Billion USD,,China
MACRONIX INTERNATIONAL,"5,181",2.735 Billion USD,2.777 Billion USD,,Taiwan
MAKEMYTRIP,"5,182",2.739 Billion USD,2.704 Billion USD,,India
HYUNDAI MIPO DOCKYARD,"5,183",2.741 Billion USD,2.572 Billion USD,,South Korea
ANTONG HOLDINGS,"5,184",2.736 Billion USD,2.507 Billion USD,,China
AGGREKO,"5,185","5,185",2.192 Billion USD,,UK
SHANGHAI LIANGXIN ELECTRICAL,"5,185",2.744 Billion USD,2.357 Billion USD,,China
PT SARATOGA INVESTAMA SEDAYA TBK,"5,186",2.740 Billion USD,1.499 Billion USD,,Indonesia
PARAMOUNT RESOURCES,"5,187",2.742 Billion USD,1.425 Billion USD,,Canada
KINDRED GROUP,"5,188",2.729 Billion USD,8.323 Billion USD,,Malta
SHANGHAI BRIGHT POWER SEMICONDUCTOR,"5,189",2.729 Billion USD,3.895 Billion USD,,China
BRII BIOSCIENCES LIMITED,"5,190",2.733 Billion USD,3.528 Billion USD,,China
SUMITOMO RUBBER INDUSTRIES,"5,191",2.729 Billion USD,3.214 Billion USD,,Japan
SIAM GLOBAL HOUSE PUBLIC COMPANY,"5,192",2.733 Billion USD,3.067 Billion USD,,Thailand
CRANSWICK,"5,193",2.733 Billion USD,2.912 Billion USD,,UK
